timestamp,affected_site,affected_sector,affected_cell,cod_state,cod_evidence,decision,target_site,target_sector,suggested_action,rs_power_delta_db,etilt_delta_deg,ml_predicted_reward,safety_status,engineering_note,claim_boundary
19-May-2026 10:30:00,gemtel,S2,gemtel_03,degraded_kpi,high_rrc_drop|high_erab_drop,No COC action,none,none,"No RF parameter change",0,0,-0.000748963279563501,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:30:00,gemtel,S3,gemtel_02,degraded_kpi,high_rrc_drop|high_erab_drop,No COC action,none,none,"No RF parameter change",0,0,-0.000496571569030409,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,denver,S7,denver_03,degraded_kpi,traffic_collapse|high_erab_drop,No COC action,none,none,"No RF parameter change",0,0,-0.000141452288962557,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,denver,S8,denver_01,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.055671232659106,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 10:45:00,denver,S9,denver_02,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse|high_rrc_drop,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,denver,S7,denver_03,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse|high_erab_drop,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,denver,S8,denver_01,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:00:00,denver,S9,denver_02,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0557231921265241,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,denver,S7,denver_03,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,denver,S8,denver_01,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:15:00,denver,S9,denver_02,outage_like,tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:30:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 11:45:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,rivercastle,S10,"Target S10: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:00:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:15:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:30:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:30:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:30:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,COC ML compensation advisory,shutis,S17,"Target S17: +3 dB RS, -1 deg eTilt",3,-1,0.0556331597458609,site_outage_coc_ml_advisory,within KPI-only COC advisory action range with target load headroom check,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 12:45:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:00:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:15:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,denver,S8,denver_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:30:00,denver,S9,denver_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:45:00,gemtel,S1,gemtel_01,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:45:00,gemtel,S2,gemtel_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:45:00,gemtel,S3,gemtel_02,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
19-May-2026 13:45:00,denver,S7,denver_03,outage_like,availability_zero_or_low|tx_power_zero_or_low|very_low_rssi|traffic_collapse|active_user_collapse,No COC action,none,none,"No RF parameter change",0,0,0.00247739617279322,no_op_baseline,no-op baseline,"Advisory only: simulation-trained ML estimate, no real action applied"
