ueId,x_m,y_m,servingSector,servingSite,bestRSRP_dBm,bestSINR_dB,isAttached
167,958.585672635106,684.096804194586,7,3,-92.3834338697564,15.4769773041187,1
168,-300.011311130643,870.602017362405,6,2,-93.4470413103296,8.52200375393257,1
169,989.67288371529,318.715232305871,8,3,-91.053846750988,9.23339781937501,1
170,-165.937709077729,-931.132744350302,15,5,-80.6368370873849,12.0631851018397,1
171,815.663658517233,294.550288024116,8,3,-77.1367320502484,27.6011897748879,1
172,-474.946396222791,748.777616466654,6,2,-94.6652564272781,-0.245483517996398,1
173,-265.493191779843,-46.6573682749836,3,1,-90.4868955199076,1.21145660201864,1
174,-423.020020442588,-946.432363391891,15,5,-101.694703702356,3.74103356636183,1
175,-763.670069538491,468.565464440768,21,7,-78.2386714592486,16.828342456767,1
176,131.244998760265,-175.982540769718,2,1,-69.9785713675756,23.1567968677469,1
177,452.946454146982,-21.2243635043337,8,3,-95.1718374672332,2.62745480191952,1
178,161.883341734945,-1100.40323191786,14,5,-91.5477498954318,13.8862036979414,1
179,-930.764005719542,206.98358288039,21,7,-97.4487483984937,0.920827945679027,1
180,265.735701501738,-583.307979396967,12,4,-100.076811895427,-1.64658322723145,1
181,-831.621885318461,-478.849455733444,18,6,-73.6529313061328,20.4068196671166,1
182,42.3524953079818,-113.0722882302,2,1,-78.5100100059981,9.35659935345804,1
183,455.224577123381,-271.461367720785,12,4,-85.0804495150201,14.2834503028365,1
184,467.859730606301,-50.6558600930318,0,0,-100.079938614065,-3.82101397352599,0
185,-324.659750256282,252.558952609024,3,1,-88.9371791939284,1.59419565958245,1
186,-476.92669090725,-526.066712288775,17,6,-82.337989563591,17.2441567732774,1
187,714.809895238215,492.343042142833,7,3,-76.3850963355007,11.4470672711047,1
188,848.157310452367,706.643524460582,7,3,-77.6447264240487,28.2286693674284,1
189,26.2077471523412,-49.2213357783533,3,1,-83.1115935371149,0.692854934139856,1
190,3.50355055026512,-997.579219693186,14,5,-78.6533518994769,21.5346322834365,1
191,689.240849574323,-651.354565027263,11,4,-87.9815190542919,9.12741617430353,1
192,683.458550976793,-2.80749111125169,8,3,-101.090137970134,-2.30552960988877,1
193,901.146354640898,298.351579402863,8,3,-82.899876988923,16.2977955822779,1
194,-374.328395495924,511.238359138396,19,7,-89.5226948667132,8.28677177748073,1
195,-287.478033406384,150.617141269742,3,1,-82.6152598778095,14.9059603181597,1
196,180.874096161676,-438.197460933318,12,4,-89.6773612838643,2.03501338086627,1
197,-79.4892203472878,-1040.66621577514,14,5,-85.7121159314948,14.775922487689,1
