oracle_group_id,scenario_name,realization_id,source_sector_id,target_sector_id,module_name,selected_action_id_raw,selected_action_id_safe,raw_action_type,safe_action_type,raw_predicted_reward,safe_predicted_reward,raw_true_reward,safe_true_reward,raw_selected_safety_valid,safe_selected_safety_valid,safety_filter_changed_action,fallback_used,noop_selected,selection_reason,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,oracle_action_id,oracle_reward,raw_regret,safety_enforced_regret,raw_top1_oracle_match,safe_top1_oracle_match,safe_top2_oracle_match
346,mixed_conflict,8,10,8,LB/MLB,12616,12616,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0245874445372288,-0.0245874445372288,-0.0226783824449851,-0.0226783824449851,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,12616,-0.0226783824449851,0,0,1,1,1
347,mixed_conflict,8,11,8,LB/MLB,12633,12633,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0847608633362545,0.0847608633362545,0.0549706298324548,0.0549706298324548,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,12633,0.0549706298324548,0,0,1,1,1
348,mixed_conflict,8,12,0,LB/MLB,12639,12639,no_op,no_op,-0.0825298667944155,-0.0825298667944155,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,12639,0,0,0,1,1,1
349,mixed_conflict,8,13,15,LB/MLB,12652,12663,no_op,cio_bias_to_neighbor,-0.0170850404381416,-0.0431503823998806,0,-0.0391649553756275,0,1,1,0,0,safe_best_predicted,0,0,3,0,0,,12663,-0.0391649553756275,-0.0391649553756275,0,0,1,1
350,mixed_conflict,8,16,0,LB/MLB,12665,12665,no_op,no_op,0.000472826695807716,0.000472826695807716,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,12665,0,0,0,1,1,1
351,mixed_conflict,8,19,0,LB/MLB,12680,12678,cio_bias_to_neighbor,no_op,-0.13087102383049,-0.263983167167778,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,12678,0,0.1338,0,0,1,1
352,mixed_conflict,8,20,16,LB/MLB,12693,12697,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.133730184838854,-0.133730184838854,-0.1338,-0.1338,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,12697,-0.1338,0,0,0,1,1
353,mixed_conflict,8,21,0,LB/MLB,12706,12704,cio_bias_to_neighbor,no_op,-0.133913905003307,-0.188197093242108,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,12704,0,0.1338,0,0,1,1
445,degraded_sector,11,8,0,LB/MLB,13900,13900,no_op,no_op,0.000292647064661065,0.000292647064661065,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,13900,0,0,0,1,1,1
503,overload,12,3,2,LB/MLB,14654,14664,no_op,cio_bias_to_neighbor,-0.0805681962651298,-0.127556293125659,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14664,-0.1275,-0.1275,0,0,1,1
504,overload,12,5,1,LB/MLB,14670,14670,cio_bias_to_neighbor,cio_bias_to_neighbor,0.261110659806264,0.261110659806264,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,14670,0.26125,0,0,1,1,1
505,overload,12,6,0,LB/MLB,14680,14680,no_op,no_op,-0.0913246105001162,-0.0913246105001162,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,14680,0,0,0,1,1,1
506,overload,12,7,1,LB/MLB,14705,14705,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0652227274256475,0.0652227274256475,0.06625,0.06625,1,1,0,0,0,safe_best_predicted,0,0,6,0,0,,14705,0.06625,0,0,1,1,1
507,overload,12,8,0,LB/MLB,14708,14706,cio_bias_to_neighbor,no_op,-0.133470543873788,-0.227134815685069,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,14706,0,0.1338,0,0,1,1
508,overload,12,9,0,LB/MLB,14719,14719,no_op,no_op,-0.00510093498157162,-0.00510093498157162,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,14719,0,0,0,1,1,1
509,overload,12,10,11,LB/MLB,14739,14739,cio_bias_to_neighbor,cio_bias_to_neighbor,0.000435946635675155,0.000435946635675155,0.00152607602945076,0.00152607602945076,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,14739,0.00152607602945076,0,0,1,1,1
510,overload,12,12,2,LB/MLB,14745,14747,no_op,cio_bias_to_neighbor,-0.0859215871059888,-0.127368182551012,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14747,-0.1275,-0.1275,0,0,1,1
511,overload,12,13,2,LB/MLB,14760,14760,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.133762438214124,-0.133762438214124,-0.1338,-0.1338,1,1,0,0,0,safe_best_predicted,0,0,-3,0,0,,14760,-0.1338,0,0,1,1,1
512,overload,12,14,2,LB/MLB,14771,14781,no_op,cio_bias_to_neighbor,-0.0825173248761417,-0.127572572231512,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14781,-0.1275,-0.1275,0,0,1,1
513,overload,12,15,0,LB/MLB,14784,14784,no_op,no_op,0.000196322919066982,0.000196322919066982,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,14784,0,0,0,1,1,1
514,overload,12,16,0,LB/MLB,14797,14797,no_op,no_op,-0.0910970828485203,-0.0910970828485203,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,14797,0,0,0,1,1,1
515,overload,12,17,15,LB/MLB,14816,14812,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.133766122463033,-0.133771349686703,-0.1338,-0.1338,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14812,-0.1338,0,0,0,1,1
516,overload,12,18,15,LB/MLB,14823,14833,no_op,cio_bias_to_neighbor,-0.0829114755399019,-0.127577940876937,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14833,-0.1275,-0.1275,0,0,1,1
517,overload,12,19,21,LB/MLB,14842,14842,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.133665998052732,-0.133665998052732,-0.1338,-0.1338,1,1,0,0,0,safe_best_predicted,0,0,-3,0,0,,14842,-0.1338,0,0,1,1,1
518,overload,12,20,21,LB/MLB,14860,14859,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0772785276576355,-0.127495479021599,-0.288002582994867,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,14859,-0.1275,0.160502582994867,0,0,1,1
541,overload,13,1,5,LB/MLB,15151,15150,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0811840418169758,-0.127397193269275,-0.129005393957205,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15150,-0.1275,0.001505393957205,0,0,1,1
542,overload,13,2,0,LB/MLB,15161,15161,no_op,no_op,-0.0806549643632576,-0.0806549643632576,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15161,0,0,0,1,1,1
543,overload,13,3,0,LB/MLB,15174,15174,no_op,no_op,-0.0833804908944839,-0.0833804908944839,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15174,0,0,0,1,1,1
544,overload,13,6,0,LB/MLB,15187,15187,no_op,no_op,-0.0841296911849262,-0.0841296911849262,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15187,0,0,0,1,1,1
545,overload,13,7,0,LB/MLB,15202,15200,cio_bias_to_neighbor,no_op,-0.133855433198893,-0.185539353689419,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15200,0,0.1338,0,0,1,1
546,overload,13,8,0,LB/MLB,15213,15213,no_op,no_op,-0.0848085082418589,-0.0848085082418589,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15213,0,0,0,1,1,1
547,overload,13,9,5,LB/MLB,15237,15237,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.06327591923297,-0.06327591923297,-0.152114420971201,-0.152114420971201,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15236,-0.1338,0.018314420971201,0.018314420971201,0,0,1
548,overload,13,10,5,LB/MLB,15250,15249,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0802827714658537,-0.127502452622416,-0.129005393957205,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15249,-0.1275,0.001505393957205,0,0,1,1
549,overload,13,11,0,LB/MLB,15254,15252,cio_bias_to_neighbor,no_op,-0.133807562992504,-0.243767294071789,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15252,0,0.1338,0,0,1,1
550,overload,13,12,0,LB/MLB,15267,15265,cio_bias_to_neighbor,no_op,-0.133751990997853,-0.268031167382609,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15265,0,0.1338,0,0,1,1
551,overload,13,13,0,LB/MLB,15278,15278,no_op,no_op,-0.083418266889448,-0.083418266889448,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15278,0,0,0,1,1,1
552,overload,13,14,0,LB/MLB,15293,15291,cio_bias_to_neighbor,no_op,-0.133792657336511,-0.2274633716453,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15291,0,0.1338,0,0,1,1
553,overload,13,15,0,LB/MLB,15304,15304,no_op,no_op,-0.0882341814599287,-0.0882341814599287,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15304,0,0,0,1,1,1
554,overload,13,16,0,LB/MLB,15319,15317,cio_bias_to_neighbor,no_op,-0.13372827026012,-0.224317853608169,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15317,0,0.1338,0,0,1,1
555,overload,13,17,0,LB/MLB,15332,15330,cio_bias_to_neighbor,no_op,-0.133764035969142,-0.180788501901154,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15330,0,0.1338,0,0,1,1
556,overload,13,18,0,LB/MLB,15343,15343,no_op,no_op,-0.0803489391230753,-0.0803489391230753,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15343,0,0,0,1,1,1
557,overload,13,19,0,LB/MLB,15356,15356,no_op,no_op,-0.0904546496727535,-0.0904546496727535,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15356,0,0,0,1,1,1
558,overload,13,20,0,LB/MLB,15369,15369,no_op,no_op,-0.0859162746939418,-0.0859162746939418,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15369,0,0,0,1,1,1
559,overload,13,21,0,LB/MLB,15384,15382,cio_bias_to_neighbor,no_op,-0.134052374020129,-0.270430104922069,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15382,0,0.1338,0,0,1,1
581,normal,14,12,13,LB/MLB,15675,15675,cio_bias_to_neighbor,cio_bias_to_neighbor,0.246923248436819,0.246923248436819,0.253336968086199,0.253336968086199,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15671,0.253336968086199,0,0,0,0,0
582,normal,14,15,13,LB/MLB,15689,15689,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0436663887688768,0.0436663887688768,0.0496621311874375,0.0496621311874375,1,1,0,0,0,safe_best_predicted,0,0,6,0,0,,15689,0.0496621311874375,0,0,1,1,1
584,overload,14,1,3,LB/MLB,15718,15718,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0559471861422481,-0.0559471861422481,-0.138640725292252,-0.138640725292252,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15717,-0.1338,0.00484072529225199,0.00484072529225199,0,0,1
585,overload,14,2,0,LB/MLB,15722,15720,cio_bias_to_neighbor,no_op,-0.133552519577602,-0.219795570796799,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15720,0,0.1338,0,0,1,1
586,overload,14,4,0,LB/MLB,15735,15733,cio_bias_to_neighbor,no_op,-0.133909842096338,-0.269889610708054,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15733,0,0.1338,0,0,1,1
587,overload,14,5,0,LB/MLB,15746,15746,no_op,no_op,-0.0841204775495443,-0.0841204775495443,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15746,0,0,0,1,1,1
588,overload,14,6,20,LB/MLB,15771,15771,cio_bias_to_neighbor,cio_bias_to_neighbor,0.00894794709211256,0.00894794709211256,-0.00280860473118,-0.00280860473118,1,1,0,0,0,safe_best_predicted,0,0,6,0,0,,15770,-0.00140430236559004,0.00140430236558996,0.00140430236558996,0,0,1
589,overload,14,7,8,LB/MLB,15775,15774,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0790763142256273,-0.127438475679877,-0.145278750027144,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15774,-0.1275,0.017778750027144,0,0,1,1
590,overload,14,9,0,LB/MLB,15787,15785,cio_bias_to_neighbor,no_op,-0.133777777553302,-0.220681868959383,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15785,0,0.1338,0,0,1,1
591,overload,14,10,8,LB/MLB,15801,15800,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0741183360452718,-0.127442730760949,-0.145278750027144,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15800,-0.1275,0.017778750027144,0,0,1,1
592,overload,14,11,8,LB/MLB,15818,15818,cio_bias_to_neighbor,cio_bias_to_neighbor,0.018683728002976,0.018683728002976,0.0319825215707537,0.0319825215707537,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15818,0.0319825215707537,0,0,1,1,1
593,overload,14,12,0,LB/MLB,15826,15824,cio_bias_to_neighbor,no_op,-0.133727806577771,-0.222683450249062,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15824,0,0.1338,0,0,1,1
594,overload,14,13,0,LB/MLB,15837,15837,no_op,no_op,-0.0880912015311865,-0.0880912015311865,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15837,0,0,0,1,1,1
595,overload,14,14,0,LB/MLB,15850,15850,no_op,no_op,0.000806307434352811,0.000806307434352811,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,15850,0,0,0,1,1,1
596,overload,14,15,14,LB/MLB,15863,15873,no_op,cio_bias_to_neighbor,-0.084469294474276,-0.127612872626937,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15873,-0.1275,-0.1275,0,0,1,1
597,overload,14,16,20,LB/MLB,15879,15879,cio_bias_to_neighbor,cio_bias_to_neighbor,0.257721276576772,0.257721276576772,0.255353264755623,0.255353264755623,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15879,0.255353264755623,0,0,1,1,1
598,overload,14,17,0,LB/MLB,15889,15889,no_op,no_op,-0.0873212889385434,-0.0873212889385434,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,15889,0,0,0,1,1,1
599,overload,14,18,3,LB/MLB,15909,15908,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0711648456412343,-0.126302112454734,-0.141863030004856,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,15908,-0.1275,0.014363030004856,0,0,1,1
600,overload,14,19,20,LB/MLB,15926,15926,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0684186691254845,0.0684186691254845,0.0710095313072528,0.0710095313072528,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15926,0.0710095313072528,0,0,1,1,1
601,overload,14,21,20,LB/MLB,15939,15939,cio_bias_to_neighbor,cio_bias_to_neighbor,0.245722063518058,0.245722063518058,0.242606461354412,0.242606461354412,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,15939,0.242606461354412,0,0,1,1,1
624,overload,15,1,9,LB/MLB,16233,16233,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.133745196008989,-0.133745196008989,-0.1338,-0.1338,1,1,0,0,0,safe_best_predicted,0,0,-3,0,0,,16233,-0.1338,0,0,1,1,1
625,overload,15,2,13,LB/MLB,16247,16247,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0648973000436258,-0.0648973000436258,-0.076381129789331,-0.076381129789331,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16247,-0.076381129789331,0,0,1,1,1
626,overload,15,3,0,LB/MLB,16253,16253,no_op,no_op,-0.0834206652032866,-0.0834206652032866,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,16253,0,0,0,1,1,1
627,overload,15,4,19,LB/MLB,16277,16277,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0396265937979739,0.0396265937979739,0.0241143715659886,0.0241143715659886,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16278,0.0315120684507848,0.0073976968847962,0.0073976968847962,0,0,1
628,overload,15,5,9,LB/MLB,16286,16285,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0834185442037866,-0.127408666804303,-0.436694502130781,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,16285,-0.1275,0.309194502130781,0,0,1,1
629,overload,15,6,19,LB/MLB,16295,16295,cio_bias_to_neighbor,cio_bias_to_neighbor,0.192950104111587,0.192950104111587,0.180498402437508,0.180498402437508,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16295,0.180498402437508,0,0,1,1,1
630,overload,15,7,10,LB/MLB,16312,16312,cio_bias_to_neighbor,cio_bias_to_neighbor,0.259551227665101,0.259551227665101,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16308,0.26125,0,0,0,0,1
631,overload,15,11,10,LB/MLB,16322,16322,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0039710706872845,0.0039710706872845,-0.0219028943094653,-0.0219028943094653,1,1,0,0,0,safe_best_predicted,0,0,6,0,0,,16321,-0.0109514471547328,0.0109514471547325,0.0109514471547325,0,0,0
632,overload,15,12,10,LB/MLB,16343,16343,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0632199708644822,0.0632199708644822,0.06625,0.06625,1,1,0,0,0,safe_best_predicted,0,0,6,0,0,,16343,0.06625,0,0,1,1,1
633,overload,15,15,13,LB/MLB,16351,16351,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0742192813520956,-0.0742192813520956,-0.0763811297893309,-0.0763811297893309,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16351,-0.0763811297893309,0,0,1,1,1
634,overload,15,16,0,LB/MLB,16357,16357,no_op,no_op,-0.0857965360910072,-0.0857965360910072,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,16357,0,0,0,1,1,1
635,overload,15,17,0,LB/MLB,16372,16370,cio_bias_to_neighbor,no_op,-0.13416278741661,-0.292970313980047,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,16370,0,0.1338,0,0,1,1
636,overload,15,18,0,LB/MLB,16385,16383,cio_bias_to_neighbor,no_op,-0.133765888586786,-0.229101102751919,-0.1338,0,0,0,1,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,16383,0,0.1338,0,0,1,1
637,overload,15,20,0,LB/MLB,16396,16396,no_op,no_op,-0.0822029151332155,-0.0822029151332155,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,16396,0,0,0,1,1,1
638,overload,15,21,19,LB/MLB,16412,16412,cio_bias_to_neighbor,cio_bias_to_neighbor,0.191355649086333,0.191355649086333,0.180498402437508,0.180498402437508,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16412,0.180498402437508,0,0,1,1,1
640,handover_stress,16,12,0,LB/MLB,16435,16435,no_op,no_op,0.000831698358665636,0.000831698358665636,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,16435,0,0,0,1,1,1
641,handover_stress,16,16,20,LB/MLB,16451,16451,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0393403617092473,-0.0393403617092473,-0.0376068534224859,-0.0376068534224859,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16451,-0.0376068534224859,0,0,1,1,1
674,handover_stress,17,12,10,LB/MLB,16888,16888,cio_bias_to_neighbor,cio_bias_to_neighbor,0.110364912482823,0.110364912482823,0.119854897805275,0.119854897805275,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,16884,0.119854897805275,0,0,0,0,1
724,outage_sector,18,14,17,LB/MLB,17534,17534,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0214003002206363,-0.0214003002206363,-0.0265677932647433,-0.0265677932647433,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17530,-0.0265677932647433,0,0,0,0,1
744,mixed_conflict,19,3,16,LB/MLB,17790,17790,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0446724691241176,-0.0446724691241176,-0.0253822742620194,-0.0253822742620194,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17790,-0.0253822742620194,0,0,1,1,1
745,mixed_conflict,19,4,1,LB/MLB,17807,17807,cio_bias_to_neighbor,cio_bias_to_neighbor,0.0729593428888622,0.0729593428888622,0.0828676368966002,0.0828676368966002,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17807,0.0828676368966002,0,0,1,1,1
746,mixed_conflict,19,5,1,LB/MLB,17816,17816,cio_bias_to_neighbor,cio_bias_to_neighbor,0.259690034002478,0.259690034002478,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17816,0.26125,0,0,1,1,1
747,mixed_conflict,19,6,16,LB/MLB,17833,17832,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0743704522575793,-0.127505018839838,-0.260824974586504,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17832,-0.1275,0.133324974586504,0,0,1,1
748,mixed_conflict,19,7,1,LB/MLB,17850,17850,cio_bias_to_neighbor,cio_bias_to_neighbor,0.073038661438359,0.073038661438359,0.084969746098823,0.084969746098823,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17846,0.084969746098823,0,0,0,0,1
749,mixed_conflict,19,8,10,LB/MLB,17855,17855,cio_bias_to_neighbor,cio_bias_to_neighbor,0.259256825545698,0.259256825545698,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17855,0.26125,0,0,1,1,1
750,mixed_conflict,19,11,10,LB/MLB,17865,17868,no_op,cio_bias_to_neighbor,-0.0146559775235002,-0.0447434601621773,0,-0.0386537230535165,0,1,1,0,0,safe_best_predicted,0,0,3,0,0,,17868,-0.0386537230535165,-0.0386537230535165,0,0,1,1
751,mixed_conflict,19,12,10,LB/MLB,17889,17889,cio_bias_to_neighbor,cio_bias_to_neighbor,0.261005609955722,0.261005609955722,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,3,0,0,,17889,0.26125,0,0,1,1,1
752,mixed_conflict,19,13,2,LB/MLB,17891,17893,no_op,cio_bias_to_neighbor,-0.0824776808204622,-0.127476331410944,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17893,-0.1275,-0.1275,0,0,1,1
753,mixed_conflict,19,14,2,LB/MLB,17904,17914,no_op,cio_bias_to_neighbor,-0.0863739704175457,-0.127478972835474,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17914,-0.1275,-0.1275,0,0,1,1
754,mixed_conflict,19,15,0,LB/MLB,17917,17917,no_op,no_op,-0.0870848506031614,-0.0870848506031614,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,0,0,0,,17917,0,0,0,1,1,1
755,mixed_conflict,19,17,16,LB/MLB,17937,17936,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0801842933076974,-0.127278229162193,-0.241198701578211,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17936,-0.1275,0.113698701578211,0,0,1,1
756,mixed_conflict,19,19,21,LB/MLB,17943,17949,no_op,cio_bias_to_neighbor,-0.0795699307018524,-0.127469385657323,0,-0.1275,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17949,-0.1275,-0.1275,0,0,1,1
757,mixed_conflict,19,20,16,LB/MLB,17963,17962,cio_bias_to_neighbor,cio_bias_to_neighbor,-0.0767069867963058,-0.127458318317282,-0.260824974586504,-0.127499999999999,0,1,1,0,0,safe_best_predicted,0,0,-3,0,0,,17962,-0.127499999999999,0.133324974586505,0,0,1,1
839,normal,21,13,0,LB/MLB,19022,19022,no_op,no_op,0.000249068562106266,0.000249068562106266,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,19022,0,0,0,1,1,1
840,normal,21,18,0,LB/MLB,19035,19035,no_op,no_op,0.00919845233472257,0.00919845233472257,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,,19035,0,0,0,1,1,1
860,handover_stress,1,3,3,ES,19296,19295,sleep,keep_active,0.249991236833438,0,-0.0262096920558899,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19295,0,0.0262096920558899,0,0,1,1
861,low_load,1,2,2,ES,19299,19299,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19299,0.25,0,0,1,1,1
862,low_load,1,3,3,ES,19301,19301,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19301,0,0,0,1,1,1
863,low_load,1,4,4,ES,19304,19303,sleep,keep_active,0.249991236833438,0,-0.0588774350486629,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19303,0,0.0588774350486629,0,0,1,1
864,low_load,1,5,5,ES,19307,19306,sleep,keep_active,0.249991236833438,0,-0.0769567119327216,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19306,0,0.0769567119327216,0,0,1,1
865,low_load,1,7,7,ES,19310,19309,sleep,keep_active,0.249991236833438,0,0.00907889032969367,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19309,0,-0.00907889032969367,0,0,1,1
866,low_load,1,8,8,ES,19313,19313,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19313,0.25,0,0,1,1,1
867,low_load,1,9,9,ES,19316,19316,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19316,0.25,0,0,1,1,1
868,low_load,1,10,10,ES,19319,19318,sleep,keep_active,0.249991236833438,0,-0.0808307865689945,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19318,0,0.0808307865689945,0,0,1,1
869,low_load,1,11,11,ES,19322,19321,sleep,keep_active,0.249991236833438,0,-0.0955416977560341,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19321,0,0.0955416977560341,0,0,1,1
870,low_load,1,14,14,ES,19325,19324,sleep,keep_active,0.249991236833438,0,-0.000601592040371801,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19324,0,0.000601592040371801,0,0,1,1
871,low_load,1,15,15,ES,19327,19327,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19327,0,0,0,1,1,1
