oracle_group_id,scenario_name,realization_id,source_sector_id,target_sector_id,module_name,selected_action_id_raw,selected_action_id_safe,raw_action_type,safe_action_type,raw_predicted_reward,safe_predicted_reward,raw_true_reward,safe_true_reward,raw_selected_safety_valid,safe_selected_safety_valid,safety_filter_changed_action,fallback_used,noop_selected,selection_reason,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,oracle_action_id,oracle_reward,raw_regret,safety_enforced_regret,raw_top1_oracle_match,safe_top1_oracle_match,safe_top2_oracle_match
872,low_load,1,16,16,ES,19330,19330,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19330,0.25,0,0,1,1,1
873,low_load,1,17,17,ES,19333,19332,sleep,keep_active,0.249991236833438,0,-0.0314669725371616,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19332,0,0.0314669725371616,0,0,1,1
874,low_load,1,18,18,ES,19336,19336,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19336,0.25,0,0,1,1,1
875,low_load,1,19,19,ES,19339,19339,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19339,0.25,0,0,1,1,1
876,low_load,1,20,20,ES,19342,19341,sleep,keep_active,0.249991236833438,0,-0.0141667662915572,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19341,0,0.0141667662915572,0,0,1,1
900,handover_stress,2,6,6,ES,19411,19410,sleep,keep_active,0.249991236833438,0,-0.17327682028623,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19410,0,0.17327682028623,0,0,1,1
901,handover_stress,2,7,7,ES,19414,19413,sleep,keep_active,0.249991236833438,0,-0.0300694652541914,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19413,0,0.0300694652541914,0,0,1,1
902,low_load,2,1,1,ES,19417,19417,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19417,0.25,0,0,1,1,1
903,low_load,2,2,2,ES,19420,19420,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19420,0.25,0,0,1,1,1
904,low_load,2,4,4,ES,19423,19422,sleep,keep_active,0.249991236833438,0,-0.0452379210940299,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19422,0,0.0452379210940299,0,0,1,1
905,low_load,2,5,5,ES,19426,19425,sleep,keep_active,0.249991236833438,0,-0.16252364066685,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19425,0,0.16252364066685,0,0,1,1
906,low_load,2,6,6,ES,19429,19428,sleep,keep_active,0.249991236833438,0,-0.0766730742886838,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19428,0,0.0766730742886838,0,0,1,1
907,low_load,2,7,7,ES,19432,19431,sleep,keep_active,0.249991236833438,0,0.00596265663078305,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19431,0,-0.00596265663078305,0,0,1,1
908,low_load,2,8,8,ES,19435,19434,sleep,keep_active,0.249991236833438,0,-0.0857584773101933,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19434,0,0.0857584773101933,0,0,1,1
909,low_load,2,10,10,ES,19438,19437,sleep,keep_active,0.249991236833438,0,-0.0449008715096541,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19437,0,0.0449008715096541,0,0,1,1
910,low_load,2,11,11,ES,19441,19440,sleep,keep_active,0.249991236833438,0,-0.0844550822062276,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19440,0,0.0844550822062276,0,0,1,1
911,low_load,2,12,12,ES,19444,19443,sleep,keep_active,0.249991236833438,0,-0.065240954576316,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19443,0,0.065240954576316,0,0,1,1
912,low_load,2,13,13,ES,19447,19447,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19447,0.25,0,0,1,1,1
913,low_load,2,14,14,ES,19450,19450,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19450,0.25,0,0,1,1,1
914,low_load,2,15,15,ES,19453,19452,sleep,keep_active,0.249991236833438,0,-0.0935026502541457,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19452,0,0.0935026502541457,0,0,1,1
915,low_load,2,16,16,ES,19456,19456,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19456,0.25,0,0,1,1,1
916,low_load,2,17,17,ES,19459,19459,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19459,0.25,0,0,1,1,1
917,low_load,2,18,18,ES,19462,19461,sleep,keep_active,0.249991236833438,0,-0.152070183779282,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19461,0,0.152070183779282,0,0,1,1
918,low_load,2,19,19,ES,19465,19464,sleep,keep_active,0.249991236833438,0,-0.107591944769029,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19464,0,0.107591944769029,0,0,1,1
919,low_load,2,20,20,ES,19468,19467,sleep,keep_active,0.249991236833438,0,-0.125586016917318,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19467,0,0.125586016917318,0,0,1,1
920,low_load,2,21,21,ES,19471,19471,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19471,0.25,0,0,1,1,1
940,normal,2,2,2,ES,19529,19529,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19529,0.25,0,0,1,1,1
941,normal,2,7,7,ES,19532,19531,sleep,keep_active,0.249991236833438,0,-0.0850965625122857,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19531,0,0.0850965625122857,0,0,1,1
942,normal,2,21,21,ES,19535,19535,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19535,0.25,0,0,1,1,1
947,degraded_sector,3,10,10,ES,19549,19549,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19549,0.25,0,0,1,1,1
949,low_load,3,1,1,ES,19554,19554,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19554,0,0,0,1,1,1
950,low_load,3,2,2,ES,19557,19557,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19557,0.25,0,0,1,1,1
951,low_load,3,3,3,ES,19560,19559,sleep,keep_active,0.249991236833438,0,-0.094800801266851,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19559,0,0.094800801266851,0,0,1,1
952,low_load,3,4,4,ES,19563,19562,sleep,keep_active,0.249991236833438,0,-0.0142318432876484,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19562,0,0.0142318432876484,0,0,1,1
953,low_load,3,5,5,ES,19566,19565,sleep,keep_active,0.249991236833438,0,-0.0312942160800185,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19565,0,0.0312942160800185,0,0,1,1
954,low_load,3,6,6,ES,19569,19568,sleep,keep_active,0.249991236833438,0,-0.0702978958375201,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19568,0,0.0702978958375201,0,0,1,1
955,low_load,3,7,7,ES,19572,19571,sleep,keep_active,0.249991236833438,0,-0.0478906560625791,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19571,0,0.0478906560625791,0,0,1,1
956,low_load,3,8,8,ES,19575,19574,sleep,keep_active,0.249991236833438,0,-0.128836201351317,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19574,0,0.128836201351317,0,0,1,1
957,low_load,3,9,9,ES,19578,19578,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19578,0.25,0,0,1,1,1
958,low_load,3,10,10,ES,19581,19580,sleep,keep_active,0.249991236833438,0,-0.123027649486507,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19580,0,0.123027649486507,0,0,1,1
959,low_load,3,11,11,ES,19584,19583,sleep,keep_active,0.249991236833438,0,-0.0170761529261658,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19583,0,0.0170761529261658,0,0,1,1
960,low_load,3,12,12,ES,19587,19587,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19587,0.25,0,0,1,1,1
961,low_load,3,14,14,ES,19590,19589,sleep,keep_active,0.249991236833438,0,-0.0165608701966439,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19589,0,0.0165608701966439,0,0,1,1
962,low_load,3,15,15,ES,19593,19592,sleep,keep_active,0.249991236833438,0,0.000276866006738929,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19592,0,-0.000276866006738929,0,0,1,1
963,low_load,3,17,17,ES,19596,19596,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19596,0.25,0,0,1,1,1
964,low_load,3,18,18,ES,19599,19599,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19599,0.25,0,0,1,1,1
965,low_load,3,20,20,ES,19602,19601,sleep,keep_active,0.249991236833438,0,-0.162147811915926,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19601,0,0.162147811915926,0,0,1,1
966,low_load,3,21,21,ES,19605,19605,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19605,0.25,0,0,1,1,1
987,outage_sector,3,3,3,ES,19665,19665,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19665,0,0,0,1,1,1
988,outage_sector,3,13,13,ES,19668,19667,sleep,keep_active,0.249991236833438,0,-0.0280383565140799,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19667,0,0.0280383565140799,0,0,1,1
989,overload,3,7,7,ES,19670,19670,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19670,0,0,0,1,1,1
990,degraded_sector,4,3,3,ES,19673,19672,sleep,keep_active,0.249991236833438,0,-0.103942361920929,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19672,0,0.103942361920929,0,0,1,1
991,degraded_sector,4,9,9,ES,19676,19675,sleep,keep_active,0.249991236833438,0,-0.183605652301054,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19675,0,0.183605652301054,0,0,1,1
1034,normal,4,12,12,ES,19802,19802,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19802,0.25,0,0,1,1,1
1082,outage_sector,5,5,5,ES,19939,19939,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19939,0,0,0,1,1,1
1083,outage_sector,5,11,11,ES,19942,19941,sleep,keep_active,0.249991236833438,0,-0.112106931957408,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,19941,0,0.112106931957408,0,0,1,1
1084,outage_sector,5,13,13,ES,19945,19945,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,19945,0.25,0,0,1,1,1
1172,low_load,8,1,1,ES,20200,20200,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20200,0,0,0,1,1,1
1173,low_load,8,3,3,ES,20203,20202,sleep,keep_active,0.249991236833438,0,-0.169472799451129,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20202,0,0.169472799451129,0,0,1,1
1174,low_load,8,4,4,ES,20206,20205,sleep,keep_active,0.249991236833438,0,-0.00340777685450144,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20205,0,0.00340777685450144,0,0,1,1
1175,low_load,8,5,5,ES,20209,20209,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20209,0.25,0,0,1,1,1
1176,low_load,8,6,6,ES,20212,20211,sleep,keep_active,0.249991236833438,0,-0.116955379421269,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20211,0,0.116955379421269,0,0,1,1
1177,low_load,8,7,7,ES,20215,20214,sleep,keep_active,0.249991236833438,0,-0.0469251680021001,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20214,0,0.0469251680021001,0,0,1,1
1178,low_load,8,8,8,ES,20218,20218,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20218,0.25,0,0,1,1,1
1179,low_load,8,10,10,ES,20221,20221,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20221,0.25,0,0,1,1,1
1180,low_load,8,11,11,ES,20223,20223,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20223,0,0,0,1,1,1
1181,low_load,8,13,13,ES,20225,20225,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20225,0,0,0,1,1,1
1182,low_load,8,14,14,ES,20228,20227,sleep,keep_active,0.249991236833438,0,-0.125586802338815,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20227,0,0.125586802338815,0,0,1,1
1183,low_load,8,15,15,ES,20231,20231,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20231,0.25,0,0,1,1,1
1184,low_load,8,16,16,ES,20234,20234,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20234,0.25,0,0,1,1,1
1185,low_load,8,17,17,ES,20237,20236,sleep,keep_active,0.249991236833438,0,-0.131727546561077,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20236,0,0.131727546561077,0,0,1,1
1186,low_load,8,18,18,ES,20240,20240,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20240,0.25,0,0,1,1,1
1187,low_load,8,20,20,ES,20243,20242,sleep,keep_active,0.249991236833438,0,-0.184278326554016,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20242,0,0.184278326554016,0,0,1,1
1188,low_load,8,21,21,ES,20246,20246,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20246,0.25,0,0,1,1,1
1206,normal,8,3,3,ES,20297,20297,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20297,0,0,0,1,1,1
1207,normal,8,14,14,ES,20299,20299,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20299,0,0,0,1,1,1
1234,low_load_energy_saving_candidate,9,2,2,ES,20375,20374,sleep,keep_active,0.249991236833438,0,-0.16640859894043,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20374,0,0.16640859894043,0,0,1,1
1235,low_load_energy_saving_candidate,9,3,3,ES,20378,20378,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20378,0.25,0,0,1,1,1
1236,low_load_energy_saving_candidate,9,4,4,ES,20381,20380,sleep,keep_active,0.249991236833438,0,-0.0725716677361685,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20380,0,0.0725716677361685,0,0,1,1
1237,low_load_energy_saving_candidate,9,5,5,ES,20384,20384,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20384,0.25,0,0,1,1,1
1238,low_load_energy_saving_candidate,9,7,7,ES,20387,20386,sleep,keep_active,0.249991236833438,0,-0.00860712131362229,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20386,0,0.00860712131362229,0,0,1,1
1239,low_load_energy_saving_candidate,9,8,8,ES,20390,20389,sleep,keep_active,0.249991236833438,0,-0.115722528296712,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20389,0,0.115722528296712,0,0,1,1
1240,low_load_energy_saving_candidate,9,9,9,ES,20393,20392,sleep,keep_active,0.249991236833438,0,-0.0949713053280697,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20392,0,0.0949713053280697,0,0,1,1
1241,low_load_energy_saving_candidate,9,10,10,ES,20396,20396,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20396,0.25,0,0,1,1,1
1242,low_load_energy_saving_candidate,9,11,11,ES,20399,20398,sleep,keep_active,0.249991236833438,0,-0.0430591963119774,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20398,0,0.0430591963119774,0,0,1,1
1243,low_load_energy_saving_candidate,9,12,12,ES,20402,20402,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20402,0.25,0,0,1,1,1
1244,low_load_energy_saving_candidate,9,13,13,ES,20405,20404,sleep,keep_active,0.249991236833438,0,-0.048763694794961,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20404,0,0.048763694794961,0,0,1,1
1245,low_load_energy_saving_candidate,9,14,14,ES,20407,20407,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20407,0,0,0,1,1,1
1246,low_load_energy_saving_candidate,9,15,15,ES,20410,20409,sleep,keep_active,0.249991236833438,0,-0.123921624252962,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20409,0,0.123921624252962,0,0,1,1
1247,low_load_energy_saving_candidate,9,16,16,ES,20413,20412,sleep,keep_active,0.249991236833438,0,-0.176576520481573,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20412,0,0.176576520481573,0,0,1,1
1248,low_load_energy_saving_candidate,9,17,17,ES,20416,20416,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20416,0.25,0,0,1,1,1
1249,low_load_energy_saving_candidate,9,18,18,ES,20419,20418,sleep,keep_active,0.249991236833438,0,-0.101052855169648,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20418,0,0.101052855169648,0,0,1,1
1250,low_load_energy_saving_candidate,9,20,20,ES,20422,20422,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20422,0.25,0,0,1,1,1
1251,low_load_energy_saving_candidate,9,21,21,ES,20425,20425,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20425,0.25,0,0,1,1,1
1257,degraded_sector,10,5,5,ES,20442,20441,sleep,keep_active,0.249991236833438,0,-0.0732099943842824,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20441,0,0.0732099943842824,0,0,1,1
1258,degraded_sector,10,10,10,ES,20444,20444,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20444,0,0,0,1,1,1
1339,mixed_conflict,11,2,2,ES,20678,20678,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20678,0.25,0,0,1,1,1
1423,normal,13,19,19,ES,20920,20920,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,20920,0.25,0,0,1,1,1
1447,low_load_energy_saving_candidate,14,1,1,ES,20988,20987,sleep,keep_active,0.249991236833438,0,-0.155612114135543,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20987,0,0.155612114135543,0,0,1,1
1448,low_load_energy_saving_candidate,14,2,2,ES,20991,20990,sleep,keep_active,0.249991236833438,0,-0.0477192891853813,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20990,0,0.0477192891853813,0,0,1,1
1449,low_load_energy_saving_candidate,14,3,3,ES,20994,20993,sleep,keep_active,0.249991236833438,0,-0.0318234701820656,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20993,0,0.0318234701820656,0,0,1,1
1450,low_load_energy_saving_candidate,14,4,4,ES,20997,20996,sleep,keep_active,0.249991236833438,0,-0.0426089281782982,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20996,0,0.0426089281782982,0,0,1,1
1451,low_load_energy_saving_candidate,14,5,5,ES,21000,20999,sleep,keep_active,0.249991236833438,0,-0.108482684566407,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,20999,0,0.108482684566407,0,0,1,1
1452,low_load_energy_saving_candidate,14,6,6,ES,21003,21003,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21003,0.25,0,0,1,1,1
1453,low_load_energy_saving_candidate,14,7,7,ES,21005,21005,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21005,0,0,0,1,1,1
1454,low_load_energy_saving_candidate,14,8,8,ES,21008,21007,sleep,keep_active,0.249991236833438,0,-0.130171122061664,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21007,0,0.130171122061664,0,0,1,1
1455,low_load_energy_saving_candidate,14,9,9,ES,21010,21010,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21010,0,0,0,1,1,1
1456,low_load_energy_saving_candidate,14,10,10,ES,21013,21012,sleep,keep_active,0.249991236833438,0,-0.00694388349663233,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21012,0,0.00694388349663233,0,0,1,1
1457,low_load_energy_saving_candidate,14,11,11,ES,21016,21015,sleep,keep_active,0.249991236833438,0,-0.0301794378181946,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21015,0,0.0301794378181946,0,0,1,1
1458,low_load_energy_saving_candidate,14,13,13,ES,21019,21018,sleep,keep_active,0.249991236833438,0,-0.124830504351044,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21018,0,0.124830504351044,0,0,1,1
1459,low_load_energy_saving_candidate,14,14,14,ES,21022,21022,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21022,0.25,0,0,1,1,1
1460,low_load_energy_saving_candidate,14,15,15,ES,21025,21024,sleep,keep_active,0.249991236833438,0,-0.0413015177092059,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21024,0,0.0413015177092059,0,0,1,1
1461,low_load_energy_saving_candidate,14,16,16,ES,21028,21027,sleep,keep_active,0.249991236833438,0,-0.051763096294112,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21027,0,0.051763096294112,0,0,1,1
1462,low_load_energy_saving_candidate,14,17,17,ES,21031,21031,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21031,0.25,0,0,1,1,1
1463,low_load_energy_saving_candidate,14,18,18,ES,21034,21034,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21034,0.25,0,0,1,1,1
1464,low_load_energy_saving_candidate,14,21,21,ES,21037,21036,sleep,keep_active,0.249991236833438,0,-0.0623733592877302,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21036,0,0.0623733592877302,0,0,1,1
1470,handover_stress,15,13,13,ES,21054,21053,sleep,keep_active,0.249991236833438,0,-0.0358850711017396,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21053,0,0.0358850711017396,0,0,1,1
1471,handover_stress,15,21,21,ES,21057,21056,sleep,keep_active,0.249991236833438,0,-0.0100889196787874,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21056,0,0.0100889196787874,0,0,1,1
1492,low_load_energy_saving_candidate,15,1,1,ES,21119,21118,sleep,keep_active,0.249991236833438,0,-0.144356935848118,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21118,0,0.144356935848118,0,0,1,1
1493,low_load_energy_saving_candidate,15,3,3,ES,21122,21121,sleep,keep_active,0.249991236833438,0,-0.0814035169965422,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21121,0,0.0814035169965422,0,0,1,1
1494,low_load_energy_saving_candidate,15,4,4,ES,21125,21124,sleep,keep_active,0.249991236833438,0,0.0128037392732393,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21124,0,-0.0128037392732393,0,0,1,1
1495,low_load_energy_saving_candidate,15,5,5,ES,21128,21127,sleep,keep_active,0.249991236833438,0,-0.0441939266506188,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21127,0,0.0441939266506188,0,0,1,1
1496,low_load_energy_saving_candidate,15,6,6,ES,21131,21130,sleep,keep_active,0.249991236833438,0,-0.0425064503133116,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21130,0,0.0425064503133116,0,0,1,1
1497,low_load_energy_saving_candidate,15,7,7,ES,21134,21134,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21134,0.25,0,0,1,1,1
1498,low_load_energy_saving_candidate,15,8,8,ES,21137,21136,sleep,keep_active,0.249991236833438,0,-0.0407728298679302,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21136,0,0.0407728298679302,0,0,1,1
1499,low_load_energy_saving_candidate,15,9,9,ES,21140,21139,sleep,keep_active,0.249991236833438,0,-0.168209999481508,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21139,0,0.168209999481508,0,0,1,1
