split,scenario_name,metric_name,metric_value,module_name,model_type
test,handover_stress,RMSE,0.000222979897086476,HO/MRO,LSBoost
test,handover_stress,R2,0.999918835561495,HO/MRO,LSBoost
test,handover_stress,mean_error,-5.1514574454933e-07,HO/MRO,LSBoost
test,handover_stress,median_absolute_error,8.26614401812156e-05,HO/MRO,LSBoost
test,handover_stress,spearman_rho,0.995357317897659,HO/MRO,LSBoost
test,low_load,MAE,0.000197110598677526,HO/MRO,LSBoost
test,low_load,RMSE,0.000305375429698156,HO/MRO,LSBoost
test,low_load,R2,0.999870960638951,HO/MRO,LSBoost
test,low_load,mean_error,-7.40414053435201e-06,HO/MRO,LSBoost
test,low_load,median_absolute_error,0.000117459659326373,HO/MRO,LSBoost
test,low_load,spearman_rho,0.99857908849267,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,MAE,0.00018975791102485,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,RMSE,0.000295384995119924,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,R2,0.999876948715883,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,mean_error,-6.4565183257458e-06,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,median_absolute_error,0.000116240972111228,HO/MRO,LSBoost
test,low_load_energy_saving_candidate,spearman_rho,0.99840628532976,HO/MRO,LSBoost
test,mixed_conflict,MAE,0.000309658265657479,HO/MRO,LSBoost
test,mixed_conflict,RMSE,0.00043039794982592,HO/MRO,LSBoost
test,mixed_conflict,R2,0.999786683423821,HO/MRO,LSBoost
test,mixed_conflict,mean_error,-2.09609079381836e-05,HO/MRO,LSBoost
test,mixed_conflict,median_absolute_error,0.000213773668924611,HO/MRO,LSBoost
test,mixed_conflict,spearman_rho,0.997585886342461,HO/MRO,LSBoost
test,normal,MAE,0.000155445368645698,HO/MRO,LSBoost
test,normal,RMSE,0.00024340013552947,HO/MRO,LSBoost
test,normal,R2,0.99990727634829,HO/MRO,LSBoost
test,normal,mean_error,-2.03428135225022e-06,HO/MRO,LSBoost
test,normal,median_absolute_error,9.88359000675954e-05,HO/MRO,LSBoost
test,normal,spearman_rho,0.996836297966165,HO/MRO,LSBoost
test,outage_sector,MAE,0.000138289097456125,HO/MRO,LSBoost
test,outage_sector,RMSE,0.000212695301529321,HO/MRO,LSBoost
test,outage_sector,R2,0.99992456969642,HO/MRO,LSBoost
test,outage_sector,mean_error,1.76837134501054e-07,HO/MRO,LSBoost
test,outage_sector,median_absolute_error,8.26288749451176e-05,HO/MRO,LSBoost
test,outage_sector,spearman_rho,0.996474017160453,HO/MRO,LSBoost
test,overload,MAE,0.000255799384222769,HO/MRO,LSBoost
test,overload,RMSE,0.000375820994219462,HO/MRO,LSBoost
test,overload,R2,0.999826366499315,HO/MRO,LSBoost
test,overload,mean_error,-1.43176166296241e-05,HO/MRO,LSBoost
test,overload,median_absolute_error,0.000164169933083408,HO/MRO,LSBoost
test,overload,spearman_rho,0.999017590806203,HO/MRO,LSBoost
test,ALL,top1_oracle_match,0,HO/MRO,ranking
test,ALL,top2_oracle_match,0,HO/MRO,ranking
test,ALL,mean_oracle_regret,-0.00364925373134328,HO/MRO,ranking
test,ALL,median_oracle_regret,0,HO/MRO,ranking
test,ALL,max_oracle_regret,0,HO/MRO,ranking
test,ALL,test_groups_with_unsafe_top1,23,HO/MRO,ranking
