coordinator_group_id,oracle_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,selected_action_id_safe,safe_action_type,safe_selected_safety_valid,fallback_used,noop_selected,safety_enforced_regret,predicted_reward,true_reward,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_parameter,action_scope,affected_sector_id
30,546,overload,13,LB/MLB,3,8,0,8,0,15213,no_op,0,1,1,0,-0.0848085082418589,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,547,overload,13,LB/MLB,3,9,5,9,5,15237,cio_bias_to_neighbor,1,0,0,0.018314420971201,-0.06327591923297,-0.152114420971201,0,0,3,0,0,,9,5,sectors.cio_dB,CIO_bias,source_neighbor,9
30,548,overload,13,LB/MLB,3,10,5,10,5,15249,cio_bias_to_neighbor,1,0,0,0,-0.127502452622416,-0.1275,0,0,-3,0,0,,10,5,sectors.cio_dB,CIO_bias,source_neighbor,10
30,549,overload,13,LB/MLB,3,11,0,11,0,15252,no_op,0,1,1,0,-0.243767294071789,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,550,overload,13,LB/MLB,3,12,0,12,0,15265,no_op,0,1,1,0,-0.268031167382609,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,551,overload,13,LB/MLB,3,13,0,13,0,15278,no_op,0,1,1,0,-0.083418266889448,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,552,overload,13,LB/MLB,3,14,0,14,0,15291,no_op,0,1,1,0,-0.2274633716453,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,553,overload,13,LB/MLB,3,15,0,15,0,15304,no_op,0,1,1,0,-0.0882341814599287,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,554,overload,13,LB/MLB,3,16,0,16,0,15317,no_op,0,1,1,0,-0.224317853608169,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,555,overload,13,LB/MLB,3,17,0,17,0,15330,no_op,0,1,1,0,-0.180788501901154,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,556,overload,13,LB/MLB,3,18,0,18,0,15343,no_op,0,1,1,0,-0.0803489391230753,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,557,overload,13,LB/MLB,3,19,0,19,0,15356,no_op,0,1,1,0,-0.0904546496727535,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,558,overload,13,LB/MLB,3,20,0,20,0,15369,no_op,0,1,1,0,-0.0859162746939418,0,0,0,0,0,0,,0,0,none,none,no_op,0
30,559,overload,13,LB/MLB,3,21,0,21,0,15382,no_op,0,1,1,0,-0.270430104922069,0,0,0,0,0,0,,0,0,none,none,no_op,0
31,581,normal,14,LB/MLB,3,12,13,12,13,15675,cio_bias_to_neighbor,1,0,0,0,0.246923248436819,0.253336968086199,0,0,3,0,0,,12,13,sectors.cio_dB,CIO_bias,source_neighbor,12
31,582,normal,14,LB/MLB,3,15,13,15,13,15689,cio_bias_to_neighbor,1,0,0,0,0.0436663887688768,0.0496621311874375,0,0,6,0,0,,15,13,sectors.cio_dB,CIO_bias,source_neighbor,15
32,584,overload,14,LB/MLB,3,1,3,1,3,15718,cio_bias_to_neighbor,1,0,0,0.00484072529225199,-0.0559471861422481,-0.138640725292252,0,0,3,0,0,,1,3,sectors.cio_dB,CIO_bias,source_neighbor,1
32,585,overload,14,LB/MLB,3,2,0,2,0,15720,no_op,0,1,1,0,-0.219795570796799,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,586,overload,14,LB/MLB,3,4,0,4,0,15733,no_op,0,1,1,0,-0.269889610708054,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,587,overload,14,LB/MLB,3,5,0,5,0,15746,no_op,0,1,1,0,-0.0841204775495443,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,588,overload,14,LB/MLB,3,6,20,6,20,15771,cio_bias_to_neighbor,1,0,0,0.00140430236558996,0.00894794709211256,-0.00280860473118,0,0,6,0,0,,6,20,sectors.cio_dB,CIO_bias,source_neighbor,6
32,589,overload,14,LB/MLB,3,7,8,7,8,15774,cio_bias_to_neighbor,1,0,0,0,-0.127438475679877,-0.1275,0,0,-3,0,0,,7,8,sectors.cio_dB,CIO_bias,source_neighbor,7
32,590,overload,14,LB/MLB,3,9,0,9,0,15785,no_op,0,1,1,0,-0.220681868959383,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,591,overload,14,LB/MLB,3,10,8,10,8,15800,cio_bias_to_neighbor,1,0,0,0,-0.127442730760949,-0.1275,0,0,-3,0,0,,10,8,sectors.cio_dB,CIO_bias,source_neighbor,10
32,592,overload,14,LB/MLB,3,11,8,11,8,15818,cio_bias_to_neighbor,1,0,0,0,0.018683728002976,0.0319825215707537,0,0,3,0,0,,11,8,sectors.cio_dB,CIO_bias,source_neighbor,11
32,593,overload,14,LB/MLB,3,12,0,12,0,15824,no_op,0,1,1,0,-0.222683450249062,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,594,overload,14,LB/MLB,3,13,0,13,0,15837,no_op,0,1,1,0,-0.0880912015311865,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,595,overload,14,LB/MLB,3,14,0,14,0,15850,no_op,1,0,1,0,0.000806307434352811,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,596,overload,14,LB/MLB,3,15,14,15,14,15873,cio_bias_to_neighbor,1,0,0,0,-0.127612872626937,-0.1275,0,0,-3,0,0,,15,14,sectors.cio_dB,CIO_bias,source_neighbor,15
32,597,overload,14,LB/MLB,3,16,20,16,20,15879,cio_bias_to_neighbor,1,0,0,0,0.257721276576772,0.255353264755623,0,0,3,0,0,,16,20,sectors.cio_dB,CIO_bias,source_neighbor,16
32,598,overload,14,LB/MLB,3,17,0,17,0,15889,no_op,0,1,1,0,-0.0873212889385434,0,0,0,0,0,0,,0,0,none,none,no_op,0
32,599,overload,14,LB/MLB,3,18,3,18,3,15908,cio_bias_to_neighbor,1,0,0,0,-0.126302112454734,-0.1275,0,0,-3,0,0,,18,3,sectors.cio_dB,CIO_bias,source_neighbor,18
32,600,overload,14,LB/MLB,3,19,20,19,20,15926,cio_bias_to_neighbor,1,0,0,0,0.0684186691254845,0.0710095313072528,0,0,3,0,0,,19,20,sectors.cio_dB,CIO_bias,source_neighbor,19
32,601,overload,14,LB/MLB,3,21,20,21,20,15939,cio_bias_to_neighbor,1,0,0,0,0.245722063518058,0.242606461354412,0,0,3,0,0,,21,20,sectors.cio_dB,CIO_bias,source_neighbor,21
33,624,overload,15,LB/MLB,3,1,9,1,9,16233,cio_bias_to_neighbor,1,0,0,0,-0.133745196008989,-0.1338,0,0,-3,0,0,,1,9,sectors.cio_dB,CIO_bias,source_neighbor,1
33,625,overload,15,LB/MLB,3,2,13,2,13,16247,cio_bias_to_neighbor,1,0,0,0,-0.0648973000436258,-0.076381129789331,0,0,3,0,0,,2,13,sectors.cio_dB,CIO_bias,source_neighbor,2
33,626,overload,15,LB/MLB,3,3,0,3,0,16253,no_op,0,1,1,0,-0.0834206652032866,0,0,0,0,0,0,,0,0,none,none,no_op,0
33,627,overload,15,LB/MLB,3,4,19,4,19,16277,cio_bias_to_neighbor,1,0,0,0.0073976968847962,0.0396265937979739,0.0241143715659886,0,0,3,0,0,,4,19,sectors.cio_dB,CIO_bias,source_neighbor,4
33,628,overload,15,LB/MLB,3,5,9,5,9,16285,cio_bias_to_neighbor,1,0,0,0,-0.127408666804303,-0.1275,0,0,-3,0,0,,5,9,sectors.cio_dB,CIO_bias,source_neighbor,5
33,629,overload,15,LB/MLB,3,6,19,6,19,16295,cio_bias_to_neighbor,1,0,0,0,0.192950104111587,0.180498402437508,0,0,3,0,0,,6,19,sectors.cio_dB,CIO_bias,source_neighbor,6
33,630,overload,15,LB/MLB,3,7,10,7,10,16312,cio_bias_to_neighbor,1,0,0,0,0.259551227665101,0.26125,0,0,3,0,0,,7,10,sectors.cio_dB,CIO_bias,source_neighbor,7
33,631,overload,15,LB/MLB,3,11,10,11,10,16322,cio_bias_to_neighbor,1,0,0,0.0109514471547325,0.0039710706872845,-0.0219028943094653,0,0,6,0,0,,11,10,sectors.cio_dB,CIO_bias,source_neighbor,11
33,632,overload,15,LB/MLB,3,12,10,12,10,16343,cio_bias_to_neighbor,1,0,0,0,0.0632199708644822,0.06625,0,0,6,0,0,,12,10,sectors.cio_dB,CIO_bias,source_neighbor,12
33,633,overload,15,LB/MLB,3,15,13,15,13,16351,cio_bias_to_neighbor,1,0,0,0,-0.0742192813520956,-0.0763811297893309,0,0,3,0,0,,15,13,sectors.cio_dB,CIO_bias,source_neighbor,15
33,634,overload,15,LB/MLB,3,16,0,16,0,16357,no_op,0,1,1,0,-0.0857965360910072,0,0,0,0,0,0,,0,0,none,none,no_op,0
33,635,overload,15,LB/MLB,3,17,0,17,0,16370,no_op,0,1,1,0,-0.292970313980047,0,0,0,0,0,0,,0,0,none,none,no_op,0
33,636,overload,15,LB/MLB,3,18,0,18,0,16383,no_op,0,1,1,0,-0.229101102751919,0,0,0,0,0,0,,0,0,none,none,no_op,0
33,637,overload,15,LB/MLB,3,20,0,20,0,16396,no_op,0,1,1,0,-0.0822029151332155,0,0,0,0,0,0,,0,0,none,none,no_op,0
33,638,overload,15,LB/MLB,3,21,19,21,19,16412,cio_bias_to_neighbor,1,0,0,0,0.191355649086333,0.180498402437508,0,0,3,0,0,,21,19,sectors.cio_dB,CIO_bias,source_neighbor,21
34,640,handover_stress,16,LB/MLB,3,12,0,12,0,16435,no_op,1,0,1,0,0.000831698358665636,0,0,0,0,0,0,,0,0,none,none,no_op,0
34,641,handover_stress,16,LB/MLB,3,16,20,16,20,16451,cio_bias_to_neighbor,1,0,0,0,-0.0393403617092473,-0.0376068534224859,0,0,3,0,0,,16,20,sectors.cio_dB,CIO_bias,source_neighbor,16
35,674,handover_stress,17,LB/MLB,3,12,10,12,10,16888,cio_bias_to_neighbor,1,0,0,0,0.110364912482823,0.119854897805275,0,0,3,0,0,,12,10,sectors.cio_dB,CIO_bias,source_neighbor,12
13,724,outage_sector,18,LB/MLB,3,14,17,14,17,17534,cio_bias_to_neighbor,1,0,0,0,-0.0214003002206363,-0.0265677932647433,0,0,3,0,0,,14,17,sectors.cio_dB,CIO_bias,source_neighbor,14
36,744,mixed_conflict,19,LB/MLB,3,3,16,3,16,17790,cio_bias_to_neighbor,1,0,0,0,-0.0446724691241176,-0.0253822742620194,0,0,3,0,0,,3,16,sectors.cio_dB,CIO_bias,source_neighbor,3
36,745,mixed_conflict,19,LB/MLB,3,4,1,4,1,17807,cio_bias_to_neighbor,1,0,0,0,0.0729593428888622,0.0828676368966002,0,0,3,0,0,,4,1,sectors.cio_dB,CIO_bias,source_neighbor,4
36,746,mixed_conflict,19,LB/MLB,3,5,1,5,1,17816,cio_bias_to_neighbor,1,0,0,0,0.259690034002478,0.26125,0,0,3,0,0,,5,1,sectors.cio_dB,CIO_bias,source_neighbor,5
36,747,mixed_conflict,19,LB/MLB,3,6,16,6,16,17832,cio_bias_to_neighbor,1,0,0,0,-0.127505018839838,-0.1275,0,0,-3,0,0,,6,16,sectors.cio_dB,CIO_bias,source_neighbor,6
36,748,mixed_conflict,19,LB/MLB,3,7,1,7,1,17850,cio_bias_to_neighbor,1,0,0,0,0.073038661438359,0.084969746098823,0,0,3,0,0,,7,1,sectors.cio_dB,CIO_bias,source_neighbor,7
36,749,mixed_conflict,19,LB/MLB,3,8,10,8,10,17855,cio_bias_to_neighbor,1,0,0,0,0.259256825545698,0.26125,0,0,3,0,0,,8,10,sectors.cio_dB,CIO_bias,source_neighbor,8
36,750,mixed_conflict,19,LB/MLB,3,11,10,11,10,17868,cio_bias_to_neighbor,1,0,0,0,-0.0447434601621773,-0.0386537230535165,0,0,3,0,0,,11,10,sectors.cio_dB,CIO_bias,source_neighbor,11
36,751,mixed_conflict,19,LB/MLB,3,12,10,12,10,17889,cio_bias_to_neighbor,1,0,0,0,0.261005609955722,0.26125,0,0,3,0,0,,12,10,sectors.cio_dB,CIO_bias,source_neighbor,12
36,752,mixed_conflict,19,LB/MLB,3,13,2,13,2,17893,cio_bias_to_neighbor,1,0,0,0,-0.127476331410944,-0.1275,0,0,-3,0,0,,13,2,sectors.cio_dB,CIO_bias,source_neighbor,13
36,753,mixed_conflict,19,LB/MLB,3,14,2,14,2,17914,cio_bias_to_neighbor,1,0,0,0,-0.127478972835474,-0.1275,0,0,-3,0,0,,14,2,sectors.cio_dB,CIO_bias,source_neighbor,14
36,754,mixed_conflict,19,LB/MLB,3,15,0,15,0,17917,no_op,0,1,1,0,-0.0870848506031614,0,0,0,0,0,0,,0,0,none,none,no_op,0
36,755,mixed_conflict,19,LB/MLB,3,17,16,17,16,17936,cio_bias_to_neighbor,1,0,0,0,-0.127278229162193,-0.1275,0,0,-3,0,0,,17,16,sectors.cio_dB,CIO_bias,source_neighbor,17
36,756,mixed_conflict,19,LB/MLB,3,19,21,19,21,17949,cio_bias_to_neighbor,1,0,0,0,-0.127469385657323,-0.1275,0,0,-3,0,0,,19,21,sectors.cio_dB,CIO_bias,source_neighbor,19
36,757,mixed_conflict,19,LB/MLB,3,20,16,20,16,17962,cio_bias_to_neighbor,1,0,0,0,-0.127458318317282,-0.127499999999999,0,0,-3,0,0,,20,16,sectors.cio_dB,CIO_bias,source_neighbor,20
37,839,normal,21,LB/MLB,3,13,0,13,0,19022,no_op,1,0,1,0,0.000249068562106266,0,0,0,0,0,0,,0,0,none,none,no_op,0
37,840,normal,21,LB/MLB,3,18,0,18,0,19035,no_op,1,0,1,0,0.00919845233472257,0,0,0,0,0,0,,0,0,none,none,no_op,0
38,860,handover_stress,1,ES,6,3,3,3,3,19295,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
39,861,low_load,1,ES,6,2,2,2,2,19299,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,2,2,sectors.is_sleeping,ES_state,source_only,2
39,862,low_load,1,ES,6,3,3,3,3,19301,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
39,863,low_load,1,ES,6,4,4,4,4,19303,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
39,864,low_load,1,ES,6,5,5,5,5,19306,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
39,865,low_load,1,ES,6,7,7,7,7,19309,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
39,866,low_load,1,ES,6,8,8,8,8,19313,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,8,8,sectors.is_sleeping,ES_state,source_only,8
39,867,low_load,1,ES,6,9,9,9,9,19316,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,9,9,sectors.is_sleeping,ES_state,source_only,9
39,868,low_load,1,ES,6,10,10,10,10,19318,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
39,869,low_load,1,ES,6,11,11,11,11,19321,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
39,870,low_load,1,ES,6,14,14,14,14,19324,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
39,871,low_load,1,ES,6,15,15,15,15,19327,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
39,872,low_load,1,ES,6,16,16,16,16,19330,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,16,16,sectors.is_sleeping,ES_state,source_only,16
39,873,low_load,1,ES,6,17,17,17,17,19332,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
39,874,low_load,1,ES,6,18,18,18,18,19336,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
39,875,low_load,1,ES,6,19,19,19,19,19339,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,19,19,sectors.is_sleeping,ES_state,source_only,19
39,876,low_load,1,ES,6,20,20,20,20,19341,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
40,900,handover_stress,2,ES,6,6,6,6,6,19410,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
40,901,handover_stress,2,ES,6,7,7,7,7,19413,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
41,902,low_load,2,ES,6,1,1,1,1,19417,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,1,1,sectors.is_sleeping,ES_state,source_only,1
41,903,low_load,2,ES,6,2,2,2,2,19420,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,2,2,sectors.is_sleeping,ES_state,source_only,2
41,904,low_load,2,ES,6,4,4,4,4,19422,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
41,905,low_load,2,ES,6,5,5,5,5,19425,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
41,906,low_load,2,ES,6,6,6,6,6,19428,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
41,907,low_load,2,ES,6,7,7,7,7,19431,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
41,908,low_load,2,ES,6,8,8,8,8,19434,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
41,909,low_load,2,ES,6,10,10,10,10,19437,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
41,910,low_load,2,ES,6,11,11,11,11,19440,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
41,911,low_load,2,ES,6,12,12,12,12,19443,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,12,12,none,none,no_op,12
41,912,low_load,2,ES,6,13,13,13,13,19447,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,13,13,sectors.is_sleeping,ES_state,source_only,13
41,913,low_load,2,ES,6,14,14,14,14,19450,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,14,14,sectors.is_sleeping,ES_state,source_only,14
41,914,low_load,2,ES,6,15,15,15,15,19452,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
41,915,low_load,2,ES,6,16,16,16,16,19456,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,16,16,sectors.is_sleeping,ES_state,source_only,16
41,916,low_load,2,ES,6,17,17,17,17,19459,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,17,17,sectors.is_sleeping,ES_state,source_only,17
41,917,low_load,2,ES,6,18,18,18,18,19461,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,18,18,none,none,no_op,18
41,918,low_load,2,ES,6,19,19,19,19,19464,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,19,19,none,none,no_op,19
41,919,low_load,2,ES,6,20,20,20,20,19467,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
41,920,low_load,2,ES,6,21,21,21,21,19471,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
42,940,normal,2,ES,6,2,2,2,2,19529,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,2,2,sectors.is_sleeping,ES_state,source_only,2
42,941,normal,2,ES,6,7,7,7,7,19531,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
42,942,normal,2,ES,6,21,21,21,21,19535,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
2,947,degraded_sector,3,ES,6,10,10,10,10,19549,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,10,10,sectors.is_sleeping,ES_state,source_only,10
43,949,low_load,3,ES,6,1,1,1,1,19554,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,1,1,none,none,no_op,1
43,950,low_load,3,ES,6,2,2,2,2,19557,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,2,2,sectors.is_sleeping,ES_state,source_only,2
43,951,low_load,3,ES,6,3,3,3,3,19559,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
43,952,low_load,3,ES,6,4,4,4,4,19562,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
43,953,low_load,3,ES,6,5,5,5,5,19565,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
43,954,low_load,3,ES,6,6,6,6,6,19568,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
43,955,low_load,3,ES,6,7,7,7,7,19571,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
43,956,low_load,3,ES,6,8,8,8,8,19574,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
43,957,low_load,3,ES,6,9,9,9,9,19578,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,9,9,sectors.is_sleeping,ES_state,source_only,9
43,958,low_load,3,ES,6,10,10,10,10,19580,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
43,959,low_load,3,ES,6,11,11,11,11,19583,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
43,960,low_load,3,ES,6,12,12,12,12,19587,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,12,12,sectors.is_sleeping,ES_state,source_only,12
43,961,low_load,3,ES,6,14,14,14,14,19589,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
43,962,low_load,3,ES,6,15,15,15,15,19592,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
43,963,low_load,3,ES,6,17,17,17,17,19596,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,17,17,sectors.is_sleeping,ES_state,source_only,17
43,964,low_load,3,ES,6,18,18,18,18,19599,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
43,965,low_load,3,ES,6,20,20,20,20,19601,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
43,966,low_load,3,ES,6,21,21,21,21,19605,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
44,987,outage_sector,3,ES,6,3,3,3,3,19665,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
44,988,outage_sector,3,ES,6,13,13,13,13,19667,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
45,989,overload,3,ES,6,7,7,7,7,19670,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
21,990,degraded_sector,4,ES,6,3,3,3,3,19672,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
21,991,degraded_sector,4,ES,6,9,9,9,9,19675,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,9,9,none,none,no_op,9
46,1034,normal,4,ES,6,12,12,12,12,19802,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,12,12,sectors.is_sleeping,ES_state,source_only,12
24,1082,outage_sector,5,ES,6,5,5,5,5,19939,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
24,1083,outage_sector,5,ES,6,11,11,11,11,19941,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
24,1084,outage_sector,5,ES,6,13,13,13,13,19945,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,13,13,sectors.is_sleeping,ES_state,source_only,13
47,1172,low_load,8,ES,6,1,1,1,1,20200,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,1,1,none,none,no_op,1
47,1173,low_load,8,ES,6,3,3,3,3,20202,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
47,1174,low_load,8,ES,6,4,4,4,4,20205,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
47,1175,low_load,8,ES,6,5,5,5,5,20209,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,5,5,sectors.is_sleeping,ES_state,source_only,5
47,1176,low_load,8,ES,6,6,6,6,6,20211,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
47,1177,low_load,8,ES,6,7,7,7,7,20214,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
47,1178,low_load,8,ES,6,8,8,8,8,20218,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,8,8,sectors.is_sleeping,ES_state,source_only,8
47,1179,low_load,8,ES,6,10,10,10,10,20221,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,10,10,sectors.is_sleeping,ES_state,source_only,10
47,1180,low_load,8,ES,6,11,11,11,11,20223,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
47,1181,low_load,8,ES,6,13,13,13,13,20225,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
47,1182,low_load,8,ES,6,14,14,14,14,20227,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
47,1183,low_load,8,ES,6,15,15,15,15,20231,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,15,15,sectors.is_sleeping,ES_state,source_only,15
47,1184,low_load,8,ES,6,16,16,16,16,20234,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,16,16,sectors.is_sleeping,ES_state,source_only,16
47,1185,low_load,8,ES,6,17,17,17,17,20236,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
47,1186,low_load,8,ES,6,18,18,18,18,20240,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
47,1187,low_load,8,ES,6,20,20,20,20,20242,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
47,1188,low_load,8,ES,6,21,21,21,21,20246,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
48,1206,normal,8,ES,6,3,3,3,3,20297,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
48,1207,normal,8,ES,6,14,14,14,14,20299,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
49,1234,low_load_energy_saving_candidate,9,ES,6,2,2,2,2,20374,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,2,2,none,none,no_op,2
