coordinator_group_id,oracle_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,selected_action_id_safe,safe_action_type,safe_selected_safety_valid,fallback_used,noop_selected,safety_enforced_regret,predicted_reward,true_reward,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_parameter,action_scope,affected_sector_id
38,1801,handover_stress,1,HO/MRO,4,21,19,21,19,24997,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,21
60,1812,outage_sector,1,HO/MRO,4,2,12,2,12,26955,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
60,1813,outage_sector,1,HO/MRO,4,5,1,5,1,27133,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
61,1816,degraded_sector,2,HO/MRO,4,2,12,2,12,27714,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
61,1817,degraded_sector,2,HO/MRO,4,9,1,9,1,27845,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
61,1818,degraded_sector,2,HO/MRO,4,10,8,10,8,28023,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
40,1819,handover_stress,2,HO/MRO,4,1,5,1,5,28201,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
40,1820,handover_stress,2,HO/MRO,4,3,16,3,16,28379,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
40,1821,handover_stress,2,HO/MRO,4,5,1,5,1,28557,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
40,1822,handover_stress,2,HO/MRO,4,8,10,8,10,28735,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,8
40,1823,handover_stress,2,HO/MRO,4,9,1,9,1,28913,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
40,1824,handover_stress,2,HO/MRO,4,10,8,10,8,29091,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
40,1825,handover_stress,2,HO/MRO,4,12,2,12,2,29269,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
40,1826,handover_stress,2,HO/MRO,4,13,2,13,2,29447,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
40,1827,handover_stress,2,HO/MRO,4,16,20,16,20,29625,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
40,1828,handover_stress,2,HO/MRO,4,17,15,17,15,29803,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
40,1829,handover_stress,2,HO/MRO,4,18,16,18,16,29981,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,18,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,18
40,1830,handover_stress,2,HO/MRO,4,19,6,19,6,30159,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,19
40,1831,handover_stress,2,HO/MRO,4,20,3,20,3,30337,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
40,1832,handover_stress,2,HO/MRO,4,21,19,21,19,30515,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,21
62,1841,overload,2,HO/MRO,4,2,13,2,13,32223,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,2,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
62,1842,overload,2,HO/MRO,4,5,0,5,0,32283,no_op,0,1,1,0,8.32929035236621e-05,0,0,0,0,0,0,,0,0,none,none,no_op,0
62,1843,overload,2,HO/MRO,4,15,13,15,13,32532,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,15,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,15
2,1844,degraded_sector,3,HO/MRO,4,3,16,3,16,32651,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
2,1845,degraded_sector,3,HO/MRO,4,13,2,13,2,32829,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
45,1862,overload,3,HO/MRO,4,2,0,2,0,35843,no_op,1,0,1,0,-0.000117459659326373,0,0,0,0,0,0,,0,0,none,none,no_op,0
63,1882,mixed_conflict,4,HO/MRO,4,2,12,2,12,39462,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
63,1883,mixed_conflict,4,HO/MRO,4,5,4,5,4,39758,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,5,4,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
64,1904,low_load,5,HO/MRO,4,16,20,16,20,43378,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
65,1907,mixed_conflict,5,HO/MRO,4,12,10,12,10,44030,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
26,1941,outage_sector,6,HO/MRO,4,5,1,5,1,49917,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
26,1942,outage_sector,6,HO/MRO,4,9,1,9,1,50095,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
26,1943,outage_sector,6,HO/MRO,4,17,15,17,15,50273,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
66,1970,normal,7,HO/MRO,4,1,5,1,5,55079,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
66,1971,normal,7,HO/MRO,4,2,12,2,12,55257,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
66,1972,normal,7,HO/MRO,4,19,6,19,6,55435,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,19
66,1973,normal,7,HO/MRO,4,20,3,20,3,55613,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
67,2004,overload,8,HO/MRO,4,16,0,16,0,61119,no_op,0,1,1,0,8.32929035236621e-05,0,0,0,0,0,0,,0,0,none,none,no_op,0
3,2005,degraded_sector,9,HO/MRO,4,10,8,10,8,61309,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
68,2031,normal,9,HO/MRO,4,13,2,13,2,65937,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
68,2032,normal,9,HO/MRO,4,16,20,16,20,66162,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
69,2036,overload,9,HO/MRO,4,2,12,2,12,66827,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
69,2037,overload,9,HO/MRO,4,9,1,9,1,67052,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
70,2057,normal,10,HO/MRO,4,2,12,2,12,70565,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
70,2058,normal,10,HO/MRO,4,13,2,13,2,70743,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
71,2091,low_load_energy_saving_candidate,11,HO/MRO,4,6,19,6,19,76617,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,6
72,2141,handover_stress,13,HO/MRO,4,1,5,1,5,85517,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
72,2142,handover_stress,13,HO/MRO,4,2,12,2,12,85742,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
72,2143,handover_stress,13,HO/MRO,4,3,16,3,16,85873,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
72,2144,handover_stress,13,HO/MRO,4,5,9,5,9,86110,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
72,2145,handover_stress,13,HO/MRO,4,8,10,8,10,86229,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,8
72,2146,handover_stress,13,HO/MRO,4,9,7,9,7,86466,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
72,2147,handover_stress,13,HO/MRO,4,12,13,12,13,86644,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
72,2148,handover_stress,13,HO/MRO,4,13,12,13,12,86822,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
72,2149,handover_stress,13,HO/MRO,4,14,13,14,13,86941,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,14,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,14
72,2150,handover_stress,13,HO/MRO,4,16,20,16,20,87119,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
72,2151,handover_stress,13,HO/MRO,4,17,15,17,15,87297,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
72,2152,handover_stress,13,HO/MRO,4,20,3,20,3,87475,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
73,2153,low_load,13,HO/MRO,4,2,12,2,12,87653,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
73,2154,low_load,13,HO/MRO,4,9,1,9,1,87831,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
73,2155,low_load,13,HO/MRO,4,13,2,13,2,88009,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
74,2157,mixed_conflict,13,HO/MRO,4,10,11,10,11,88471,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,10,11,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
75,2265,low_load,17,HO/MRO,4,3,16,3,16,107589,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
76,2266,low_load_energy_saving_candidate,17,HO/MRO,4,20,3,20,3,107814,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
10,2267,mixed_conflict,17,HO/MRO,4,1,0,1,0,107933,no_op,0,1,1,0,-0.000117459659326373,0,0,0,0,0,0,,0,0,none,none,no_op,0
10,2268,mixed_conflict,17,HO/MRO,4,9,7,9,7,108229,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
55,2270,outage_sector,17,HO/MRO,4,2,12,2,12,108479,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
55,2271,outage_sector,17,HO/MRO,4,12,2,12,2,108657,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
55,2272,outage_sector,17,HO/MRO,4,20,3,20,3,108835,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
77,2275,handover_stress,18,HO/MRO,4,1,5,1,5,109369,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
77,2276,handover_stress,18,HO/MRO,4,2,12,2,12,109547,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
77,2277,handover_stress,18,HO/MRO,4,3,20,3,20,109784,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
77,2278,handover_stress,18,HO/MRO,4,5,1,5,1,109903,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
77,2279,handover_stress,18,HO/MRO,4,6,19,6,19,110128,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,6
77,2280,handover_stress,18,HO/MRO,4,7,8,7,8,110259,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,7,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,7
77,2281,handover_stress,18,HO/MRO,4,8,10,8,10,110437,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,8
77,2282,handover_stress,18,HO/MRO,4,9,1,9,1,110615,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
77,2283,handover_stress,18,HO/MRO,4,10,8,10,8,110793,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
77,2284,handover_stress,18,HO/MRO,4,12,2,12,2,110971,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
77,2285,handover_stress,18,HO/MRO,4,13,2,13,2,111149,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
77,2286,handover_stress,18,HO/MRO,4,15,17,15,17,111327,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,15
77,2287,handover_stress,18,HO/MRO,4,16,20,16,20,111505,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
77,2288,handover_stress,18,HO/MRO,4,18,3,18,3,111742,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,18
77,2289,handover_stress,18,HO/MRO,4,20,3,20,3,111861,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
78,2306,handover_stress,19,HO/MRO,4,1,5,1,5,114887,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
78,2307,handover_stress,19,HO/MRO,4,2,12,2,12,115065,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
78,2308,handover_stress,19,HO/MRO,4,3,16,3,16,115243,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
78,2309,handover_stress,19,HO/MRO,4,5,9,5,9,115480,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
78,2310,handover_stress,19,HO/MRO,4,6,19,6,19,115599,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,6
78,2311,handover_stress,19,HO/MRO,4,8,10,8,10,115777,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,8
78,2312,handover_stress,19,HO/MRO,4,9,7,9,7,116014,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
78,2313,handover_stress,19,HO/MRO,4,10,8,10,8,116133,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
78,2314,handover_stress,19,HO/MRO,4,12,10,12,10,116429,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
78,2315,handover_stress,19,HO/MRO,4,13,12,13,12,116548,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
78,2316,handover_stress,19,HO/MRO,4,15,17,15,17,116667,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,15
78,2317,handover_stress,19,HO/MRO,4,16,20,16,20,116845,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
78,2318,handover_stress,19,HO/MRO,4,17,15,17,15,117023,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
78,2319,handover_stress,19,HO/MRO,4,18,16,18,16,117201,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,18,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,18
78,2320,handover_stress,19,HO/MRO,4,19,6,19,6,117379,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,19
78,2321,handover_stress,19,HO/MRO,4,20,3,20,3,117557,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
