row_id,realization_id,scenario_name,site_id,sector_id,impaired_sector_id,attached_ue_count,active_ue_count,offered_traffic_Mbps,served_traffic_Mbps,unserved_traffic_Mbps,sector_load_ratio,mean_RSRP_dBm,median_RSRP_dBm,mean_SINR_dB,median_SINR_dB,mean_UE_throughput_Mbps,median_UE_throughput_Mbps,qos_satisfaction_ratio,boundary_ue_ratio,handover_risk_score,attach_rate_sector,cod_label
15,9,normal,4,11,0,26,5,27.6317848791515,27.6317848791515,0,0.549865191510436,-90.0260114651028,-90.4785242838934,10.185321142193,10.5639665965487,5.52635697583029,4.91712608382853,1,0.0769230769230769,0.0769230769230769,1,normal
16,13,normal,1,1,0,15,3,17.7160559100354,17.7160559100354,0,0.687972311062476,-89.3912462675232,-89.0948687529505,3.28761395646213,1.54656355786001,5.90535197001179,5.64088380619114,1,0.333333333333333,0.333333333333333,0.9375,normal
17,12,normal,6,18,0,23,2,13.4093646338331,13.4093646338331,0,0.256599992007368,-88.8688329447719,-88.4463487482814,11.4014429260361,10.7740731928688,6.70468231691657,6.70468231691657,1,0,0,1,normal
18,4,normal,4,10,0,27,5,17.1521081235236,17.1521081235236,0,0.45720248614635,-88.7114090226623,-88.3957718352804,6.94758471737431,5.79855124379411,3.43042162470473,2.75439021000292,1,0.259259259259259,0.259259259259259,0.964285714285714,normal
19,4,normal,7,19,0,28,2,7.96870573528014,7.96870573528014,0,0.231670366932685,-90.740368156188,-91.8859759025517,6.02549885618617,4.22013668068605,3.98435286764007,3.98435286764007,1,0.285714285714286,0.285714285714286,0.96551724137931,normal
20,14,normal,1,3,0,21,1,7.34975703569045,7.34975703569045,0,0.158301365532007,-85.4956082924468,-84.5503453359021,9.49692380020615,10.3621991552557,7.34975703569045,7.34975703569045,1,0.0952380952380952,0.0952380952380952,0.954545454545455,normal
21,20,normal,5,14,0,18,4,10.7739953228408,10.7739953228408,0,0.256111385814349,-92.343089365154,-92.5678512425581,8.05687812298154,8.87138943380056,2.69349883071019,1.70092518721047,1,0.222222222222222,0.222222222222222,0.947368421052632,normal
22,16,normal,5,14,0,23,5,26.9709905814393,26.9709905814393,0,0.46097860901131,-88.0763963645556,-88.2914016050283,12.6996088039482,13.7134082972077,5.39419811628786,5.49570152861534,1,0.173913043478261,0.173913043478261,1,normal
23,6,normal,7,21,0,32,2,3.52049913515569,3.52049913515569,0,0.0675142969955291,-89.2328170396921,-92.0272206103961,11.685324188362,10.4087836034364,1.76024956757785,1.76024956757785,1,0.0625,0.0625,1,normal
24,3,normal,5,15,0,24,5,19.7846418417983,19.7846418417983,0,0.422626561732654,-88.6224604526312,-88.7788648313918,9.6957755328538,8.9470928952133,3.95692836835965,3.64494921832535,1,0.166666666666667,0.166666666666667,0.96,normal
25,4,normal,3,7,0,18,4,22.4936082300548,22.4936082300548,0,0.399324143209777,-87.4147506217844,-88.4249178051962,11.8347934540283,13.2253436648513,5.6234020575137,5.62915201743457,1,0.166666666666667,0.166666666666667,1,normal
26,3,normal,6,18,0,24,6,31.0115708988342,31.0115708988342,0,0.520202568287464,-87.4481400640872,-87.571162053604,13.4024153880402,13.4257085754655,5.16859514980571,5.36441381961159,1,0,0,1,normal
27,13,normal,4,10,0,14,4,19.0056435456576,19.0056435456576,0,0.502653742555479,-89.1350508694037,-89.3803872231242,7.13716053541353,6.19946343184115,4.75141088641439,4.6418059116359,1,0.142857142857143,0.142857142857143,0.933333333333333,normal
28,16,normal,5,13,0,20,1,7.24948076628603,7.24948076628603,0,0.16911979539355,-86.4725527921757,-88.2365127619843,8.03825279784936,7.42793559482114,7.24948076628603,7.24948076628603,1,0.15,0.15,0.952380952380952,normal
29,10,normal,3,9,0,18,3,15.1907418354374,15.1907418354374,0,0.445438055457471,-86.7642111406635,-89.3583221883345,6.06250007508446,5.13420901801431,5.06358061181247,5.11634339614817,1,0.111111111111111,0.111111111111111,1,normal
30,13,normal,1,2,0,17,1,7.65503937765697,7.65503937765697,0,0.234206753038662,-85.9135688209772,-86.8295701501682,5.3167284578359,3.41925936339449,7.65503937765697,7.65503937765697,1,0.235294117647059,0.235294117647059,0.944444444444444,normal
31,18,normal,6,16,0,22,3,6.42520669396302,6.42520669396302,0,0.180520547958923,-89.0873601337365,-89.9162874808624,6.0215949947885,4.05425594035013,2.14173556465434,1.86734689857417,1,0.409090909090909,0.409090909090909,1,normal
32,17,normal,7,21,0,17,1,2.5232137414409,2.5232137414409,0,0.0492733711465735,-91.241592817508,-92.3532571155257,11.0049618318398,9.16346408410925,2.5232137414409,2.5232137414409,1,0.176470588235294,0.176470588235294,1,normal
33,3,normal,2,6,0,23,2,8.31732692918116,8.31732692918116,0,0.182379834670698,-86.6484281462354,-89.225892220034,8.98178255048214,7.19240388950443,4.15866346459058,4.15866346459058,1,0.0434782608695652,0.0434782608695652,0.958333333333333,normal
34,14,normal,6,18,0,21,3,11.2917734536138,11.2917734536138,0,0.192528681770614,-86.2399254813215,-88.2239473066739,13.2665141896154,9.84852809226422,3.76392448453792,2.81672267248769,1,0,0,1,normal
