scenario_name,realization_id,coordinator_group_id,module_name,ai_action_id,oracle_action_id,oracle_kpi_comparison_status,oracle_implementable_flag,baseline_qos,ai_qos,oracle_qos,ai_delta_qos,oracle_delta_qos,qos_gap_to_oracle,baseline_attach,ai_attach,oracle_attach,attach_gap_to_oracle,baseline_sinr,ai_sinr,oracle_sinr,sinr_gap_to_oracle,baseline_load,ai_load,oracle_load,load_gap_to_oracle,reward_regret_if_available,physical_kpi_gap_note,ai_delta_attach,ai_delta_sinr,ai_delta_load
handover_stress,4,22,LB/MLB,10471,10471,comparable_oracle_action,1,0.933333333333333,0.906666666666667,0.906666666666667,-0.0266666666666667,-0.0266666666666664,-3.33066907387547e-16,0.944,0.93,0.93,0,6.80927662933461,6.92066382385406,6.92066382385406,1.77635683940025e-15,0.438217581026812,0.427624750553428,0.427624750553428,-5.55111512312578e-17,NaN,,-0.0139999999999999,0.111387194519447,-0.0105928304733842
handover_stress,5,23,LB/MLB,10939,10939,comparable_oracle_action,1,0.906666666666667,0.906666666666667,0.906666666666667,0,-3.33066907387547e-16,-3.33066907387547e-16,0.938,0.92,0.934,0.014,7.41585452962507,7.57443813544341,7.45376526501952,-0.120672870423895,0.398469833936459,0.392438101708596,0.397483847709754,0.00504574600115759,NaN,,-0.0179999999999999,0.158583605818345,-0.0060317322278633
handover_stress,5,23,LB/MLB,10952,10952,comparable_oracle_action,1,0.906666666666667,0.906666666666667,0.906666666666667,0,-3.33066907387547e-16,-3.33066907387547e-16,0.938,0.92,0.924,0.004,7.41585452962507,7.57443813544341,7.53543060158877,-0.0390075338546394,0.398469833936459,0.392438101708596,0.393424087935302,0.000985986226705871,NaN,,-0.0179999999999999,0.158583605818345,-0.0060317322278633
outage_sector,5,24,LB/MLB,11199,11199,comparable_oracle_action,1,0.88,0.88,0.88,0,0,0,0.972,0.972,0.972,0,8.86131036223823,8.86131036223823,8.86131036223823,-1.77635683940025e-15,0.406674271275824,0.406674271275824,0.406674271275824,5.55111512312578e-17,NaN,,0,0,0
degraded_sector,6,25,LB/MLB,11446,11446,comparable_oracle_action,1,1,0.986666666666667,0.986666666666667,-0.0133333333333333,-0.0133333333333333,-3.33066907387547e-16,0.978,0.972,0.972,0,8.22548631058465,8.2639917590398,8.2639917590398,-1.77635683940025e-15,0.424129954390029,0.418893029556261,0.418893029556261,1.11022302462516e-16,NaN,,-0.00600000000000001,0.038505448455151,-0.0052369248337677
outage_sector,6,26,LB/MLB,11740,11732,comparable_oracle_action,1,0.96,0.946666666666667,0.933333333333333,-0.0133333333333333,-0.0266666666666666,-0.0133333333333336,0.976,0.968,0.964,-0.004,8.6957002628078,8.7601840902542,8.79854639170524,0.0383623014510448,0.358178326910566,0.349273709112971,0.341949667725196,-0.0073240413877752,NaN,,-0.00800000000000001,0.0644838274464004,-0.00890461779759555
mixed_conflict,8,27,LB/MLB,12537,12537,comparable_oracle_action,1,0.493333333333333,0.433333333333333,0.446666666666667,-0.06,-0.0466666666666664,0.0133333333333336,0.968,0.948,0.96,0.012,8.19000296356192,8.34769911094176,8.26273721752541,-0.0849618934163523,1.20001074818317,1.18186746287511,1.19162640563271,0.00975894275759726,NaN,,-0.02,0.157696147379838,-0.0181432853080659
mixed_conflict,8,27,LB/MLB,12571,12571,comparable_oracle_action,1,0.493333333333333,0.433333333333333,0.486666666666667,-0.06,-0.00666666666666632,0.0533333333333337,0.968,0.948,0.968,0.02,8.19000296356192,8.34769911094176,8.18680223794358,-0.160896872998181,1.20001074818317,1.18186746287511,1.20410148962956,0.022234026754449,NaN,,-0.02,0.157696147379838,-0.0181432853080659
mixed_conflict,8,27,LB/MLB,12633,12633,comparable_oracle_action,1,0.493333333333333,0.433333333333333,0.486666666666667,-0.06,-0.00666666666666632,0.0533333333333337,0.968,0.948,0.966,0.018,8.19000296356192,8.34769911094176,8.19535836397692,-0.152340746964837,1.20001074818317,1.18186746287511,1.19159218593197,0.00972472305685868,NaN,,-0.02,0.157696147379838,-0.0181432853080659
mixed_conflict,8,27,LB/MLB,12663,12663,comparable_oracle_action,1,0.493333333333333,0.433333333333333,0.493333333333333,-0.06,3.33066907387547e-16,0.0600000000000003,0.968,0.948,0.96,0.012,8.19000296356192,8.34769911094176,8.25656527008284,-0.0911338408589231,1.20001074818317,1.18186746287511,1.19523274238594,0.0133652795108321,NaN,,-0.02,0.157696147379838,-0.0181432853080659
