module_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,oracle_reward,predicted_selected_true_reward,regret
ES,1646,low_load_energy_saving_candidate,18,20,21566,0,-0.0353958623118079,0.0353958623118079
ES,1647,low_load_energy_saving_candidate,18,21,21569,0.25,0.25,0
ES,1655,low_load,19,1,21590,0,-0.0653136382941502,0.0653136382941502
ES,1656,low_load,19,3,21593,0,-0.114805333084925,0.114805333084925
ES,1657,low_load,19,4,21596,0,0.0173277969961353,-0.0173277969961353
ES,1658,low_load,19,5,21599,0,-0.0300463019298188,0.0300463019298188
ES,1659,low_load,19,6,21602,0.25,0.25,0
ES,1660,low_load,19,7,21605,0.25,0.25,0
ES,1661,low_load,19,8,21608,0.25,0.25,0
ES,1662,low_load,19,10,21610,0,0,0
ES,1663,low_load,19,11,21613,0,-0.051336046841981,0.051336046841981
ES,1664,low_load,19,12,21616,0,0.000531397224187213,-0.000531397224187213
ES,1665,low_load,19,13,21619,0,-0.0407903891320597,0.0407903891320597
ES,1666,low_load,19,15,21622,0.25,0.25,0
ES,1667,low_load,19,16,21625,0,-0.0807367809739432,0.0807367809739432
ES,1668,low_load,19,17,21628,0,-0.14614422414006,0.14614422414006
ES,1669,low_load,19,18,21631,0,-0.121449301566385,0.121449301566385
ES,1670,low_load,19,19,21634,0,-0.0223992102022978,0.0223992102022978
ES,1671,low_load,19,20,21637,0.25,0.25,0
ES,1672,low_load,19,21,21640,0,-0.0803775539371937,0.0803775539371937
ES,1673,low_load_energy_saving_candidate,19,1,21643,0.25,0.25,0
ES,1674,low_load_energy_saving_candidate,19,2,21646,0,-0.189837046812872,0.189837046812872
ES,1675,low_load_energy_saving_candidate,19,3,21649,0,-0.151631901739087,0.151631901739087
ES,1676,low_load_energy_saving_candidate,19,4,21652,0,0.00516279473923759,-0.00516279473923759
ES,1677,low_load_energy_saving_candidate,19,5,21655,0.25,0.25,0
ES,1678,low_load_energy_saving_candidate,19,6,21658,0,-0.18956738045941,0.18956738045941
ES,1679,low_load_energy_saving_candidate,19,7,21661,0,-0.0844789508590905,0.0844789508590905
ES,1680,low_load_energy_saving_candidate,19,8,21664,0,-0.17245315933148,0.17245315933148
ES,1681,low_load_energy_saving_candidate,19,9,21667,0.25,0.25,0
ES,1682,low_load_energy_saving_candidate,19,10,21670,0,-0.164492746104136,0.164492746104136
ES,1683,low_load_energy_saving_candidate,19,11,21673,0,-0.0924936475991894,0.0924936475991894
ES,1684,low_load_energy_saving_candidate,19,12,21676,0,-0.107812989908533,0.107812989908533
ES,1685,low_load_energy_saving_candidate,19,13,21679,0.25,0.25,0
ES,1686,low_load_energy_saving_candidate,19,14,21682,0,-0.0391231537148212,0.0391231537148212
ES,1687,low_load_energy_saving_candidate,19,15,21685,0,-0.0860730972273157,0.0860730972273157
ES,1688,low_load_energy_saving_candidate,19,17,21688,0,-0.0335419045668038,0.0335419045668038
ES,1689,low_load_energy_saving_candidate,19,18,21691,0,-0.112663309104175,0.112663309104175
ES,1690,low_load_energy_saving_candidate,19,19,21694,0.25,0.25,0
ES,1691,low_load_energy_saving_candidate,19,20,21697,0,-0.0161135418538968,0.0161135418538968
ES,1692,low_load_energy_saving_candidate,19,21,21700,0.25,0.25,0
ES,1699,degraded_sector,20,14,21719,0,-0.18418496102492,0.18418496102492
ES,1700,degraded_sector,20,20,21721,0,0,0
ES,1739,outage_sector,20,7,21831,0,-0.0898409239446449,0.0898409239446449
ES,1740,outage_sector,20,20,21833,0,0,0
HO/MRO,1785,handover_stress,1,2,22149,0.11025,0.11025,0
HO/MRO,1786,handover_stress,1,3,22327,0.11025,0.11025,0
HO/MRO,1787,handover_stress,1,4,22505,0.11025,0.11025,0
HO/MRO,1788,handover_stress,1,5,22683,0.11025,0.11025,0
HO/MRO,1789,handover_stress,1,6,22861,0.11025,0.11025,0
HO/MRO,1790,handover_stress,1,8,23039,0.11025,0.11025,0
HO/MRO,1791,handover_stress,1,9,23217,0.11025,0.11025,0
HO/MRO,1792,handover_stress,1,11,23395,0.11025,0.11025,0
HO/MRO,1793,handover_stress,1,12,23573,0.11025,0.11025,0
HO/MRO,1794,handover_stress,1,13,23751,0.11025,0.11025,0
HO/MRO,1795,handover_stress,1,15,23929,0.11025,0.11025,0
HO/MRO,1796,handover_stress,1,16,24107,0.11025,0.11025,0
HO/MRO,1797,handover_stress,1,17,24285,0.11025,0.11025,0
HO/MRO,1798,handover_stress,1,18,24463,0.11025,0.11025,0
HO/MRO,1799,handover_stress,1,19,24641,0.11025,0.11025,0
HO/MRO,1800,handover_stress,1,20,24819,0.11025,0.11025,0
HO/MRO,1801,handover_stress,1,21,24997,0.11025,0.11025,0
HO/MRO,1812,outage_sector,1,2,26955,0.11025,0.11025,0
HO/MRO,1813,outage_sector,1,5,27133,0.11025,0.11025,0
HO/MRO,1816,degraded_sector,2,2,27714,0.13425,0.13425,0
HO/MRO,1817,degraded_sector,2,9,27845,0.11025,0.11025,0
HO/MRO,1818,degraded_sector,2,10,28023,0.11025,0.11025,0
HO/MRO,1819,handover_stress,2,1,28201,0.11025,0.11025,0
HO/MRO,1820,handover_stress,2,3,28379,0.11025,0.11025,0
HO/MRO,1821,handover_stress,2,5,28557,0.11025,0.11025,0
HO/MRO,1822,handover_stress,2,8,28735,0.11025,0.11025,0
HO/MRO,1823,handover_stress,2,9,28913,0.11025,0.11025,0
HO/MRO,1824,handover_stress,2,10,29091,0.11025,0.11025,0
HO/MRO,1825,handover_stress,2,12,29269,0.11025,0.11025,0
HO/MRO,1826,handover_stress,2,13,29447,0.11025,0.11025,0
HO/MRO,1827,handover_stress,2,16,29625,0.11025,0.11025,0
HO/MRO,1828,handover_stress,2,17,29803,0.11025,0.11025,0
HO/MRO,1829,handover_stress,2,18,29981,0.11025,0.11025,0
HO/MRO,1830,handover_stress,2,19,30159,0.11025,0.11025,0
HO/MRO,1831,handover_stress,2,20,30337,0.11025,0.11025,0
HO/MRO,1832,handover_stress,2,21,30515,0.11025,0.11025,0
HO/MRO,1841,overload,2,2,32164,0.13425,0.13425,0
HO/MRO,1842,overload,2,5,32342,0,0.13425,-0.13425
HO/MRO,1843,overload,2,15,32473,0.11025,0.11025,0
HO/MRO,1844,degraded_sector,3,3,32651,0.11025,0.11025,0
HO/MRO,1845,degraded_sector,3,13,32829,0.11025,0.11025,0
HO/MRO,1862,overload,3,2,35855,0,0.11025,-0.11025
HO/MRO,1882,mixed_conflict,4,2,39462,0.13425,0.13425,0
HO/MRO,1883,mixed_conflict,4,5,39640,0.13425,0.13425,0
HO/MRO,1904,low_load,5,16,43378,0.13425,0.13425,0
HO/MRO,1907,mixed_conflict,5,12,43912,0.13425,0.13425,0
HO/MRO,1941,outage_sector,6,5,49917,0.11025,0.11025,0
HO/MRO,1942,outage_sector,6,9,50095,0.11025,0.11025,0
HO/MRO,1943,outage_sector,6,17,50273,0.11025,0.11025,0
HO/MRO,1970,normal,7,1,55079,0.11025,0.11025,0
HO/MRO,1971,normal,7,2,55257,0.11025,0.11025,0
HO/MRO,1972,normal,7,19,55435,0.11025,0.11025,0
HO/MRO,1973,normal,7,20,55613,0.11025,0.11025,0
HO/MRO,2004,overload,8,16,61178,0,0.13425,-0.13425
HO/MRO,2005,degraded_sector,9,10,61309,0.11025,0.11025,0
HO/MRO,2031,normal,9,13,65937,0.11025,0.11025,0
HO/MRO,2032,normal,9,16,66162,0.13425,0.13425,0
HO/MRO,2036,overload,9,2,66827,0.11025,0.11025,0
HO/MRO,2037,overload,9,9,67052,0.13425,0.13425,0
HO/MRO,2057,normal,10,2,70565,0.11025,0.11025,0
HO/MRO,2058,normal,10,13,70743,0.11025,0.11025,0
HO/MRO,2091,low_load_energy_saving_candidate,11,6,76617,0.11025,0.11025,0
HO/MRO,2141,handover_stress,13,1,85517,0.11025,0.11025,0
HO/MRO,2142,handover_stress,13,2,85742,0.13425,0.13425,0
HO/MRO,2143,handover_stress,13,3,85873,0.11025,0.11025,0
HO/MRO,2144,handover_stress,13,5,86051,0.11025,0.11025,0
HO/MRO,2145,handover_stress,13,8,86229,0.11025,0.11025,0
HO/MRO,2146,handover_stress,13,9,86407,0.11025,0.11025,0
HO/MRO,2147,handover_stress,13,12,86585,0.11025,0.11025,0
HO/MRO,2148,handover_stress,13,13,86763,0.11025,0.11025,0
HO/MRO,2149,handover_stress,13,14,86941,0.11025,0.11025,0
HO/MRO,2150,handover_stress,13,16,87119,0.11025,0.11025,0
HO/MRO,2151,handover_stress,13,17,87297,0.11025,0.11025,0
HO/MRO,2152,handover_stress,13,20,87475,0.11025,0.11025,0
HO/MRO,2153,low_load,13,2,87653,0.11025,0.11025,0
HO/MRO,2154,low_load,13,9,87831,0.11025,0.11025,0
HO/MRO,2155,low_load,13,13,88009,0.11025,0.11025,0
HO/MRO,2157,mixed_conflict,13,10,88412,0.13425,0.13425,0
HO/MRO,2265,low_load,17,3,107589,0.11025,0.11025,0
HO/MRO,2266,low_load_energy_saving_candidate,17,20,107814,0.13425,0.13425,0
HO/MRO,2267,mixed_conflict,17,1,107945,0,0.11025,-0.11025
HO/MRO,2268,mixed_conflict,17,9,108170,0.13425,0.13425,0
HO/MRO,2270,outage_sector,17,2,108479,0.11025,0.11025,0
HO/MRO,2271,outage_sector,17,12,108657,0.11025,0.11025,0
HO/MRO,2272,outage_sector,17,20,108835,0.11025,0.11025,0
HO/MRO,2275,handover_stress,18,1,109369,0.11025,0.11025,0
HO/MRO,2276,handover_stress,18,2,109547,0.11025,0.11025,0
HO/MRO,2277,handover_stress,18,3,109725,0.11025,0.11025,0
HO/MRO,2278,handover_stress,18,5,109903,0.11025,0.11025,0
HO/MRO,2279,handover_stress,18,6,110128,0.13425,0.13425,0
HO/MRO,2280,handover_stress,18,7,110259,0.11025,0.11025,0
HO/MRO,2281,handover_stress,18,8,110437,0.11025,0.11025,0
HO/MRO,2282,handover_stress,18,9,110615,0.11025,0.11025,0
HO/MRO,2283,handover_stress,18,10,110793,0.11025,0.11025,0
HO/MRO,2284,handover_stress,18,12,110971,0.11025,0.11025,0
HO/MRO,2285,handover_stress,18,13,111149,0.11025,0.11025,0
HO/MRO,2286,handover_stress,18,15,111327,0.11025,0.11025,0
HO/MRO,2287,handover_stress,18,16,111505,0.11025,0.11025,0
HO/MRO,2288,handover_stress,18,18,111683,0.11025,0.11025,0
HO/MRO,2289,handover_stress,18,20,111861,0.11025,0.11025,0
HO/MRO,2306,handover_stress,19,1,114887,0.11025,0.11025,0
HO/MRO,2307,handover_stress,19,2,115065,0.11025,0.11025,0
HO/MRO,2308,handover_stress,19,3,115243,0.11025,0.11025,0
HO/MRO,2309,handover_stress,19,5,115421,0.11025,0.11025,0
HO/MRO,2310,handover_stress,19,6,115599,0.11025,0.11025,0
HO/MRO,2311,handover_stress,19,8,115777,0.11025,0.11025,0
HO/MRO,2312,handover_stress,19,9,115955,0.11025,0.11025,0
HO/MRO,2313,handover_stress,19,10,116133,0.11025,0.11025,0
HO/MRO,2314,handover_stress,19,12,116311,0.11025,0.11025,0
HO/MRO,2315,handover_stress,19,13,116489,0.11025,0.11025,0
HO/MRO,2316,handover_stress,19,15,116667,0.11025,0.11025,0
HO/MRO,2317,handover_stress,19,16,116845,0.11025,0.11025,0
HO/MRO,2318,handover_stress,19,17,117023,0.11025,0.11025,0
HO/MRO,2319,handover_stress,19,18,117201,0.11025,0.11025,0
HO/MRO,2320,handover_stress,19,19,117379,0.11025,0.11025,0
HO/MRO,2321,handover_stress,19,20,117557,0.11025,0.11025,0
HO/MRO,2322,handover_stress,19,21,117735,0.11025,0.11025,0
HO/MRO,2328,normal,19,1,118803,0.11025,0.11025,0
HO/MRO,2329,normal,19,2,118981,0.11025,0.11025,0
HO/MRO,2330,normal,19,16,119159,0.11025,0.11025,0
HO/MRO,2331,normal,19,17,119337,0.11025,0.11025,0
HO/MRO,2336,degraded_sector,20,5,120227,0.11025,0.11025,0
HO/MRO,2337,degraded_sector,20,16,120405,0.11025,0.11025,0
HO/MRO,2357,low_load,20,4,123965,0.11025,0.11025,0
HO/MRO,2358,low_load,20,9,124190,0.13425,0.13425,0
HO/MRO,2359,low_load_energy_saving_candidate,20,2,124321,0.11025,0.11025,0
HO/MRO,2360,low_load_energy_saving_candidate,20,10,124499,0.11025,0.11025,0
HO/MRO,2361,low_load_energy_saving_candidate,20,13,124677,0.11025,0.11025,0
HO/MRO,2364,outage_sector,20,6,125211,0.11025,0.11025,0
HO/MRO,2383,low_load_energy_saving_candidate,21,1,128593,0.11025,0.11025,0
HO/MRO,2384,low_load_energy_saving_candidate,21,9,128818,0.13425,0.13425,0
HO/MRO,2385,low_load_energy_saving_candidate,21,20,128949,0.11025,0.11025,0
HO/MRO,2391,outage_sector,21,15,130017,0.11025,0.11025,0
HO/MRO,2392,outage_sector,21,19,130195,0.11025,0.11025,0
