oracle_group_id,module_name,scenario_name,realization_id,source_sector_id,oracle_reward,raw_true_reward,safe_true_reward,raw_regret,safety_enforced_regret,raw_top1_oracle_match,safe_top1_oracle_match,safe_top2_oracle_match
1258,ES,degraded_sector,10,10,0,0,0,0,0,1,1,1
1339,ES,mixed_conflict,11,2,0.25,0.25,0.25,0,0,1,1,1
1423,ES,normal,13,19,0.25,0.25,0.25,0,0,1,1,1
1447,ES,low_load_energy_saving_candidate,14,1,0,-0.155612114135543,0,0.155612114135543,0,0,1,1
1448,ES,low_load_energy_saving_candidate,14,2,0,-0.0477192891853813,0,0.0477192891853813,0,0,1,1
1449,ES,low_load_energy_saving_candidate,14,3,0,-0.0318234701820656,0,0.0318234701820656,0,0,1,1
1450,ES,low_load_energy_saving_candidate,14,4,0,-0.0426089281782982,0,0.0426089281782982,0,0,1,1
1451,ES,low_load_energy_saving_candidate,14,5,0,-0.108482684566407,0,0.108482684566407,0,0,1,1
1452,ES,low_load_energy_saving_candidate,14,6,0.25,0.25,0.25,0,0,1,1,1
1453,ES,low_load_energy_saving_candidate,14,7,0,0,0,0,0,1,1,1
1454,ES,low_load_energy_saving_candidate,14,8,0,-0.130171122061664,0,0.130171122061664,0,0,1,1
1455,ES,low_load_energy_saving_candidate,14,9,0,0,0,0,0,1,1,1
1456,ES,low_load_energy_saving_candidate,14,10,0,-0.00694388349663233,0,0.00694388349663233,0,0,1,1
1457,ES,low_load_energy_saving_candidate,14,11,0,-0.0301794378181946,0,0.0301794378181946,0,0,1,1
1458,ES,low_load_energy_saving_candidate,14,13,0,-0.124830504351044,0,0.124830504351044,0,0,1,1
1459,ES,low_load_energy_saving_candidate,14,14,0.25,0.25,0.25,0,0,1,1,1
1460,ES,low_load_energy_saving_candidate,14,15,0,-0.0413015177092059,0,0.0413015177092059,0,0,1,1
1461,ES,low_load_energy_saving_candidate,14,16,0,-0.051763096294112,0,0.051763096294112,0,0,1,1
1462,ES,low_load_energy_saving_candidate,14,17,0.25,0.25,0.25,0,0,1,1,1
1463,ES,low_load_energy_saving_candidate,14,18,0.25,0.25,0.25,0,0,1,1,1
1464,ES,low_load_energy_saving_candidate,14,21,0,-0.0623733592877302,0,0.0623733592877302,0,0,1,1
1470,ES,handover_stress,15,13,0,-0.0358850711017396,0,0.0358850711017396,0,0,1,1
1471,ES,handover_stress,15,21,0,-0.0100889196787874,0,0.0100889196787874,0,0,1,1
1492,ES,low_load_energy_saving_candidate,15,1,0,-0.144356935848118,0,0.144356935848118,0,0,1,1
1493,ES,low_load_energy_saving_candidate,15,3,0,-0.0814035169965422,0,0.0814035169965422,0,0,1,1
1494,ES,low_load_energy_saving_candidate,15,4,0,0.0128037392732393,0,-0.0128037392732393,0,0,1,1
1495,ES,low_load_energy_saving_candidate,15,5,0,-0.0441939266506188,0,0.0441939266506188,0,0,1,1
1496,ES,low_load_energy_saving_candidate,15,6,0,-0.0425064503133116,0,0.0425064503133116,0,0,1,1
1497,ES,low_load_energy_saving_candidate,15,7,0.25,0.25,0.25,0,0,1,1,1
1498,ES,low_load_energy_saving_candidate,15,8,0,-0.0407728298679302,0,0.0407728298679302,0,0,1,1
1499,ES,low_load_energy_saving_candidate,15,9,0,-0.168209999481508,0,0.168209999481508,0,0,1,1
1500,ES,low_load_energy_saving_candidate,15,10,0.25,0.25,0.25,0,0,1,1,1
1501,ES,low_load_energy_saving_candidate,15,11,0,-0.0807931673082495,0,0.0807931673082495,0,0,1,1
1502,ES,low_load_energy_saving_candidate,15,12,0.25,0.25,0.25,0,0,1,1,1
1503,ES,low_load_energy_saving_candidate,15,13,0.25,0.25,0.25,0,0,1,1,1
1504,ES,low_load_energy_saving_candidate,15,14,0,-0.137130643700292,0,0.137130643700292,0,0,1,1
1505,ES,low_load_energy_saving_candidate,15,15,0.25,0.25,0.25,0,0,1,1,1
1506,ES,low_load_energy_saving_candidate,15,16,0.25,0.25,0.25,0,0,1,1,1
1507,ES,low_load_energy_saving_candidate,15,17,0,-0.129769815238694,0,0.129769815238694,0,0,1,1
1508,ES,low_load_energy_saving_candidate,15,18,0.25,0.25,0.25,0,0,1,1,1
1509,ES,low_load_energy_saving_candidate,15,19,0.25,0.25,0.25,0,0,1,1,1
1510,ES,low_load_energy_saving_candidate,15,20,0,-0.0706649403593719,0,0.0706649403593719,0,0,1,1
1511,ES,low_load_energy_saving_candidate,15,21,0,-0.0637237054836939,0,0.0637237054836939,0,0,1,1
1514,ES,outage_sector,15,6,0,-0.083124761235893,0,0.083124761235893,0,0,1,1
1515,ES,outage_sector,15,15,0,0,0,0,0,1,1,1
1517,ES,handover_stress,16,5,0,0,0,0,0,1,1,1
1518,ES,handover_stress,16,13,0,-0.0594155348982612,0,0.0594155348982612,0,0,1,1
1519,ES,handover_stress,16,18,0.25,0.25,0.25,0,0,1,1,1
1599,ES,outage_sector,17,4,0,-0.164570034175583,0,0.164570034175583,0,0,1,1
1600,ES,outage_sector,17,5,0,-0.159622094050427,0,0.159622094050427,0,0,1,1
1601,ES,outage_sector,17,11,0,-0.187012242378814,0,0.187012242378814,0,0,1,1
1602,ES,outage_sector,17,13,0,-0.115512689812523,0,0.115512689812523,0,0,1,1
1603,ES,outage_sector,17,14,0,-0.0503525502325576,0,0.0503525502325576,0,0,1,1
1604,ES,outage_sector,17,17,0,0,0,0,0,1,1,1
1628,ES,low_load_energy_saving_candidate,18,1,0.25,0.25,0.25,0,0,1,1,1
1629,ES,low_load_energy_saving_candidate,18,2,0,-0.188870897841769,0,0.188870897841769,0,0,1,1
1630,ES,low_load_energy_saving_candidate,18,3,0,-0.0814824106971897,0,0.0814824106971897,0,0,1,1
1631,ES,low_load_energy_saving_candidate,18,4,0,-0.0556787280357181,0,0.0556787280357181,0,0,1,1
1632,ES,low_load_energy_saving_candidate,18,5,0,-0.0694264093023368,0,0.0694264093023368,0,0,1,1
1633,ES,low_load_energy_saving_candidate,18,6,0,-0.169045582842287,0,0.169045582842287,0,0,1,1
1634,ES,low_load_energy_saving_candidate,18,7,0,-0.0511009069720129,0,0.0511009069720129,0,0,1,1
1635,ES,low_load_energy_saving_candidate,18,9,0,-0.0521415174490049,0,0.0521415174490049,0,0,1,1
1636,ES,low_load_energy_saving_candidate,18,10,0,0,0,0,0,1,1,1
1637,ES,low_load_energy_saving_candidate,18,11,0,-0.0592943115428971,0,0.0592943115428971,0,0,1,1
1638,ES,low_load_energy_saving_candidate,18,12,0,-0.000611000079746904,0,0.000611000079746904,0,0,1,1
1639,ES,low_load_energy_saving_candidate,18,13,0,-0.0810653655211737,0,0.0810653655211737,0,0,1,1
1640,ES,low_load_energy_saving_candidate,18,14,0,-0.0545506773644328,0,0.0545506773644328,0,0,1,1
1641,ES,low_load_energy_saving_candidate,18,15,0,-0.113147229468145,0,0.113147229468145,0,0,1,1
1642,ES,low_load_energy_saving_candidate,18,16,0,-0.0906922432256567,0,0.0906922432256567,0,0,1,1
1643,ES,low_load_energy_saving_candidate,18,17,0,-0.0727992271267929,0,0.0727992271267929,0,0,1,1
1644,ES,low_load_energy_saving_candidate,18,18,0.25,0.25,0.25,0,0,1,1,1
1645,ES,low_load_energy_saving_candidate,18,19,0,-0.147279834355862,0,0.147279834355862,0,0,1,1
1646,ES,low_load_energy_saving_candidate,18,20,0,-0.0353958623118079,0,0.0353958623118079,0,0,1,1
1647,ES,low_load_energy_saving_candidate,18,21,0.25,0.25,0.25,0,0,1,1,1
1655,ES,low_load,19,1,0,-0.0653136382941502,0,0.0653136382941502,0,0,1,1
1656,ES,low_load,19,3,0,-0.114805333084925,0,0.114805333084925,0,0,1,1
1657,ES,low_load,19,4,0,0.0173277969961353,0,-0.0173277969961353,0,0,1,1
1658,ES,low_load,19,5,0,-0.0300463019298188,0,0.0300463019298188,0,0,1,1
1659,ES,low_load,19,6,0.25,0.25,0.25,0,0,1,1,1
1660,ES,low_load,19,7,0.25,0.25,0.25,0,0,1,1,1
1661,ES,low_load,19,8,0.25,0.25,0.25,0,0,1,1,1
1662,ES,low_load,19,10,0,0,0,0,0,1,1,1
1663,ES,low_load,19,11,0,-0.051336046841981,0,0.051336046841981,0,0,1,1
1664,ES,low_load,19,12,0,0.000531397224187213,0,-0.000531397224187213,0,0,1,1
1665,ES,low_load,19,13,0,-0.0407903891320597,0,0.0407903891320597,0,0,1,1
1666,ES,low_load,19,15,0.25,0.25,0.25,0,0,1,1,1
1667,ES,low_load,19,16,0,-0.0807367809739432,0,0.0807367809739432,0,0,1,1
1668,ES,low_load,19,17,0,-0.14614422414006,0,0.14614422414006,0,0,1,1
1669,ES,low_load,19,18,0,-0.121449301566385,0,0.121449301566385,0,0,1,1
1670,ES,low_load,19,19,0,-0.0223992102022978,0,0.0223992102022978,0,0,1,1
1671,ES,low_load,19,20,0.25,0.25,0.25,0,0,1,1,1
1672,ES,low_load,19,21,0,-0.0803775539371937,0,0.0803775539371937,0,0,1,1
1673,ES,low_load_energy_saving_candidate,19,1,0.25,0.25,0.25,0,0,1,1,1
1674,ES,low_load_energy_saving_candidate,19,2,0,-0.189837046812872,0,0.189837046812872,0,0,1,1
1675,ES,low_load_energy_saving_candidate,19,3,0,-0.151631901739087,0,0.151631901739087,0,0,1,1
1676,ES,low_load_energy_saving_candidate,19,4,0,0.00516279473923759,0,-0.00516279473923759,0,0,1,1
1677,ES,low_load_energy_saving_candidate,19,5,0.25,0.25,0.25,0,0,1,1,1
1678,ES,low_load_energy_saving_candidate,19,6,0,-0.18956738045941,0,0.18956738045941,0,0,1,1
1679,ES,low_load_energy_saving_candidate,19,7,0,-0.0844789508590905,0,0.0844789508590905,0,0,1,1
1680,ES,low_load_energy_saving_candidate,19,8,0,-0.17245315933148,0,0.17245315933148,0,0,1,1
1681,ES,low_load_energy_saving_candidate,19,9,0.25,0.25,0.25,0,0,1,1,1
1682,ES,low_load_energy_saving_candidate,19,10,0,-0.164492746104136,0,0.164492746104136,0,0,1,1
1683,ES,low_load_energy_saving_candidate,19,11,0,-0.0924936475991894,0,0.0924936475991894,0,0,1,1
1684,ES,low_load_energy_saving_candidate,19,12,0,-0.107812989908533,0,0.107812989908533,0,0,1,1
1685,ES,low_load_energy_saving_candidate,19,13,0.25,0.25,0.25,0,0,1,1,1
1686,ES,low_load_energy_saving_candidate,19,14,0,-0.0391231537148212,0,0.0391231537148212,0,0,1,1
1687,ES,low_load_energy_saving_candidate,19,15,0,-0.0860730972273157,0,0.0860730972273157,0,0,1,1
1688,ES,low_load_energy_saving_candidate,19,17,0,-0.0335419045668038,0,0.0335419045668038,0,0,1,1
1689,ES,low_load_energy_saving_candidate,19,18,0,-0.112663309104175,0,0.112663309104175,0,0,1,1
1690,ES,low_load_energy_saving_candidate,19,19,0.25,0.25,0.25,0,0,1,1,1
1691,ES,low_load_energy_saving_candidate,19,20,0,-0.0161135418538968,0,0.0161135418538968,0,0,1,1
1692,ES,low_load_energy_saving_candidate,19,21,0.25,0.25,0.25,0,0,1,1,1
1699,ES,degraded_sector,20,14,0,-0.18418496102492,0,0.18418496102492,0,0,1,1
1700,ES,degraded_sector,20,20,0,0,0,0,0,1,1,1
1739,ES,outage_sector,20,7,0,-0.0898409239446449,0,0.0898409239446449,0,0,1,1
1740,ES,outage_sector,20,20,0,0,0,0,0,1,1,1
1785,HO/MRO,handover_stress,1,2,0.11025,0.11025,0.11025,0,0,0,0,0
1786,HO/MRO,handover_stress,1,3,0.11025,0.11025,0.11025,0,0,0,0,0
1787,HO/MRO,handover_stress,1,4,0.11025,0.11025,0.11025,0,0,0,0,0
1788,HO/MRO,handover_stress,1,5,0.11025,0.11025,0.11025,0,0,0,0,0
1789,HO/MRO,handover_stress,1,6,0.11025,0.11025,0.11025,0,0,0,0,0
1790,HO/MRO,handover_stress,1,8,0.11025,0.11025,0.11025,0,0,0,0,0
1791,HO/MRO,handover_stress,1,9,0.11025,0.11025,0.11025,0,0,0,0,0
1792,HO/MRO,handover_stress,1,11,0.11025,0.11025,0.11025,0,0,0,0,0
1793,HO/MRO,handover_stress,1,12,0.11025,0.11025,0.11025,0,0,0,0,0
1794,HO/MRO,handover_stress,1,13,0.11025,0.11025,0.11025,0,0,0,0,0
1795,HO/MRO,handover_stress,1,15,0.11025,0.11025,0.11025,0,0,0,0,0
1796,HO/MRO,handover_stress,1,16,0.11025,0.11025,0.11025,0,0,0,0,0
1797,HO/MRO,handover_stress,1,17,0.11025,0.11025,0.11025,0,0,0,0,0
1798,HO/MRO,handover_stress,1,18,0.11025,0.11025,0.11025,0,0,0,0,0
1799,HO/MRO,handover_stress,1,19,0.11025,0.11025,0.11025,0,0,0,0,0
1800,HO/MRO,handover_stress,1,20,0.11025,0.11025,0.11025,0,0,0,0,0
1801,HO/MRO,handover_stress,1,21,0.11025,0.11025,0.11025,0,0,0,0,0
1812,HO/MRO,outage_sector,1,2,0.11025,0.11025,0.11025,0,0,0,0,0
1813,HO/MRO,outage_sector,1,5,0.11025,0.11025,0.11025,0,0,0,0,0
1816,HO/MRO,degraded_sector,2,2,0.13425,0.13425,0.13425,0,0,0,0,0
1817,HO/MRO,degraded_sector,2,9,0.11025,0.11025,0.11025,0,0,0,0,0
1818,HO/MRO,degraded_sector,2,10,0.11025,0.11025,0.11025,0,0,0,0,0
1819,HO/MRO,handover_stress,2,1,0.11025,0.11025,0.11025,0,0,0,0,0
1820,HO/MRO,handover_stress,2,3,0.11025,0.11025,0.11025,0,0,0,0,0
1821,HO/MRO,handover_stress,2,5,0.11025,0.11025,0.11025,0,0,0,0,0
1822,HO/MRO,handover_stress,2,8,0.11025,0.11025,0.11025,0,0,0,0,0
1823,HO/MRO,handover_stress,2,9,0.11025,0.11025,0.11025,0,0,0,0,0
1824,HO/MRO,handover_stress,2,10,0.11025,0.11025,0.11025,0,0,0,0,0
1825,HO/MRO,handover_stress,2,12,0.11025,0.11025,0.11025,0,0,0,0,0
1826,HO/MRO,handover_stress,2,13,0.11025,0.11025,0.11025,0,0,0,0,0
1827,HO/MRO,handover_stress,2,16,0.11025,0.11025,0.11025,0,0,0,0,0
1828,HO/MRO,handover_stress,2,17,0.11025,0.11025,0.11025,0,0,0,0,0
1829,HO/MRO,handover_stress,2,18,0.11025,0.11025,0.11025,0,0,0,0,0
1830,HO/MRO,handover_stress,2,19,0.11025,0.11025,0.11025,0,0,0,0,0
1831,HO/MRO,handover_stress,2,20,0.11025,0.11025,0.11025,0,0,0,0,0
1832,HO/MRO,handover_stress,2,21,0.11025,0.11025,0.11025,0,0,0,0,0
1841,HO/MRO,overload,2,2,0.13425,0.13425,0.13425,0,0,0,0,1
1842,HO/MRO,overload,2,5,0,0.13425,0,-0.13425,0,0,1,1
1843,HO/MRO,overload,2,15,0.11025,0.11025,0.11025,0,0,0,0,1
1844,HO/MRO,degraded_sector,3,3,0.11025,0.11025,0.11025,0,0,0,0,0
1845,HO/MRO,degraded_sector,3,13,0.11025,0.11025,0.11025,0,0,0,0,0
1862,HO/MRO,overload,3,2,0,0.11025,0,-0.11025,0,0,1,1
1882,HO/MRO,mixed_conflict,4,2,0.13425,0.13425,0.13425,0,0,0,0,1
1883,HO/MRO,mixed_conflict,4,5,0.13425,0.13425,0.13425,0,0,0,0,1
1904,HO/MRO,low_load,5,16,0.13425,0.13425,0.13425,0,0,0,0,0
1907,HO/MRO,mixed_conflict,5,12,0.13425,0.13425,0.13425,0,0,0,0,1
1941,HO/MRO,outage_sector,6,5,0.11025,0.11025,0.11025,0,0,0,0,0
1942,HO/MRO,outage_sector,6,9,0.11025,0.11025,0.11025,0,0,0,0,0
1943,HO/MRO,outage_sector,6,17,0.11025,0.11025,0.11025,0,0,0,0,0
1970,HO/MRO,normal,7,1,0.11025,0.11025,0.11025,0,0,0,0,0
1971,HO/MRO,normal,7,2,0.11025,0.11025,0.11025,0,0,0,0,0
1972,HO/MRO,normal,7,19,0.11025,0.11025,0.11025,0,0,0,0,0
1973,HO/MRO,normal,7,20,0.11025,0.11025,0.11025,0,0,0,0,0
2004,HO/MRO,overload,8,16,0,0.13425,0,-0.13425,0,0,1,1
2005,HO/MRO,degraded_sector,9,10,0.11025,0.11025,0.11025,0,0,0,0,0
2031,HO/MRO,normal,9,13,0.11025,0.11025,0.11025,0,0,0,0,0
2032,HO/MRO,normal,9,16,0.13425,0.13425,0.13425,0,0,0,0,0
2036,HO/MRO,overload,9,2,0.11025,0.11025,0.11025,0,0,0,0,0
2037,HO/MRO,overload,9,9,0.13425,0.13425,0.13425,0,0,0,0,1
2057,HO/MRO,normal,10,2,0.11025,0.11025,0.11025,0,0,0,0,0
2058,HO/MRO,normal,10,13,0.11025,0.11025,0.11025,0,0,0,0,0
2091,HO/MRO,low_load_energy_saving_candidate,11,6,0.11025,0.11025,0.11025,0,0,0,0,0
2141,HO/MRO,handover_stress,13,1,0.11025,0.11025,0.11025,0,0,0,0,0
2142,HO/MRO,handover_stress,13,2,0.13425,0.13425,0.13425,0,0,0,0,0
2143,HO/MRO,handover_stress,13,3,0.11025,0.11025,0.11025,0,0,0,0,0
2144,HO/MRO,handover_stress,13,5,0.11025,0.11025,0.11025,0,0,0,0,0
2145,HO/MRO,handover_stress,13,8,0.11025,0.11025,0.11025,0,0,0,0,0
2146,HO/MRO,handover_stress,13,9,0.11025,0.11025,0.11025,0,0,0,0,0
2147,HO/MRO,handover_stress,13,12,0.11025,0.11025,0.11025,0,0,0,0,0
2148,HO/MRO,handover_stress,13,13,0.11025,0.11025,0.11025,0,0,0,0,0
2149,HO/MRO,handover_stress,13,14,0.11025,0.11025,0.11025,0,0,0,0,0
2150,HO/MRO,handover_stress,13,16,0.11025,0.11025,0.11025,0,0,0,0,0
2151,HO/MRO,handover_stress,13,17,0.11025,0.11025,0.11025,0,0,0,0,0
2152,HO/MRO,handover_stress,13,20,0.11025,0.11025,0.11025,0,0,0,0,0
2153,HO/MRO,low_load,13,2,0.11025,0.11025,0.11025,0,0,0,0,0
2154,HO/MRO,low_load,13,9,0.11025,0.11025,0.11025,0,0,0,0,0
2155,HO/MRO,low_load,13,13,0.11025,0.11025,0.11025,0,0,0,0,0
2157,HO/MRO,mixed_conflict,13,10,0.13425,0.13425,0.13425,0,0,0,0,1
2265,HO/MRO,low_load,17,3,0.11025,0.11025,0.11025,0,0,0,0,0
2266,HO/MRO,low_load_energy_saving_candidate,17,20,0.13425,0.13425,0.13425,0,0,0,0,0
2267,HO/MRO,mixed_conflict,17,1,0,0.11025,0,-0.11025,0,0,1,1
2268,HO/MRO,mixed_conflict,17,9,0.13425,0.13425,0.13425,0,0,0,0,1
2270,HO/MRO,outage_sector,17,2,0.11025,0.11025,0.11025,0,0,0,0,0
2271,HO/MRO,outage_sector,17,12,0.11025,0.11025,0.11025,0,0,0,0,0
2272,HO/MRO,outage_sector,17,20,0.11025,0.11025,0.11025,0,0,0,0,0
2275,HO/MRO,handover_stress,18,1,0.11025,0.11025,0.11025,0,0,0,0,0
2276,HO/MRO,handover_stress,18,2,0.11025,0.11025,0.11025,0,0,0,0,0
2277,HO/MRO,handover_stress,18,3,0.11025,0.11025,0.11025,0,0,0,0,0
2278,HO/MRO,handover_stress,18,5,0.11025,0.11025,0.11025,0,0,0,0,0
2279,HO/MRO,handover_stress,18,6,0.13425,0.13425,0.13425,0,0,0,0,0
2280,HO/MRO,handover_stress,18,7,0.11025,0.11025,0.11025,0,0,0,0,0
2281,HO/MRO,handover_stress,18,8,0.11025,0.11025,0.11025,0,0,0,0,0
2282,HO/MRO,handover_stress,18,9,0.11025,0.11025,0.11025,0,0,0,0,0
2283,HO/MRO,handover_stress,18,10,0.11025,0.11025,0.11025,0,0,0,0,0
2284,HO/MRO,handover_stress,18,12,0.11025,0.11025,0.11025,0,0,0,0,0
2285,HO/MRO,handover_stress,18,13,0.11025,0.11025,0.11025,0,0,0,0,0
2286,HO/MRO,handover_stress,18,15,0.11025,0.11025,0.11025,0,0,0,0,0
2287,HO/MRO,handover_stress,18,16,0.11025,0.11025,0.11025,0,0,0,0,0
2288,HO/MRO,handover_stress,18,18,0.11025,0.11025,0.11025,0,0,0,0,0
2289,HO/MRO,handover_stress,18,20,0.11025,0.11025,0.11025,0,0,0,0,0
2306,HO/MRO,handover_stress,19,1,0.11025,0.11025,0.11025,0,0,0,0,0
2307,HO/MRO,handover_stress,19,2,0.11025,0.11025,0.11025,0,0,0,0,1
2308,HO/MRO,handover_stress,19,3,0.11025,0.11025,0.11025,0,0,0,0,0
2309,HO/MRO,handover_stress,19,5,0.11025,0.11025,0.11025,0,0,0,0,0
2310,HO/MRO,handover_stress,19,6,0.11025,0.11025,0.11025,0,0,0,0,0
2311,HO/MRO,handover_stress,19,8,0.11025,0.11025,0.11025,0,0,0,0,0
2312,HO/MRO,handover_stress,19,9,0.11025,0.11025,0.11025,0,0,0,0,0
2313,HO/MRO,handover_stress,19,10,0.11025,0.11025,0.11025,0,0,0,0,0
2314,HO/MRO,handover_stress,19,12,0.11025,0.11025,0.11025,0,0,0,0,1
2315,HO/MRO,handover_stress,19,13,0.11025,0.11025,0.11025,0,0,0,0,0
2316,HO/MRO,handover_stress,19,15,0.11025,0.11025,0.11025,0,0,0,0,0
2317,HO/MRO,handover_stress,19,16,0.11025,0.11025,0.11025,0,0,0,0,0
2318,HO/MRO,handover_stress,19,17,0.11025,0.11025,0.11025,0,0,0,0,0
2319,HO/MRO,handover_stress,19,18,0.11025,0.11025,0.11025,0,0,0,0,0
2320,HO/MRO,handover_stress,19,19,0.11025,0.11025,0.11025,0,0,0,0,0
2321,HO/MRO,handover_stress,19,20,0.11025,0.11025,0.11025,0,0,0,0,0
2322,HO/MRO,handover_stress,19,21,0.11025,0.11025,0.11025,0,0,0,0,0
2328,HO/MRO,normal,19,1,0.11025,0.11025,0.11025,0,0,0,0,0
2329,HO/MRO,normal,19,2,0.11025,0.11025,0.11025,0,0,0,0,0
2330,HO/MRO,normal,19,16,0.11025,0.11025,0.11025,0,0,0,0,0
2331,HO/MRO,normal,19,17,0.11025,0.11025,0.11025,0,0,0,0,0
2336,HO/MRO,degraded_sector,20,5,0.11025,0.11025,0.11025,0,0,0,0,0
2337,HO/MRO,degraded_sector,20,16,0.11025,0.11025,0.11025,0,0,0,0,0
2357,HO/MRO,low_load,20,4,0.11025,0.11025,0.11025,0,0,0,0,0
2358,HO/MRO,low_load,20,9,0.13425,0.13425,0.13425,0,0,0,0,0
2359,HO/MRO,low_load_energy_saving_candidate,20,2,0.11025,0.11025,0.11025,0,0,0,0,0
2360,HO/MRO,low_load_energy_saving_candidate,20,10,0.11025,0.11025,0.11025,0,0,0,0,0
2361,HO/MRO,low_load_energy_saving_candidate,20,13,0.11025,0.11025,0.11025,0,0,0,0,0
2364,HO/MRO,outage_sector,20,6,0.11025,0.11025,0.11025,0,0,0,0,0
2383,HO/MRO,low_load_energy_saving_candidate,21,1,0.11025,0.11025,0.11025,0,0,0,0,0
2384,HO/MRO,low_load_energy_saving_candidate,21,9,0.13425,0.13425,0.13425,0,0,0,0,0
2385,HO/MRO,low_load_energy_saving_candidate,21,20,0.11025,0.11025,0.11025,0,0,0,0,0
2391,HO/MRO,outage_sector,21,15,0.11025,0.11025,0.11025,0,0,0,0,0
2392,HO/MRO,outage_sector,21,19,0.11025,0.11025,0.11025,0,0,0,0,0
