phaseName,fc_GHz,numSites,numSectors,numUE,plannedRadius_m,ISD_m,studyWindow_m,MAPL_dB,attachedUE,unattachedUE,attachRate,sinrThresholdUE,sinrThresholdUERatio,meanBestRSRP_dBm,medianBestRSRP_dBm,meanAttachedSINR_dB,medianAttachedSINR_dB,plannedCoverageRatio,plannedRSRPCoverageRatio,plannedSINRThresholdRatio,studyCoverageRatio
Phase_1B_7site21sector_RF_validation,2.6,7,21,500,462.120006070291,800.415329707782,5681.40901100133,126,491,9,0.982,494,0.988,-88.001515366455,-88.9004575372674,8.94319075626261,7.9349046678492,0.978067387158296,0.999682136045772,0.978385251112524,0.182479338842975
