dataset_id,scenario_id,realization_id,scenario_name,traffic_mode,impaired_sector_id,impaired_sector_status,ue_seed,shadowing_seed,traffic_seed,num_sites,num_sectors,num_ues,attached_ues,unattached_ues,attach_rate,active_ues,active_attached_ues,active_attach_rate,coverage_ratio,sinr_threshold_ratio,total_offered_traffic_Mbps,total_served_traffic_Mbps,total_unserved_traffic_Mbps,mean_ue_throughput_Mbps,median_ue_throughput_Mbps,qos_satisfied_ues,qos_satisfaction_ratio,overloaded_sector_count,mean_sector_load,max_sector_load,jain_fairness_index,mean_best_RSRP_dBm,mean_best_SINR_dB,boundary_ue_count,boundary_ue_ratio,handover_risk_score,es_candidate_sector_count,outage_scenario_label,degraded_scenario_label,overload_scenario_label,handover_stress_label,energy_saving_candidate_label
26,2,5,low_load,low_load,0,normal,21105,21205,21305,7,21,500,485,15,0.97,25,25,1,0.97,0.98,43.2481717151083,43.2481717151083,0,0.0864963434302166,0,25,1,0,0.0464224591467946,0.140882595639537,0.043672437088216,-88.7205076294617,8.34333142754651,75,0.154639175257732,0.154639175257732,0,0,0,0,0,0
27,2,6,low_load,low_load,0,normal,21106,21206,21306,7,21,500,487,13,0.974,25,25,1,0.974,0.984,42.1461657234076,42.1461657234076,0,0.0842923314468152,0,25,1,0,0.0558869034822005,0.213177942118441,0.0421199554593412,-88.3947138808442,8.54580216754831,80,0.164271047227926,0.164271047227926,0,0,0,0,0,0
28,2,7,low_load,low_load,0,normal,21107,21207,21307,7,21,500,490,10,0.98,25,25,1,0.98,0.99,48.9403356079973,48.9403356079973,0,0.0978806712159946,0,25,1,0,0.0536663637612603,0.146955322016627,0.0468344154920448,-88.9112868701257,8.2625037659447,82,0.16734693877551,0.16734693877551,0,0,0,0,0,0
29,2,8,low_load,low_load,0,normal,21108,21208,21308,7,21,500,484,16,0.968,25,23,0.92,0.968,0.974,48.7256749185636,43.5700898433722,5.15558507519143,0.0871401796867443,0,23,0.92,0,0.0498734585796176,0.156913277606961,0.0391784973030021,-88.3232602089586,8.92543671655402,70,0.144628099173554,0.144628099173554,0,0,0,0,0,0
30,2,9,low_load,low_load,0,normal,21109,21209,21309,7,21,500,488,12,0.976,25,25,1,0.976,0.98,41.3896504008323,41.3896504008323,0,0.0827793008016646,0,25,1,0,0.0420244804490263,0.180762144255998,0.0426085077126392,-87.9762242256744,9.20529640917758,88,0.180327868852459,0.180327868852459,0,0,0,0,0,0
31,2,10,low_load,low_load,0,normal,21110,21210,21310,7,21,500,486,14,0.972,25,24,0.96,0.972,0.976,36.4270203699616,34.6504721675245,1.77654820243713,0.0693009443350489,0,24,0.96,0,0.0412339173917158,0.151975355072823,0.040936374828686,-89.4543690313333,7.70547157997826,88,0.181069958847737,0.181069958847737,0,0,0,0,0,0
32,2,11,low_load,low_load,0,normal,21111,21211,21311,7,21,500,485,15,0.97,25,24,0.96,0.97,0.98,43.6502591973449,41.1124013573639,2.537857839981,0.0822248027147278,0,24,0.96,0,0.0439908132199562,0.138773051833391,0.0414666365452183,-88.1355494261157,8.91736419357702,87,0.179381443298969,0.179381443298969,0,0,0,0,0,0
33,2,12,low_load,low_load,0,normal,21112,21212,21312,7,21,500,490,10,0.98,25,25,1,0.98,0.988,45.9686117965604,45.9686117965604,0,0.0919372235931208,0,25,1,0,0.0523488712223195,0.147716844524964,0.0440946152318423,-88.5399850510173,8.1545977224478,92,0.187755102040816,0.187755102040816,0,0,0,0,0,0
34,2,13,low_load,low_load,0,normal,21113,21213,21313,7,21,500,490,10,0.98,25,24,0.96,0.98,0.984,44.0653980627746,41.1022488210622,2.96314924171235,0.0822044976421245,0,24,0.96,0,0.0476510233445015,0.156512010474692,0.0422381405015628,-88.4443828653893,8.52130656881279,87,0.177551020408163,0.177551020408163,0,0,0,0,0,0
35,2,14,low_load,low_load,0,normal,21114,21214,21314,7,21,500,490,10,0.98,25,25,1,0.98,0.984,46.9617902316564,46.9617902316564,0,0.0939235804633128,0,25,1,0,0.0524064308960586,0.17443266159041,0.0432379541878865,-87.9903614615677,9.00020395051335,76,0.155102040816327,0.155102040816327,0,0,0,0,0,0
