sector_id,site_id,azimuth_deg,attached_ue_count,active_ue_count,active_attached_ue_count,offered_traffic_Mbps,served_traffic_Mbps,unserved_traffic_Mbps,sector_capacity_Mbps,sector_load_ratio,mean_RSRP_dBm,median_RSRP_dBm,mean_SINR_dB,median_SINR_dB,mean_UE_throughput_Mbps,median_UE_throughput_Mbps,qos_satisfaction_ratio,overload_flag,scenario_name,realization_id,phase_tag
20,7,150,24,12,12,96.1403303972504,36.9178942322209,59.2224361650296,36.9178942322209,2.60416614751938,-87.8824426390795,-91.0748166200848,7.13751365183867,5.65162117722681,3.07649118601841,3.10499996849427,0,1,mixed_conflict,18,pre
21,7,270,24,5,5,48.7041090437275,42.4531156523844,6.25099339134309,42.4531156523844,1.14724463199657,-91.9174881408667,-89.8389004826161,7.82822769458776,7.72632532803088,8.49062313047688,8.71366712853316,1,1,mixed_conflict,18,pre
1,1,30,19,8,8,55.8369526583072,42.0269422560369,13.8100104022703,42.0269422560369,1.32859898105689,-84.8481161057281,-85.4524171147558,7.83823464504955,6.93094663518369,5.25336778200461,5.21263126055604,0,1,mixed_conflict,18,post
2,1,150,29,5,5,35.8288248613535,32.1539547060031,3.67487015535037,32.1539547060031,1.11428983429725,-87.8302687071612,-87.2855680186354,5.29774028133989,4.43119226566383,6.43079094120062,6.64380118112267,1,1,mixed_conflict,18,post
3,1,270,24,9,9,63.4405674123504,32.0399955180493,31.4005718943011,32.0399955180493,1.98004295526858,-87.6767946766673,-85.9913014584267,5.30647104171978,5.1855718469959,3.55999950200548,3.84454062316667,0,1,mixed_conflict,18,post
4,2,30,29,7,7,52.1054992659956,52.1054992659956,0,59.0105089373358,0.882986779885719,-87.8428555449377,-88.5985957800946,13.0732194490522,12.935415258353,7.44364275228509,6.64706295459911,1,1,mixed_conflict,18,post
5,2,150,25,9,9,65.450635147813,28.0646736701027,37.3859614777103,28.0646736701027,2.33213597696443,-88.3990621994736,-89.8775879196848,4.30089281486679,2.99525371440951,3.11829707445586,2.4743001441588,0,1,mixed_conflict,18,post
6,2,270,22,6,6,28.2337732933859,28.2337732933859,0,38.9282537852501,0.725277158568146,-89.9467229012798,-90.3408771618978,7.07598272620211,5.98486475740322,4.70562888223098,3.99326470457465,1,0,mixed_conflict,18,post
7,3,30,24,7,7,61.368335151641,52.9840225908868,8.3843125607542,52.9840225908868,1.15824228042278,-90.4975130345033,-90.6147052455692,11.2825121392949,9.99875641786623,7.5691460844124,7.1382733400557,1,1,mixed_conflict,18,post
8,3,150,25,5,5,47.84788962277,38.4445823853313,9.40330723743863,38.4445823853313,1.24459381931084,-90.1084884245436,-91.2609498890336,6.93552242034689,5.56307542853592,7.68891647706627,7.44658053719168,1,1,mixed_conflict,18,post
9,3,270,16,3,3,12.400525787825,12.400525787825,0,34.5790807996612,0.358613517220692,-88.9797006595351,-89.6663374911818,5.80970550276538,5.63274420624324,4.13350859594166,3.73336092450961,1,0,mixed_conflict,18,post
10,4,30,23,3,3,22.4174110982976,22.4174110982976,0,36.4578546831939,0.614885634195898,-90.1571124599538,-90.7698604160613,6.63296297518692,5.18014585059427,7.47247036609919,7.27399430673733,1,0,mixed_conflict,18,post
11,4,150,21,7,7,52.9940987017415,39.6228906505317,13.3712080512098,39.6228906505317,1.33746170033736,-91.9912430222413,-92.9261004804863,7.33771668370368,4.74536221619409,5.66041295007595,4.75228916974877,0,1,mixed_conflict,18,post
12,4,270,16,3,3,20.2170605736402,20.2170605736402,0,32.6628898065247,0.618961172553743,-87.5737051578006,-87.1714969662608,5.38012208789947,4.6267802264795,6.73902019121342,5.21609459724831,1,0,mixed_conflict,18,post
13,5,30,26,11,11,70.4935774948111,34.151382985175,36.3421945096362,34.151382985175,2.064150008959,-88.6236842339021,-88.6847879543569,5.62439289243639,3.25184123854784,3.10467118047045,2.53947421715429,0,1,mixed_conflict,18,post
14,5,150,29,5,5,33.7534410986484,33.7534410986484,0,51.7255641016802,0.652548535426257,-88.0332618990378,-90.1861118149191,11.0705020575361,11.1688598181924,6.75068821972968,7.87829219374973,1,0,mixed_conflict,18,post
15,5,270,28,4,4,28.5122527937541,28.5122527937541,0,41.6178855622377,0.685096140963608,-89.3161495888756,-89.3356470412984,7.90867408421146,5.81308500964126,7.12806319843852,7.23628825253937,1,0,mixed_conflict,18,post
16,6,30,23,9,9,69.0973667137481,42.5596869734047,26.5376797403434,42.5596869734047,1.62354029429132,-88.2083589693363,-89.3689231063096,8.51623657809177,7.51167206260302,4.72885410815608,4.61572709551956,0,1,mixed_conflict,18,post
17,6,150,24,11,11,76.1726960376562,40.5971532878089,35.5755427498474,40.5971532878089,1.87630633846759,-89.6381514259012,-91.6872343531765,8.15734601908933,5.60003068178874,3.69065029889171,2.99060336745613,0,1,mixed_conflict,18,post
18,6,270,16,6,6,50.3249158860311,28.5564343900379,21.7684814959932,28.5564343900379,1.76229690299106,-96.3680624554107,-98.6416970469226,4.10839123518328,1.71752838135232,4.75940573167298,4.87077487126704,0,1,mixed_conflict,18,post
19,7,30,21,7,7,44.6537202953045,44.6537202953045,0,56.1213204931505,0.795664105956923,-85.9193687422156,-85.278623332127,12.143203923885,13.8701418664967,6.37910289932922,5.42612301551197,1,0,mixed_conflict,18,post
20,7,150,24,12,12,96.1403303972504,36.8360175518607,59.3043128453897,36.8360175518607,2.60995451698589,-87.8824426390795,-91.0748166200848,7.11292392523787,5.6502401749663,3.06966812932173,3.09811368488504,0,1,mixed_conflict,18,post
21,7,270,24,5,5,48.7041090437275,42.3536761875198,6.35043285620769,42.3536761875198,1.1499381736804,-91.9174881408667,-89.8389004826161,7.80379884366539,7.72029284887334,8.47073523750396,8.69325679155425,1,1,mixed_conflict,18,post
1,1,30,16,2,2,5.75556564349405,5.75556564349405,0,39.5116540795522,0.145667544869316,-86.4038023179731,-85.6316912029868,7.25274171914151,5.79817262949824,2.87778282174702,2.87778282174702,1,0,outage_sector,18,pre
2,1,150,21,4,4,16.7953927916781,16.7953927916781,0,44.9489728981948,0.373654651235705,-85.3758326901303,-85.7499130982903,9.09870520572803,8.09607297967678,4.19884819791954,3.99112763343517,1,0,outage_sector,18,pre
3,1,270,25,3,3,15.8257695425795,15.8257695425795,0,40.7413156181507,0.388445225748402,-86.1294787452114,-87.1605200712627,7.63108969522673,7.23998558254108,5.27525651419315,4.46341010479251,1,0,outage_sector,18,pre
4,2,30,23,3,3,16.0494635737587,16.0494635737587,0,48.1915439722201,0.333034849080793,-91.2821931123033,-89.8809210855444,9.67175006743352,8.30548584531298,5.3498211912529,6.43190847536016,1,0,outage_sector,18,pre
5,2,150,18,4,4,14.9235275165139,14.9235275165139,0,46.6063296342319,0.320203878606926,-84.7517482499031,-82.0233826404722,8.87929672155894,7.99467919485794,3.73088187912848,3.58849053375979,1,0,outage_sector,18,pre
6,2,270,29,5,5,28.052818947918,28.052818947918,0,35.942195394463,0.780498203853171,-90.9627952862435,-93.5636361120972,6.43888715951001,5.05977912608987,5.61056378958361,6.1286756859619,1,0,outage_sector,18,pre
7,3,30,23,3,3,15.2983245574534,15.2983245574534,0,54.3017232875435,0.281728159462717,-87.2268579621864,-86.9252183053554,11.7018594765527,11.1592146661703,5.09944151915113,4.75103024443989,1,0,outage_sector,18,pre
8,3,150,20,5,5,24.7882306450545,24.7882306450545,0,52.1437430818608,0.475382647658019,-85.4896652775462,-84.9372342202253,10.4998557102361,10.1117925529034,4.9576461290109,5.33486405380336,1,0,outage_sector,18,pre
9,3,270,29,5,5,25.1375175392527,25.1375175392527,0,33.2663721964621,0.755643488589539,-88.1432424544064,-88.3509967632728,5.54330671407713,3.00942262629024,5.02750350785054,4.57527906703676,1,0,outage_sector,18,pre
10,4,30,25,3,3,12.4910293468352,12.4910293468352,0,31.3355647395642,0.398621484905426,-90.7258383867029,-90.8710051836316,4.96133783884884,3.94142918963471,4.16367644894506,4.3037681197499,1,0,outage_sector,18,pre
11,4,150,23,1,1,3.16923898075947,3.16923898075947,0,54.3006203468104,0.0583646919780655,-86.8880433080704,-87.2598775780755,11.4600327727629,11.121795253832,3.16923898075947,3.16923898075947,1,0,outage_sector,18,pre
12,4,270,21,3,3,11.3100799860176,11.3100799860176,0,29.5432772336904,0.382830919418781,-90.0684365704413,-90.1216313317641,4.96980051197127,2.5283912911899,3.77002666200588,2.24498223124185,1,0,outage_sector,18,pre
13,5,30,21,2,2,5.80493405570849,5.80493405570849,0,31.8632668761622,0.182182639283963,-88.2421228866614,-92.1111154860486,5.12481273051925,1.23945162086232,2.90246702785424,2.90246702785424,1,0,outage_sector,18,pre
14,5,150,38,9,9,49.6310315835823,49.6310315835823,0,53.4358593361159,0.928796358853313,-87.6221998130733,-89.6755898239156,11.1035363543563,10.6150131108034,5.51455906484248,5.7896534224481,1,1,outage_sector,18,pre
15,5,270,20,4,4,20.5925781633826,20.5925781633826,0,38.991629472753,0.528128176273642,-89.3648023048076,-88.6279152042064,7.31430868305739,4.11678647480206,5.14814454084565,5.54654227312464,1,0,outage_sector,18,pre
16,6,30,15,1,1,6.7835580835989,6.7835580835989,0,21.7479320596164,0.311917384374915,-90.8560150900579,-90.6082360610556,2.50446037187402,2.08051916522077,6.7835580835989,6.7835580835989,1,0,outage_sector,18,pre
17,6,150,40,6,6,30.8134299172589,30.8134299172589,0,51.1238271142118,0.602721502997437,-86.6574743951243,-87.5355700928835,10.9434686065398,9.5830076146023,5.13557165287648,5.65442022957671,1,0,outage_sector,18,pre
18,6,270,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,outage_sector,18,pre
19,7,30,26,2,2,3.40881032266815,3.40881032266815,0,46.3676253247461,0.0735170347584934,-88.0157679313351,-87.5627635306832,9.30115227461714,7.7612678866156,1.70440516133408,1.70440516133408,1,0,outage_sector,18,pre
20,7,150,22,4,4,22.7684439268576,22.7684439268576,0,38.2756206133098,0.594854990252991,-87.5764707228215,-88.4596048406226,7.34372536439472,5.64173052448922,5.69211098171439,5.74397162343828,1,0,outage_sector,18,pre
21,7,270,24,4,4,18.2388301807056,18.2388301807056,0,51.5945189860581,0.353503250716111,-88.70857426172,-87.7518051427937,10.9094960415753,10.8945929328502,4.55970754517641,4.50150150758332,1,0,outage_sector,18,pre
1,1,30,15,2,2,5.75556564349405,5.75556564349405,0,41.0517790373069,0.140202587524003,-85.5284982516794,-85.0730629645015,7.69986416224688,6.75201392657326,2.87778282174702,2.87778282174702,1,0,outage_sector,18,post
2,1,150,21,4,4,16.7953927916781,16.7953927916781,0,44.6007253291744,0.37657218952652,-85.3758326901303,-85.7499130982903,8.99128530531919,8.09320342645267,4.19884819791954,3.99112763343517,1,0,outage_sector,18,post
3,1,270,23,3,3,15.8257695425795,15.8257695425795,0,42.3938589657171,0.37330334932183,-85.3775654666763,-86.7076882710248,8.08224275501168,8.2994838444083,5.27525651419315,4.46341010479251,1,0,outage_sector,18,post
4,2,30,23,3,3,16.0494635737587,16.0494635737587,0,47.9402355833419,0.334780657175901,-91.2821931123033,-89.8809210855444,9.59842263652494,8.26758295616698,5.3498211912529,6.43190847536016,1,0,outage_sector,18,post
5,2,150,18,4,4,14.9235275165139,14.9235275165139,0,46.3095212709346,0.322256138844615,-84.7517482499031,-82.0233826404722,8.79846178916432,7.86412377332086,3.73088187912848,3.58849053375979,1,0,outage_sector,18,post
6,2,270,29,5,5,28.052818947918,28.052818947918,0,35.7544553301719,0.784596456270033,-90.9627952862435,-93.5636361120972,6.36215849166139,5.04427379508733,5.61056378958361,6.1286756859619,1,0,outage_sector,18,post
7,3,30,23,3,3,15.2983245574534,15.2983245574534,0,54.130947974887,0.282616971063406,-87.2268579621864,-86.9252183053554,11.6471401296472,11.0266915111845,5.09944151915113,4.75103024443989,1,0,outage_sector,18,post
8,3,150,20,5,5,24.7882306450545,24.7882306450545,0,52.1167491425572,0.475628872730534,-85.4896652775462,-84.9372342202253,10.488082571223,10.0809895373876,4.9576461290109,5.33486405380336,1,0,outage_sector,18,post
9,3,270,29,5,5,25.1375175392527,25.1375175392527,0,33.1497767796633,0.758301261161856,-88.1432424544064,-88.3509967632728,5.50754585594374,2.94886200424039,5.02750350785054,4.57527906703676,1,0,outage_sector,18,post
10,4,30,25,3,3,12.4910293468352,12.4910293468352,0,31.2986067183548,0.399092185132635,-90.7258383867029,-90.8710051836316,4.95050149706208,3.94027683536598,4.16367644894506,4.3037681197499,1,0,outage_sector,18,post
11,4,150,23,1,1,3.16923898075947,3.16923898075947,0,54.2810556370929,0.0583857285670357,-86.8880433080704,-87.2598775780755,11.4547009069857,11.1215666588369,3.16923898075947,3.16923898075947,1,0,outage_sector,18,post
12,4,270,21,3,3,11.3100799860176,11.3100799860176,0,29.4961088600108,0.383443119216013,-90.0684365704413,-90.1216313317641,4.9468783357228,2.52829823113164,3.77002666200588,2.24498223124185,1,0,outage_sector,18,post
13,5,30,21,2,2,5.80493405570849,5.80493405570849,0,31.821437923209,0.182422116490049,-88.2421228866614,-92.1111154860486,5.10934816358348,1.23930505834502,2.90246702785424,2.90246702785424,1,0,outage_sector,18,post
14,5,150,38,9,9,49.6310315835823,49.6310315835823,0,53.4291188516619,0.928913533486779,-87.6221998130733,-89.6755898239156,11.1018299639446,10.6150131108034,5.51455906484248,5.7896534224481,1,1,outage_sector,18,post
15,5,270,17,4,4,20.5925781633826,20.5925781633826,0,43.1365696595442,0.477380986154202,-87.7948115717332,-87.8514589935862,8.51873029604033,5.595662618378,5.14814454084565,5.54654227312464,1,0,outage_sector,18,post
16,6,30,21,2,2,10.6093349933541,10.6093349933541,0,18.7788826294593,0.564960929928319,-89.8246935836685,-88.6919763530476,1.44650677967459,0.400059818058953,5.30466749667705,5.30466749667705,1,0,outage_sector,18,post
17,6,150,42,6,6,30.8134299172589,30.8134299172589,0,49.5232222642271,0.622201636090164,-87.3791103973093,-88.3745347197072,10.4342216908487,9.5830076146023,5.13557165287648,5.65442022957671,1,0,outage_sector,18,post
18,6,270,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,outage_sector,18,post
19,7,30,24,2,2,3.40881032266815,3.40881032266815,0,48.4069006442697,0.0704199252027857,-87.5119412204052,-86.3427839509883,9.89426066233364,8.2321122743841,1.70440516133408,1.70440516133408,1,0,outage_sector,18,post
20,7,150,18,3,3,18.9426670171024,18.9426670171024,0,41.8496677953179,0.452636018755247,-86.1100234768738,-86.4865378993176,8.33552968350448,6.53041434406811,6.31422233903412,7.66216633712135,1,0,outage_sector,18,post
21,7,270,24,4,4,18.2388301807056,18.2388301807056,0,51.1921493887658,0.356281781454329,-88.70857426172,-87.7518051427937,10.7611959022493,10.6803596328541,4.55970754517641,4.50150150758332,1,0,outage_sector,18,post
1,1,30,5,2,2,11.0812657388784,11.0812657388784,0,22.4618043223627,0.493338183337569,-91.8749925926799,-94.4664399629198,2.57858668628164,0.957519886228622,5.54063286943919,5.54063286943919,1,0,mixed_conflict,1,pre
2,1,150,23,11,11,87.8472983665134,32.6451641947881,55.2021341717252,32.6451641947881,2.69097431528736,-87.5663496837532,-87.9855233188891,5.28966082400437,3.52180472787904,2.96774219952619,3.15011858753306,0,1,mixed_conflict,1,pre
3,1,270,23,7,7,59.5442498665709,38.7939619227452,20.7502879438257,38.7939619227452,1.53488447468057,-85.9716630892401,-85.9231074394766,6.93110750248947,5.40552075967983,5.54199456039216,6.57064338746337,0,1,mixed_conflict,1,pre
4,2,30,21,4,4,28.8082989700319,28.8082989700319,0,44.8389597528019,0.642483659943331,-90.0595530318831,-90.6114395975415,8.90683160243823,6.64303620238364,7.20207474250797,6.58896639447184,1,0,mixed_conflict,1,pre
5,2,150,21,4,4,29.3897165898126,29.3897165898126,0,39.8259840946111,0.737953305058176,-86.931690583269,-89.0881864688526,7.88555769231596,5.06978589037344,7.34742914745315,7.86827123101739,1,0,mixed_conflict,1,pre
6,2,270,28,8,8,68.4482796202523,39.8993143390167,28.5489652812356,39.8993143390167,1.7155252102495,-86.631881415715,-88.3777966308564,8.14667511528665,4.43882832895222,4.98741429237709,4.98309371653125,0,1,mixed_conflict,1,pre
7,3,30,19,6,6,46.3385068202128,46.3385068202128,0,60.8585430263118,0.761413345044732,-85.1676333202158,-88.1774770391069,13.7864397574539,12.9046424400594,7.72308447003547,7.07674064526057,1,0,mixed_conflict,1,pre
8,3,150,39,9,9,66.4951066120257,42.6290406910545,23.8660659209712,42.6290406910545,1.55985463275929,-87.1681482201931,-88.2688388729904,8.43825835685661,8.08565037042396,4.73656007678383,4.27509480159906,0,1,mixed_conflict,1,pre
9,3,270,17,6,6,30.1213532695651,30.1213532695651,0,38.2189501032694,0.788126130837602,-88.880797149914,-91.1177520519595,7.19158329370633,4.06855312944181,5.02022554492752,4.49220341236571,1,0,mixed_conflict,1,pre
10,4,30,22,8,8,57.125008210361,50.7104464859713,6.41456172438971,50.7104464859713,1.1264938916711,-87.7158886001798,-89.6640356070891,10.4654764517511,10.4338698720901,6.33880581074641,5.91138548496029,1,1,mixed_conflict,1,pre
11,4,150,32,8,8,64.2414684416928,51.7827647304779,12.4587037112149,51.7827647304779,1.24059556835292,-87.5757959346112,-89.1964098912459,11.5930496623366,9.66138541887779,6.47284559130973,6.08179109177581,1,1,mixed_conflict,1,pre
12,4,270,23,7,7,52.4019689576949,33.6489403403879,18.753028617307,33.6489403403879,1.55731409154654,-88.4592834790955,-88.9483138747009,5.86833188715806,4.6061648763522,4.80699147719827,3.46615716643041,0,1,mixed_conflict,1,pre
13,5,30,24,13,13,104.931573466253,31.7858465719912,73.1457268942618,31.7858465719912,3.30120430263184,-89.2754156567391,-91.4891127344952,5.04499650344078,2.49821969469681,2.4450651209224,2.44256618839488,0,1,mixed_conflict,1,pre
14,5,150,28,9,9,72.5890422004517,46.4376062452982,26.1514359551535,46.4376062452982,1.56315211031795,-91.5058319630357,-91.9364461874902,9.21116816031684,8.65643190014828,5.15973402725535,5.5683853742901,0,1,mixed_conflict,1,pre
15,5,270,23,4,4,23.0404499961233,23.0404499961233,0,43.0337312855077,0.535404421319204,-88.948678386053,-90.7459648678099,8.26249865532061,7.31548466113244,5.76011249903084,4.59731740837612,1,0,mixed_conflict,1,pre
16,6,30,27,11,11,77.5707372084471,44.2291621621631,33.3415750462839,44.2291621621631,1.75383691248863,-85.6878979827029,-88.1749164025952,8.44899971198769,6.17029709749985,4.02083292383301,4.61075992933079,0,1,mixed_conflict,1,pre
17,6,150,15,3,3,18.8120213395664,18.8120213395664,0,34.3473604911919,0.547699184756585,-89.7790190040487,-90.9877797721949,5.96686466710147,3.17780380413494,6.27067377985545,6.60479849627508,1,0,mixed_conflict,1,pre
18,6,270,18,5,5,27.1046556971762,27.1046556971762,0,41.5897775224082,0.651714370979081,-89.6549589441165,-93.5154166971248,8.40402813641177,6.11277718321139,5.42093113943524,4.8169911411592,1,0,mixed_conflict,1,pre
19,7,30,24,6,6,49.1186349331557,48.1646441421585,0.953990790997161,48.1646441421585,1.0198068688763,-86.6079347905434,-86.7580559038353,9.71692389124434,9.85091930363519,8.02744069035975,9.22094366942842,1,1,mixed_conflict,1,pre
20,7,150,22,4,4,32.6433228513193,32.6433228513193,0,36.980450032237,0.882718377490352,-89.353034941725,-89.3876692999566,6.4989169376815,5.73926336079403,8.16083071282981,8.4698393559002,1,1,mixed_conflict,1,pre
21,7,270,31,8,8,59.7190148145163,51.7187767377685,8.00023807674775,51.7187767377685,1.15468730278196,-89.346728787685,-89.1035652716316,11.0923841706951,10.6069760224536,6.46484709222106,6.58896521101708,1,1,mixed_conflict,1,pre
1,1,30,5,2,2,11.0812657388784,11.0812657388784,0,22.4618043223627,0.493338183337569,-91.8749925926799,-94.4664399629198,2.57858668628164,0.957519886228622,5.54063286943919,5.54063286943919,1,0,mixed_conflict,1,post
2,1,150,22,10,10,77.163558919357,33.5061402491612,43.6574186701958,33.5061402491612,2.30296770518916,-87.2086084099335,-87.819034717424,5.53593514302478,3.58597152780263,3.35061402491612,3.52223318640655,0,1,mixed_conflict,1,post
3,1,270,23,7,7,59.5442498665709,38.7939619227452,20.7502879438257,38.7939619227452,1.53488447468057,-85.9716630892401,-85.9231074394766,6.93110750248947,5.40552075967983,5.54199456039216,6.57064338746337,0,1,mixed_conflict,1,post
4,2,30,21,4,4,28.8082989700319,28.8082989700319,0,44.8389597528019,0.642483659943331,-90.0595530318831,-90.6114395975415,8.90683160243823,6.64303620238364,7.20207474250797,6.58896639447184,1,0,mixed_conflict,1,post
5,2,150,18,4,4,29.3897165898126,29.3897165898126,0,44.1588206222572,0.66554577716687,-85.6578472443715,-86.0146340411875,9.21597907134928,7.71365500123945,7.34742914745315,7.86827123101739,1,0,mixed_conflict,1,post
6,2,270,28,8,8,68.4482796202523,39.8993143390167,28.5489652812356,39.8993143390167,1.7155252102495,-86.631881415715,-88.3777966308564,8.14667511528665,4.43882832895222,4.98741429237709,4.98309371653125,0,1,mixed_conflict,1,post
7,3,30,18,6,6,46.3385068202128,46.3385068202128,0,63.2880466966533,0.732184183884178,-85.1733642889651,-88.7696375554295,14.4826504299777,13.2408893929987,7.72308447003547,7.07674064526057,1,0,mixed_conflict,1,post
8,3,150,40,9,9,66.4951066120257,41.8349196313403,24.6601869806854,41.8349196313403,1.58946418919881,-87.1500741564484,-87.9122909157747,8.19048186691591,7.09763833777486,4.64832440348225,4.19545559885863,0,1,mixed_conflict,1,post
9,3,270,18,6,6,30.1213532695651,30.1213532695651,0,36.7234941396665,0.820220242523977,-89.1223186629632,-91.6102785523351,6.72257842489494,3.73810687461294,5.02022554492752,4.49220341236571,1,1,mixed_conflict,1,post
10,4,30,22,8,8,57.125008210361,50.7104464859713,6.41456172438971,50.7104464859713,1.1264938916711,-87.7158886001798,-89.6640356070891,10.4654764517511,10.4338698720901,6.33880581074641,5.91138548496029,1,1,mixed_conflict,1,post
11,4,150,32,8,8,64.2414684416928,51.7827647304779,12.4587037112149,51.7827647304779,1.24059556835292,-87.5757959346112,-89.1964098912459,11.5930496623366,9.66138541887779,6.47284559130973,6.08179109177581,1,1,mixed_conflict,1,post
12,4,270,23,7,7,52.4019689576949,33.6489403403879,18.753028617307,33.6489403403879,1.55731409154654,-88.4592834790955,-88.9483138747009,5.86833188715806,4.6061648763522,4.80699147719827,3.46615716643041,0,1,mixed_conflict,1,post
13,5,30,24,13,13,104.931573466253,31.7858465719912,73.1457268942618,31.7858465719912,3.30120430263184,-89.2754156567391,-91.4891127344952,5.04499650344078,2.49821969469681,2.4450651209224,2.44256618839488,0,1,mixed_conflict,1,post
14,5,150,26,8,8,65.4275329166584,49.0139082007989,16.4136247158595,49.0139082007989,1.33487688124392,-91.2508839256026,-91.9364461874902,9.95698329085907,9.13538596339132,6.12673852509987,6.54275442224656,0,1,mixed_conflict,1,post
15,5,270,24,4,4,23.0404499961233,23.0404499961233,0,41.7854276136647,0.551399167411862,-88.8485784533587,-90.5885094052012,7.90124501455298,7.02275936449964,5.76011249903084,4.59731740837612,1,0,mixed_conflict,1,post
16,6,30,28,11,11,77.5707372084471,42.7459368374204,34.8248003710267,42.7459368374204,1.81469264560697,-86.5401744729707,-89.600611421681,7.94888046217534,5.82417626514646,3.88599425794731,4.45613805635887,0,1,mixed_conflict,1,post
17,6,150,17,4,4,25.9735306233596,25.9735306233596,0,31.5897775609371,0.822213153392939,-90.1253133845071,-90.9877797721949,5.08943919194782,3.04384575082799,6.4933826558399,6.88315389003416,1,1,mixed_conflict,1,post
18,6,270,18,5,5,27.1046556971762,27.1046556971762,0,41.5897775224082,0.651714370979081,-89.6549589441165,-93.5154166971248,8.40402813641177,6.11277718321139,5.42093113943524,4.8169911411592,1,0,mixed_conflict,1,post
19,7,30,24,6,6,49.1186349331557,48.1646441421585,0.953990790997161,48.1646441421585,1.0198068688763,-86.6079347905434,-86.7580559038353,9.71692389124434,9.85091930363519,8.02744069035975,9.22094366942842,1,1,mixed_conflict,1,post
20,7,150,19,4,4,32.6433228513193,32.6433228513193,0,41.0940846423184,0.794355760334991,-88.3960681327483,-87.9593487505617,7.75763777675908,7.21714609404049,8.16083071282981,8.4698393559002,1,0,mixed_conflict,1,post
21,7,270,31,8,8,59.7190148145163,51.7187767377685,8.00023807674775,51.7187767377685,1.15468730278196,-89.346728787685,-89.1035652716316,11.0923841706951,10.6069760224536,6.46484709222106,6.58896521101708,1,1,mixed_conflict,1,post
1,1,30,19,3,3,18.4204557195376,18.4204557195376,0,32.2083137301687,0.571916178967286,-88.0139199619691,-88.3336600273062,5.45007589835602,3.67405859718175,6.14015190651255,6.42991918510034,1,0,overload,1,pre
2,1,150,28,6,6,48.0429831766848,35.2433203479104,12.7996628287745,35.2433203479104,1.36317982251446,-88.6382730587551,-88.3723550870662,6.01738799911875,5.43740026555482,5.87388672465173,6.38332978837987,0,1,overload,1,pre
3,1,270,15,1,1,9.18787524789106,9.18787524789106,0,38.754745118161,0.237077426773876,-87.601231155171,-87.8257424226707,6.88456142091766,4.97941042291952,9.18787524789106,9.18787524789106,1,0,overload,1,pre
4,2,30,36,10,10,77.5481846564707,45.4713538692401,32.0768307872306,45.4713538692401,1.70542942001403,-91.944435132431,-92.8968617593971,8.94865388079161,7.88637867388603,4.54713538692401,4.31269005788021,0,1,overload,1,pre
5,2,150,20,7,7,59.9859143588961,36.4009438064187,23.5849705524774,36.4009438064187,1.64792195163683,-89.1741654302402,-90.7047578105543,6.8850292514231,3.5121057727385,5.20013482948838,5.3251010081684,0,1,overload,1,pre
6,2,270,16,7,7,50.5197984293498,42.1314170389802,8.3883813903696,42.1314170389802,1.19910038588564,-85.5122764274646,-88.0744109898134,8.16503838335664,6.88935790819131,6.01877386271145,6.40131972770902,1,1,overload,1,pre
7,3,30,20,5,5,28.5872819380051,28.5872819380051,0,44.1635887496284,0.6473043234795,-91.8629229491478,-92.4088164868655,8.45213552280478,8.69979560703433,5.71745638760102,4.22405814389057,1,0,overload,1,pre
8,3,150,22,7,7,55.6089128679151,43.1487176678667,12.4601952000484,43.1487176678667,1.28877324457147,-89.0109663858152,-89.3211333613599,8.3922105527279,6.889014623123,6.16410252398096,6.40665690753875,0,1,overload,1,pre
9,3,270,20,9,9,66.7819366010636,40.6681674293245,26.1137691717391,40.6681674293245,1.64211816815009,-86.2560764978869,-87.3111376063819,8.23874426813399,5.93079489213203,4.51868526992494,4.61498507809966,0,1,overload,1,pre
10,4,30,27,8,8,66.2741713760411,43.9554181086324,22.3187532674088,43.9554181086324,1.50775886631882,-87.568030454703,-87.8192886928173,8.57309572667023,7.64481854867658,5.49442726357904,5.48694336808684,0,1,overload,1,pre
11,4,150,21,7,7,47.722576757985,42.0037820759772,5.71879468200777,42.0037820759772,1.13614951795682,-90.8328677208184,-91.6080321763707,8.68388080036586,6.50785493122187,6.00054029656817,6.94233102659771,1,1,overload,1,pre
12,4,270,23,7,7,50.0637188176953,38.7558647029165,11.3078541147788,38.7558647029165,1.2917714312778,-86.4256307667412,-88.2660964405581,7.16824666248267,5.80811467530002,5.53655210041665,5.99247325029867,0,1,overload,1,pre
13,5,30,25,11,11,88.3860715298082,41.9453800478582,46.44069148195,41.9453800478582,2.10717059730923,-87.1068289146359,-88.5413129517153,8.2007350232502,6.10726672667025,3.81321636798711,3.64177485411602,0,1,overload,1,pre
14,5,150,18,7,7,53.2273122798533,53.2273122798533,0,57.6697888493844,0.922967004766855,-85.8070563077547,-88.3195221512181,13.1878831063899,12.681227558342,7.60390175426476,9.21275058011742,1,1,overload,1,pre
15,5,270,30,12,12,92.7542798208548,37.6167170632103,55.1375627576445,37.6167170632103,2.465772854792,-85.8048126847125,-86.5546239056856,7.05515511451136,6.0708943596315,3.13472642193419,3.09556996451285,0,1,overload,1,pre
