sector_id,site_id,azimuth_deg,attached_ue_count,active_ue_count,active_attached_ue_count,offered_traffic_Mbps,served_traffic_Mbps,unserved_traffic_Mbps,sector_capacity_Mbps,sector_load_ratio,mean_RSRP_dBm,median_RSRP_dBm,mean_SINR_dB,median_SINR_dB,mean_UE_throughput_Mbps,median_UE_throughput_Mbps,qos_satisfaction_ratio,overload_flag,scenario_name,realization_id,phase_tag
4,2,30,29,2,2,6.6375254540076,6.6375254540076,0,53.3301123113889,0.124461118987558,-88.825084521126,-91.188695325408,11.8745686712094,9.76083967888672,3.3187627270038,3.3187627270038,1,0,outage_sector,9,post
5,2,150,17,2,2,9.34025470734113,9.34025470734113,0,50.0376197254302,0.186664648690198,-86.5075733838785,-84.9278628919481,10.4322425841742,12.5586136876357,4.67012735367056,4.67012735367056,1,0,outage_sector,9,post
6,2,270,24,4,4,9.94227432899951,9.94227432899951,0,41.9081742425227,0.237239500615406,-89.7511648632483,-89.8923893821989,8.09817418711044,5.76253644523582,2.48556858224988,2.47831457895875,1,0,outage_sector,9,post
7,3,30,26,3,3,19.0599978230707,19.0599978230707,0,50.7380233839001,0.375655111332515,-88.5820567376255,-88.2869112946785,11.5823415190091,10.0577512959243,6.35333260769025,6.78598450245032,1,0,outage_sector,9,post
8,3,150,18,4,4,18.9596841411786,18.9596841411786,0,63.7444871528708,0.297432530843175,-84.255536945256,-81.9235051338017,14.1380946068038,15.1906519201687,4.73992103529465,4.535440786301,1,0,outage_sector,9,post
9,3,270,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,outage_sector,9,post
10,4,30,25,4,4,22.7645175391925,22.7645175391925,0,42.117981453191,0.540494030192129,-89.0164520547207,-88.7463728441569,8.29620389407628,7.9391375954571,5.69112938479813,5.93936481887952,1,0,outage_sector,9,post
11,4,150,28,2,2,7.17886995181532,7.17886995181532,0,49.125897499543,0.146132087497885,-91.1091029406374,-90.1412834143275,9.80822758354102,9.55531387125202,3.58943497590766,3.58943497590766,1,0,outage_sector,9,post
12,4,270,17,1,1,1.96890397838117,1.96890397838117,0,32.8368686574337,0.059960162429661,-87.6119481539332,-85.9494171659254,5.57232564476575,4.6071341016663,1.96890397838117,1.96890397838117,1,0,outage_sector,9,post
13,5,30,21,3,3,9.94951204976575,9.94951204976575,0,26.4521301384338,0.376132734781519,-89.8476618247551,-89.9123669169312,3.46837820181941,1.42086491290708,3.31650401658858,2.66801870219704,1,0,outage_sector,9,post
14,5,150,24,8,8,41.0582372819553,41.0582372819553,0,60.8354975027977,0.674905917882354,-85.5940152696993,-86.0802803789159,13.7326103584621,14.1011308093265,5.13227966024441,5.86829194988029,1,0,outage_sector,9,post
15,5,270,31,3,3,15.3753955925292,15.3753955925292,0,46.3265426920897,0.33189171259168,-88.4387533024827,-91.1099434271104,9.2992690109946,6.5348928743497,5.12513186417641,5.63377848686298,1,0,outage_sector,9,post
16,6,30,19,0,0,0,0,0,33.4807059870611,0,-88.9421705371122,-88.2335474137004,5.63660411530533,4.9929179488458,NaN,NaN,NaN,0,outage_sector,9,post
17,6,150,26,3,3,9.60771091183221,9.60771091183221,0,39.8641582009836,0.241011257867102,-88.5977942252862,-89.9352120200234,7.90096240379249,6.26990069411343,3.20257030394407,3.74219245012437,1,0,outage_sector,9,post
