dataset_id,scenario_id,realization_id,scenario_name,traffic_mode,active_ues,total_served_traffic_Mbps,total_unserved_traffic_Mbps,overloaded_sector_count,mean_sector_load,max_sector_load,mean_best_RSRP_dBm,mean_best_SINR_dB,coverage_ratio,boundary_ue_ratio,handover_risk_score,es_candidate_sector_count,qos_satisfaction_ratio_active
131,7,5,handover_stress,normal,75,307.428732020732,36.4005058538199,3,0.398469833936459,1.20910193992162,-90.1933479238965,7.41585452962507,0.938,0.37953091684435,0.37953091684435,0,0.906666666666667
132,7,6,handover_stress,normal,75,351.124696611315,22.2930250812048,2,0.444592313573261,0.992436322890516,-89.8207342450651,7.56049955422619,0.954,0.377358490566038,0.377358490566038,0,0.946666666666667
133,7,7,handover_stress,normal,75,311.734254518868,29.8533835629158,2,0.409869440006365,1.18895596679073,-89.912288312181,7.35016778971197,0.948,0.392405063291139,0.392405063291139,0,0.92
134,7,8,handover_stress,normal,75,329.601708486242,22.7693642194509,2,0.41274280660853,0.866761293690209,-90.0349757486941,7.02491271877414,0.934,0.396145610278373,0.396145610278373,0,0.92
135,7,9,handover_stress,normal,75,344.69832010418,16.1873232381191,0,0.418947446237348,0.693790620406621,-90.0264552859666,7.37408152836423,0.942,0.382165605095541,0.382165605095541,0,0.933333333333333
136,7,10,handover_stress,normal,75,332.720431937535,25.1375435926679,1,0.410615331823438,0.85815695494504,-90.3506042131633,7.31003179115364,0.958,0.413361169102296,0.413361169102296,0,0.92
137,7,11,handover_stress,normal,75,344.094559080112,10.56989980255,2,0.451594443197312,1.00545223391871,-90.4891193073789,6.99227610102243,0.942,0.397027600849257,0.397027600849257,0,0.973333333333333
138,7,12,handover_stress,normal,75,336.9376381762,27.4364913276576,1,0.445316959812542,1.27700515973874,-89.9713117703024,7.02875527622993,0.952,0.407563025210084,0.407563025210084,0,0.866666666666667
139,7,13,handover_stress,normal,75,324.451596162219,15.4096584868458,3,0.461694060632106,1.31277776161173,-90.3948913147738,7.16838516105872,0.924,0.363636363636364,0.363636363636364,0,0.893333333333333
140,7,14,handover_stress,normal,75,295.574510292375,27.6472288456236,2,0.386500639414045,0.932574654820761,-90.4733670806268,7.08620788314794,0.934,0.376873661670236,0.376873661670236,0,0.92
141,7,15,handover_stress,normal,75,286.243125474585,25.7530256124671,2,0.385127798678021,0.946601676869883,-90.3113870641501,7.37353625944913,0.924,0.393939393939394,0.393939393939394,0,0.92
142,7,16,handover_stress,normal,75,317.29313269786,14.5628092327362,2,0.416373747769228,0.906382023507643,-90.7523883647575,6.49231098458532,0.95,0.458947368421053,0.458947368421053,0,0.933333333333333
143,7,17,handover_stress,normal,75,318.237122926308,25.3227458442953,1,0.429611077913115,1.22610131534066,-90.3351492814149,6.82497542334796,0.938,0.4136460554371,0.4136460554371,0,0.933333333333333
144,7,18,handover_stress,normal,75,311.204782988461,27.7489420084937,2,0.420852392540157,0.904853953273479,-90.4743644003019,6.70831331344718,0.946,0.416490486257928,0.416490486257928,0,0.92
145,7,19,handover_stress,normal,75,308.856553137397,20.7455324206652,3,0.397604875676815,1.09594596967914,-89.7799947704008,7.52594701420305,0.948,0.394514767932489,0.394514767932489,0,0.946666666666667
146,7,20,handover_stress,normal,75,311.72257059296,35.241455083757,1,0.388968374040532,0.872704933820709,-90.1099996000703,7.28176419593992,0.934,0.408993576017131,0.408993576017131,0,0.906666666666667
147,7,21,handover_stress,normal,75,323.368405057821,12.8076074184098,2,0.406682127554936,0.912081202670161,-89.925306607819,7.31498117995592,0.952,0.378151260504202,0.378151260504202,0,0.96
148,8,1,mixed_conflict,overload,150,759.785259836507,365.026564604583,13,1.25043717430527,3.30120430263184,-88.5180022090918,8.41685268626481,0.97,0.183505154639175,0.183505154639175,0,0.453333333333333
149,8,2,mixed_conflict,overload,150,803.916679406105,304.887117368536,18,1.28239274389068,2.21829937723422,-89.3974094055185,8.09582066192095,0.984,0.180894308943089,0.180894308943089,0,0.326666666666667
150,8,3,mixed_conflict,overload,150,783.435521739152,320.975354106824,15,1.21597362278,2.84592344940663,-88.7992758407953,8.88090503922193,0.964,0.141078838174274,0.141078838174274,0,0.366666666666667
151,8,4,mixed_conflict,overload,150,815.707801836767,357.03309120629,17,1.29082900342678,2.46499242471402,-88.9373028450728,8.59539502972463,0.966,0.159420289855072,0.159420289855072,0,0.4
152,8,5,mixed_conflict,overload,150,825.718695887612,341.356187712198,16,1.2928193235323,2.45997968591224,-88.5449720109744,8.85439416725781,0.98,0.151020408163265,0.151020408163265,0,0.386666666666667
153,8,6,mixed_conflict,overload,150,751.516830616536,325.990615507411,16,1.17596122143944,2.0747105842455,-89.252626880993,8.5785081645768,0.97,0.177319587628866,0.177319587628866,0,0.413333333333333
154,8,7,mixed_conflict,overload,150,849.954580444066,289.990539016517,19,1.23917517591639,2.2607591514346,-88.4610428934774,8.67860773975907,0.966,0.173913043478261,0.173913043478261,0,0.446666666666667
155,8,8,mixed_conflict,overload,150,788.371821929062,299.396374503391,16,1.20001074818317,2.81041827819972,-88.7149006729288,8.19000296356192,0.968,0.198347107438017,0.198347107438017,0,0.493333333333333
156,8,9,mixed_conflict,overload,150,818.279794493473,295.379391447574,16,1.17514135584674,2.28546405621673,-88.7182117709356,8.79728173324334,0.972,0.174897119341564,0.174897119341564,0,0.453333333333333
157,8,10,mixed_conflict,overload,150,802.569344726107,335.920056670147,17,1.26708719461154,2.37824793887206,-89.2344434372941,8.33454122921923,0.968,0.171487603305785,0.171487603305785,0,0.5
158,8,11,mixed_conflict,overload,150,725.963330706469,389.542539924035,15,1.32072917138196,2.73960157701838,-88.9553629739226,8.05513043801938,0.962,0.17047817047817,0.17047817047817,0,0.386666666666667
159,8,12,mixed_conflict,overload,150,782.887996894622,284.138002788734,16,1.19223647663752,1.9830813573966,-89.2681294501968,8.08809194178291,0.962,0.207900207900208,0.207900207900208,0,0.473333333333333
160,8,13,mixed_conflict,overload,150,780.64733113495,403.016919203455,16,1.31745174518711,2.44763328715042,-88.7760938262079,8.51671781967246,0.982,0.181262729124236,0.181262729124236,0,0.253333333333333
161,8,14,mixed_conflict,overload,150,765.667262624323,380.563532245205,17,1.30122763346099,3.34200894216679,-89.2180005610261,8.37283073671344,0.966,0.178053830227743,0.178053830227743,0,0.313333333333333
162,8,15,mixed_conflict,overload,150,832.550834901206,332.560744964895,17,1.25526014518395,2.58858372923719,-88.5536797171506,9.09414685156587,0.982,0.167006109979633,0.167006109979633,0,0.48
163,8,16,mixed_conflict,overload,150,779.594778326702,316.06408537774,15,1.24459962746284,2.21426330310245,-88.8549951458461,8.59686668550554,0.982,0.193482688391039,0.193482688391039,0,0.413333333333333
164,8,17,mixed_conflict,overload,150,804.078683784481,328.852136484785,15,1.1931901701496,2.20162221504326,-88.3565066515541,8.96812993238302,0.97,0.162886597938144,0.162886597938144,0,0.393333333333333
165,8,18,mixed_conflict,overload,150,729.820320722096,352.798480641437,14,1.27850187050975,2.60416614751938,-89.373233239246,7.75206379808238,0.974,0.19917864476386,0.19917864476386,0,0.393333333333333
166,8,19,mixed_conflict,overload,150,799.673329255867,334.46649352603,14,1.23741145345519,3.07198797852178,-88.8888102056612,8.87953392386844,0.976,0.165983606557377,0.165983606557377,0,0.38
167,8,20,mixed_conflict,overload,150,837.877299572538,303.095744022222,17,1.2094250193395,2.21206054851275,-88.9471754296552,8.98583577784725,0.972,0.170781893004115,0.170781893004115,0,0.426666666666667
168,8,21,mixed_conflict,overload,150,786.698760212058,362.755921156818,18,1.38431519182778,2.40503062746229,-89.4780835763802,7.79532888211619,0.97,0.179381443298969,0.179381443298969,0,0.32
