num_sites,num_sectors,num_ues,attached_ues,unattached_ues,attach_rate,active_ues,active_attached_ues,active_attach_rate,coverage_ratio,sinr_threshold_ratio,total_offered_traffic_Mbps,total_served_traffic_Mbps,total_unserved_traffic_Mbps,mean_ue_throughput_Mbps,median_ue_throughput_Mbps,qos_satisfied_ues,qos_satisfaction_ratio,overloaded_sector_count,mean_sector_load,max_sector_load,jain_fairness_index
7,21,500,491,9,0.982,75,74,0.986666666666667,0.978067387158296,0.988,360.525014362012,353.286748617585,7.23826574442705,0.706573497235171,0,74,0.986666666666667,0,0.386865103028849,0.753730989695099,0.125642187561762
