action_id,oracle_group_id,dataset_id,scenario_id,realization_id,scenario_name,source_sector_id,target_sector_id,module_name,action_type,source_sector_load,target_sector_load,source_mean_RSRP_dBm,source_mean_SINR_dB,source_qos_satisfaction_ratio,source_handover_risk_score,source_attach_rate_sector,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,sleep_flag,is_no_op,es_action_code,reward,safety_valid,oracle_selected,oracle_selection_reason,unsafe_fallback_group,safe_training_candidate,invalid_reason,safety_attach_loss,safety_qos_loss,safety_sinr_loss,safety_rsrp_loss,safety_neighbor_overload,safety_handover_risk,safety_es_sleep_impaired,safety_is_unsafe,evaluation_note
26,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-2,1,0,0,0,0,-1,-0.0225999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
27,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-2,2,0,0,0,0,-1,-0.0286999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
28,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,0,0,0,0,0,-1,-0.0129999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
29,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,1,0,0,0,0,-1,-0.0190999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
30,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,2,0,0,0,0,-1,-0.0251999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
31,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,0,0,0,0,0,0,-1,-0.00949999999999985,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
32,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,0,1,0,0,0,0,-1,-0.0155999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
33,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,0,2,0,0,0,0,-1,-0.0216999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
34,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,1,0,0,0,0,0,-1,-0.0184999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
35,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,1,1,0,0,0,0,-1,-0.0245999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
36,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,1,2,0,0,0,0,-1,-0.0306999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
37,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-2,0,0,0,0,0,-1,-0.02125,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
38,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-2,1,0,0,0,0,-1,-0.02735,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
39,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-2,2,0,0,0,0,-1,-0.03345,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
40,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-1,0,0,0,0,0,-1,-0.0177500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
41,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-1,1,0,0,0,0,-1,-0.0238500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
42,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,-1,2,0,0,0,0,-1,-0.0299500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
43,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,0,0,0,0,0,0,-1,-0.0142500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
44,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,0,1,0,0,0,0,-1,-0.0203500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
45,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,0,2,0,0,0,0,-1,-0.0264500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
