ue_id,x_m,y_m,serving_sector,isAttached,isTrafficActive,demand_Mbps,service_class,spectralEfficiency_bpsHz,peakThroughput_Mbps,servedThroughput_Mbps,unservedDemand_Mbps,meetsMinThroughput,qosSatisfied,bestRSRP_dBm,bestSINR_dB
135,925.205975034862,-389.156172877978,10,1,0,0,no_traffic,1.80885816121246,36.1771632242493,0,0,0,0,-91.1639537850671,6.98652309237025
136,307.544231215436,305.320227650682,1,1,0,0,no_traffic,0.687533566499135,13.7506713299827,0,0,0,0,-99.3492497604124,-0.107892087550656
137,-348.416361476695,938.156692619006,6,1,0,0,no_traffic,4.25666660325582,85.1333320651163,0,0,0,0,-89.6629765500561,18.2408561269628
138,894.401903655616,630.388518434329,7,1,0,0,no_traffic,1.83564281781234,36.7128563562469,0,0,0,0,-92.9138717842669,7.12440012894924
139,328.178325914964,652.132821582734,5,1,0,0,no_traffic,0.565884619186971,11.3176923837394,0,0,0,0,-96.0522210137197,-1.24200394015356
140,920.899320107369,-445.396662387709,11,1,0,0,no_traffic,2.15553481761316,43.1106963522632,0,0,0,0,-85.6062754288114,8.7228742045675
141,245.914988479725,-28.6767468316259,2,1,0,0,no_traffic,0.457551917218489,9.15103834436978,0,0,0,0,-99.8363443108787,-2.41740496592712
142,-920.839865149665,462.833779700925,21,1,0,0,no_traffic,4.5,90,0,0,0,0,-82.5826342248897,20.9987385877768
143,377.78719266359,-136.599489538634,12,1,0,0,no_traffic,0.743486224300787,14.8697244860157,0,0,0,0,-98.0163858525879,0.366297420938493
144,112.604295189575,-186.397428736412,2,1,0,0,no_traffic,3.18762523487391,63.7525046974782,0,0,0,0,-80.6517648707107,13.5191887759401
145,443.393049613036,-122.751199122209,12,1,0,0,no_traffic,1.78219265892226,35.6438531784452,0,0,0,0,-91.0446833336308,6.84853041558687
146,351.121690818954,-849.373623719042,2,1,1,5.18825313745644,normal_rate,0.736325066125731,14.7265013225146,5.18825313745644,0,1,1,-100.965676094698,0.307002338024608
147,-637.103341929258,744.414945243149,19,1,0,0,no_traffic,2.20888992625603,44.1777985251206,0,0,0,0,-97.3884248448259,8.98221109028067
148,490.261315285564,489.061307922552,9,1,0,0,no_traffic,3.411578124053,68.2315624810599,0,0,0,0,-78.6088259253431,14.520526820955
149,-607.112266404766,-705.076461354367,17,1,0,0,no_traffic,1.26598890544527,25.3197781089053,0,0,0,0,-90.2840883510439,3.98445931834247
150,569.543048147079,455.773493905211,9,1,0,0,no_traffic,3.72612811066157,74.5225622132313,0,0,0,0,-72.1927732671479,15.9140795171684
151,345.74178108007,390.151735607822,9,1,0,0,no_traffic,1.39160335999559,27.8320671999119,0,0,0,0,-88.1243920568516,4.72299998700929
152,806.915622887286,-572.53571843159,11,1,0,0,no_traffic,1.7484398022046,34.9687960440921,0,0,0,0,-91.8064922456599,6.67277480011749
153,157.833860940206,-881.10348353502,14,1,0,0,no_traffic,2.43397716916762,48.6795433833524,0,0,0,0,-83.4293873162727,10.0585040620406
154,-938.855093788972,-170.859409372337,18,1,0,0,no_traffic,4.23836237963483,84.7672475926967,0,0,0,0,-85.5985310642967,18.1609489381775
155,-305.655869465891,1120.1615494506,6,1,0,0,no_traffic,0.762782762993664,15.2556552598733,0,0,0,0,-101.792204573857,0.524178522143465
156,-542.523416361055,-202.69419775697,16,1,0,0,no_traffic,0.836666152784935,16.7333230556987,0,0,0,0,-92.8638513040638,1.1053079927352
157,-591.537537778576,349.787807696104,20,1,0,0,no_traffic,3.70045488444573,74.0090976889145,0,0,0,0,-77.5896619069223,15.8008077533116
158,1092.93820216756,-258.581382307199,10,1,0,0,no_traffic,0.512772441767575,10.2554488353515,0,0,0,0,-99.1187718753518,-1.79435548069002
159,-247.008400629623,-570.122570632612,15,1,0,0,no_traffic,1.01465868676752,20.2931737353505,0,0,0,0,-91.0943611125753,2.38336532231649
160,303.008913209524,-228.93804156138,2,1,0,0,no_traffic,0.834862057771432,16.6972411554286,0,0,0,0,-89.9694187359406,1.09152499314595
161,6.09326740889651,-681.883704653239,13,1,0,0,no_traffic,2.98963560770705,59.792712154141,0,0,0,0,-76.736201438536,12.6257143546969
162,177.69411815181,-724.430897673682,13,1,0,0,no_traffic,1.87491305258223,37.4982610516446,0,0,0,0,-82.3409560197935,7.32527659328865
163,-17.2886168892319,-1183.9195762006,14,1,0,0,no_traffic,4.5,90,0,0,0,0,-81.2996856500194,24.8613807124427
164,-704.171561643657,382.969452604675,20,1,0,0,no_traffic,1.5332471487462,30.6649429749239,0,0,0,0,-68.6087804340625,5.51958619106235
165,513.99786427498,-331.980273545384,12,1,1,1.4766682615429,low_rate,4.5,90,1.4766682615429,0,1,1,-77.8085008393576,19.4455966668257
166,-746.068073962233,-794.070297250793,17,1,1,4.08482897871501,normal_rate,0.740294724268546,14.8058944853709,4.08482897871501,0,1,1,-101.160314490761,0.339919537465103
167,958.585672635106,684.096804194586,7,1,0,0,no_traffic,3.62715428782306,72.5430857564613,0,0,0,0,-92.3834338697564,15.4769773041187
168,-300.011311130643,870.602017362405,6,1,0,0,no_traffic,2.11446569675134,42.2893139350267,0,0,0,0,-93.4470413103296,8.52200375393257
169,989.67288371529,318.715232305871,8,1,0,0,no_traffic,2.26091049122068,45.2182098244137,0,0,0,0,-91.053846750988,9.23339781937501
170,-165.937709077729,-931.132744350302,15,1,0,0,no_traffic,2.86603632327931,57.3207264655861,0,0,0,0,-80.6368370873849,12.0631851018397
171,815.663658517233,294.550288024116,8,1,0,0,no_traffic,4.5,90,0,0,0,0,-77.1367320502484,27.6011897748879
172,-474.946396222791,748.777616466654,6,1,0,0,no_traffic,0.671861523737492,13.4372304747498,0,0,0,0,-94.6652564272781,-0.245483517996398
173,-265.493191779843,-46.6573682749836,3,1,0,0,no_traffic,0.850644000834753,17.0128800166951,0,0,0,0,-90.4868955199076,1.21145660201864
174,-423.020020442588,-946.432363391891,15,1,1,2.48689271239576,low_rate,1.22586947279686,24.5173894559372,2.48689271239576,0,1,1,-101.694703702356,3.74103356636183
175,-763.670069538491,468.565464440768,21,1,0,0,no_traffic,3.93392572987549,78.6785145975098,0,0,0,0,-78.2386714592486,16.828342456767
176,131.244998760265,-175.982540769718,2,1,0,0,no_traffic,4.5,90,0,0,0,0,-69.9785713675756,23.1567968677469
177,452.946454146982,-21.2243635043337,8,1,0,0,no_traffic,1.05100415665109,21.0200831330218,0,0,0,0,-95.1718374672332,2.62745480191952
178,161.883341734945,-1100.40323191786,14,1,0,0,no_traffic,3.26947855604833,65.3895711209665,0,0,0,0,-91.5477498954318,13.8862036979414
179,-930.764005719542,206.98358288039,21,1,1,7.62225148912066,high_rate,0.812726815658077,16.2545363131615,7.62225148912066,0,1,1,-97.4487483984937,0.920827945679027
180,265.735701501738,-583.307979396967,12,1,0,0,no_traffic,0.526594275858103,10.5318855171621,0,0,0,0,-100.076811895427,-1.64658322723145
181,-831.621885318461,-478.849455733444,18,1,0,0,no_traffic,4.5,90,0,0,0,0,-73.6529313061328,20.4068196671166
182,42.3524953079818,-113.0722882302,2,1,0,0,no_traffic,2.28654393829978,45.7308787659957,0,0,0,0,-78.5100100059981,9.35659935345804
183,455.224577123381,-271.461367720785,12,1,0,0,no_traffic,3.35838037604041,67.1676075208083,0,0,0,0,-85.0804495150201,14.2834503028365
184,467.859730606301,-50.6558600930318,0,0,1,7.23826574442705,high_rate,0.350459495633021,7.00918991266043,0,7.23826574442705,0,0,-100.079938614065,-3.82101397352599
185,-324.659750256282,252.558952609024,3,1,1,1.40151607938933,low_rate,0.902268189004865,18.0453637800973,1.40151607938933,0,1,1,-88.9371791939284,1.59419565958245
186,-476.92669090725,-526.066712288775,17,1,0,0,no_traffic,4.02874033391199,80.5748066782398,0,0,0,0,-82.337989563591,17.2441567732774
187,714.809895238215,492.343042142833,7,1,0,0,no_traffic,2.73173905030926,54.6347810061852,0,0,0,0,-76.3850963355007,11.4470672711047
188,848.157310452367,706.643524460582,7,1,0,0,no_traffic,4.5,90,0,0,0,0,-77.6447264240487,28.2286693674284
189,26.2077471523412,-49.2213357783533,3,1,0,0,no_traffic,0.783766008300579,15.6753201660116,0,0,0,0,-83.1115935371149,0.692854934139856
190,3.50355055026512,-997.579219693186,14,1,0,0,no_traffic,4.5,90,0,0,0,0,-78.6533518994769,21.5346322834365
191,689.240849574323,-651.354565027263,11,1,0,0,no_traffic,2.23892169318201,44.7784338636402,0,0,0,0,-87.9815190542919,9.12741617430353
