oracle_group_id,module_name,scenario_name,realization_id,source_sector_id,selected_action_id_raw,selected_action_id_safe,oracle_action_id,raw_predicted_reward,safe_predicted_reward,raw_true_reward,safe_true_reward,oracle_reward,raw_selected_safety_valid,safe_selected_safety_valid,safety_filter_changed_action,fallback_used,noop_selected,selection_reason,raw_regret,safety_enforced_regret,raw_top1_oracle_match,safe_top1_oracle_match,safe_top2_oracle_match
549,LB/MLB,overload,13,11,15254,15252,15252,-0.133807562992504,-0.243767294071789,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
550,LB/MLB,overload,13,12,15267,15265,15265,-0.133751990997853,-0.268031167382609,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
551,LB/MLB,overload,13,13,15278,15278,15278,-0.083418266889448,-0.083418266889448,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
552,LB/MLB,overload,13,14,15293,15291,15291,-0.133792657336511,-0.2274633716453,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
553,LB/MLB,overload,13,15,15304,15304,15304,-0.0882341814599287,-0.0882341814599287,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
554,LB/MLB,overload,13,16,15319,15317,15317,-0.13372827026012,-0.224317853608169,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
555,LB/MLB,overload,13,17,15332,15330,15330,-0.133764035969142,-0.180788501901154,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
556,LB/MLB,overload,13,18,15343,15343,15343,-0.0803489391230753,-0.0803489391230753,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
557,LB/MLB,overload,13,19,15356,15356,15356,-0.0904546496727535,-0.0904546496727535,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
558,LB/MLB,overload,13,20,15369,15369,15369,-0.0859162746939418,-0.0859162746939418,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
559,LB/MLB,overload,13,21,15384,15382,15382,-0.134052374020129,-0.270430104922069,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
581,LB/MLB,normal,14,12,15675,15675,15671,0.246923248436819,0.246923248436819,0.253336968086199,0.253336968086199,0.253336968086199,1,1,0,0,0,safe_best_predicted,0,0,0,0,0
582,LB/MLB,normal,14,15,15689,15689,15689,0.0436663887688768,0.0436663887688768,0.0496621311874375,0.0496621311874375,0.0496621311874375,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
584,LB/MLB,overload,14,1,15718,15718,15717,-0.0559471861422481,-0.0559471861422481,-0.138640725292252,-0.138640725292252,-0.1338,1,1,0,0,0,safe_best_predicted,0.00484072529225199,0.00484072529225199,0,0,1
585,LB/MLB,overload,14,2,15722,15720,15720,-0.133552519577602,-0.219795570796799,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
586,LB/MLB,overload,14,4,15735,15733,15733,-0.133909842096338,-0.269889610708054,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
587,LB/MLB,overload,14,5,15746,15746,15746,-0.0841204775495443,-0.0841204775495443,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
588,LB/MLB,overload,14,6,15771,15771,15770,0.00894794709211256,0.00894794709211256,-0.00280860473118,-0.00280860473118,-0.00140430236559004,1,1,0,0,0,safe_best_predicted,0.00140430236558996,0.00140430236558996,0,0,1
589,LB/MLB,overload,14,7,15775,15774,15774,-0.0790763142256273,-0.127438475679877,-0.145278750027144,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.017778750027144,0,0,1,1
590,LB/MLB,overload,14,9,15787,15785,15785,-0.133777777553302,-0.220681868959383,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
591,LB/MLB,overload,14,10,15801,15800,15800,-0.0741183360452718,-0.127442730760949,-0.145278750027144,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.017778750027144,0,0,1,1
592,LB/MLB,overload,14,11,15818,15818,15818,0.018683728002976,0.018683728002976,0.0319825215707537,0.0319825215707537,0.0319825215707537,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
593,LB/MLB,overload,14,12,15826,15824,15824,-0.133727806577771,-0.222683450249062,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
594,LB/MLB,overload,14,13,15837,15837,15837,-0.0880912015311865,-0.0880912015311865,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
595,LB/MLB,overload,14,14,15850,15850,15850,0.000806307434352811,0.000806307434352811,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
596,LB/MLB,overload,14,15,15863,15873,15873,-0.084469294474276,-0.127612872626937,0,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,-0.1275,0,0,1,1
597,LB/MLB,overload,14,16,15879,15879,15879,0.257721276576772,0.257721276576772,0.255353264755623,0.255353264755623,0.255353264755623,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
598,LB/MLB,overload,14,17,15889,15889,15889,-0.0873212889385434,-0.0873212889385434,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
599,LB/MLB,overload,14,18,15909,15908,15908,-0.0711648456412343,-0.126302112454734,-0.141863030004856,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.014363030004856,0,0,1,1
600,LB/MLB,overload,14,19,15926,15926,15926,0.0684186691254845,0.0684186691254845,0.0710095313072528,0.0710095313072528,0.0710095313072528,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
601,LB/MLB,overload,14,21,15939,15939,15939,0.245722063518058,0.245722063518058,0.242606461354412,0.242606461354412,0.242606461354412,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
624,LB/MLB,overload,15,1,16233,16233,16233,-0.133745196008989,-0.133745196008989,-0.1338,-0.1338,-0.1338,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
625,LB/MLB,overload,15,2,16247,16247,16247,-0.0648973000436258,-0.0648973000436258,-0.076381129789331,-0.076381129789331,-0.076381129789331,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
626,LB/MLB,overload,15,3,16253,16253,16253,-0.0834206652032866,-0.0834206652032866,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
627,LB/MLB,overload,15,4,16277,16277,16278,0.0396265937979739,0.0396265937979739,0.0241143715659886,0.0241143715659886,0.0315120684507848,1,1,0,0,0,safe_best_predicted,0.0073976968847962,0.0073976968847962,0,0,1
628,LB/MLB,overload,15,5,16286,16285,16285,-0.0834185442037866,-0.127408666804303,-0.436694502130781,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.309194502130781,0,0,1,1
629,LB/MLB,overload,15,6,16295,16295,16295,0.192950104111587,0.192950104111587,0.180498402437508,0.180498402437508,0.180498402437508,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
630,LB/MLB,overload,15,7,16312,16312,16308,0.259551227665101,0.259551227665101,0.26125,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,0,0,1
631,LB/MLB,overload,15,11,16322,16322,16321,0.0039710706872845,0.0039710706872845,-0.0219028943094653,-0.0219028943094653,-0.0109514471547328,1,1,0,0,0,safe_best_predicted,0.0109514471547325,0.0109514471547325,0,0,0
632,LB/MLB,overload,15,12,16343,16343,16343,0.0632199708644822,0.0632199708644822,0.06625,0.06625,0.06625,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
633,LB/MLB,overload,15,15,16351,16351,16351,-0.0742192813520956,-0.0742192813520956,-0.0763811297893309,-0.0763811297893309,-0.0763811297893309,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
634,LB/MLB,overload,15,16,16357,16357,16357,-0.0857965360910072,-0.0857965360910072,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
635,LB/MLB,overload,15,17,16372,16370,16370,-0.13416278741661,-0.292970313980047,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
636,LB/MLB,overload,15,18,16385,16383,16383,-0.133765888586786,-0.229101102751919,-0.1338,0,0,0,0,1,1,1,no_safe_action_fallback_noop,0.1338,0,0,1,1
637,LB/MLB,overload,15,20,16396,16396,16396,-0.0822029151332155,-0.0822029151332155,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
638,LB/MLB,overload,15,21,16412,16412,16412,0.191355649086333,0.191355649086333,0.180498402437508,0.180498402437508,0.180498402437508,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
640,LB/MLB,handover_stress,16,12,16435,16435,16435,0.000831698358665636,0.000831698358665636,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
641,LB/MLB,handover_stress,16,16,16451,16451,16451,-0.0393403617092473,-0.0393403617092473,-0.0376068534224859,-0.0376068534224859,-0.0376068534224859,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
674,LB/MLB,handover_stress,17,12,16888,16888,16884,0.110364912482823,0.110364912482823,0.119854897805275,0.119854897805275,0.119854897805275,1,1,0,0,0,safe_best_predicted,0,0,0,0,1
724,LB/MLB,outage_sector,18,14,17534,17534,17530,-0.0214003002206363,-0.0214003002206363,-0.0265677932647433,-0.0265677932647433,-0.0265677932647433,1,1,0,0,0,safe_best_predicted,0,0,0,0,1
744,LB/MLB,mixed_conflict,19,3,17790,17790,17790,-0.0446724691241176,-0.0446724691241176,-0.0253822742620194,-0.0253822742620194,-0.0253822742620194,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
745,LB/MLB,mixed_conflict,19,4,17807,17807,17807,0.0729593428888622,0.0729593428888622,0.0828676368966002,0.0828676368966002,0.0828676368966002,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
746,LB/MLB,mixed_conflict,19,5,17816,17816,17816,0.259690034002478,0.259690034002478,0.26125,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
747,LB/MLB,mixed_conflict,19,6,17833,17832,17832,-0.0743704522575793,-0.127505018839838,-0.260824974586504,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.133324974586504,0,0,1,1
748,LB/MLB,mixed_conflict,19,7,17850,17850,17846,0.073038661438359,0.073038661438359,0.084969746098823,0.084969746098823,0.084969746098823,1,1,0,0,0,safe_best_predicted,0,0,0,0,1
749,LB/MLB,mixed_conflict,19,8,17855,17855,17855,0.259256825545698,0.259256825545698,0.26125,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
750,LB/MLB,mixed_conflict,19,11,17865,17868,17868,-0.0146559775235002,-0.0447434601621773,0,-0.0386537230535165,-0.0386537230535165,0,1,1,0,0,safe_best_predicted,-0.0386537230535165,0,0,1,1
751,LB/MLB,mixed_conflict,19,12,17889,17889,17889,0.261005609955722,0.261005609955722,0.26125,0.26125,0.26125,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
752,LB/MLB,mixed_conflict,19,13,17891,17893,17893,-0.0824776808204622,-0.127476331410944,0,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,-0.1275,0,0,1,1
753,LB/MLB,mixed_conflict,19,14,17904,17914,17914,-0.0863739704175457,-0.127478972835474,0,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,-0.1275,0,0,1,1
754,LB/MLB,mixed_conflict,19,15,17917,17917,17917,-0.0870848506031614,-0.0870848506031614,0,0,0,0,0,0,1,1,no_safe_action_fallback_noop,0,0,1,1,1
755,LB/MLB,mixed_conflict,19,17,17937,17936,17936,-0.0801842933076974,-0.127278229162193,-0.241198701578211,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,0.113698701578211,0,0,1,1
756,LB/MLB,mixed_conflict,19,19,17943,17949,17949,-0.0795699307018524,-0.127469385657323,0,-0.1275,-0.1275,0,1,1,0,0,safe_best_predicted,-0.1275,0,0,1,1
757,LB/MLB,mixed_conflict,19,20,17963,17962,17962,-0.0767069867963058,-0.127458318317282,-0.260824974586504,-0.127499999999999,-0.127499999999999,0,1,1,0,0,safe_best_predicted,0.133324974586505,0,0,1,1
839,LB/MLB,normal,21,13,19022,19022,19022,0.000249068562106266,0.000249068562106266,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
840,LB/MLB,normal,21,18,19035,19035,19035,0.00919845233472257,0.00919845233472257,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
860,ES,handover_stress,1,3,19296,19295,19295,0.249991236833438,0,-0.0262096920558899,0,0,0,1,1,0,1,safe_best_predicted,0.0262096920558899,0,0,1,1
861,ES,low_load,1,2,19299,19299,19299,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
862,ES,low_load,1,3,19301,19301,19301,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
863,ES,low_load,1,4,19304,19303,19303,0.249991236833438,0,-0.0588774350486629,0,0,0,1,1,0,1,safe_best_predicted,0.0588774350486629,0,0,1,1
864,ES,low_load,1,5,19307,19306,19306,0.249991236833438,0,-0.0769567119327216,0,0,0,1,1,0,1,safe_best_predicted,0.0769567119327216,0,0,1,1
865,ES,low_load,1,7,19310,19309,19309,0.249991236833438,0,0.00907889032969367,0,0,0,1,1,0,1,safe_best_predicted,-0.00907889032969367,0,0,1,1
866,ES,low_load,1,8,19313,19313,19313,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
867,ES,low_load,1,9,19316,19316,19316,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
868,ES,low_load,1,10,19319,19318,19318,0.249991236833438,0,-0.0808307865689945,0,0,0,1,1,0,1,safe_best_predicted,0.0808307865689945,0,0,1,1
869,ES,low_load,1,11,19322,19321,19321,0.249991236833438,0,-0.0955416977560341,0,0,0,1,1,0,1,safe_best_predicted,0.0955416977560341,0,0,1,1
870,ES,low_load,1,14,19325,19324,19324,0.249991236833438,0,-0.000601592040371801,0,0,0,1,1,0,1,safe_best_predicted,0.000601592040371801,0,0,1,1
871,ES,low_load,1,15,19327,19327,19327,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
872,ES,low_load,1,16,19330,19330,19330,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
873,ES,low_load,1,17,19333,19332,19332,0.249991236833438,0,-0.0314669725371616,0,0,0,1,1,0,1,safe_best_predicted,0.0314669725371616,0,0,1,1
874,ES,low_load,1,18,19336,19336,19336,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
875,ES,low_load,1,19,19339,19339,19339,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
876,ES,low_load,1,20,19342,19341,19341,0.249991236833438,0,-0.0141667662915572,0,0,0,1,1,0,1,safe_best_predicted,0.0141667662915572,0,0,1,1
900,ES,handover_stress,2,6,19411,19410,19410,0.249991236833438,0,-0.17327682028623,0,0,0,1,1,0,1,safe_best_predicted,0.17327682028623,0,0,1,1
901,ES,handover_stress,2,7,19414,19413,19413,0.249991236833438,0,-0.0300694652541914,0,0,0,1,1,0,1,safe_best_predicted,0.0300694652541914,0,0,1,1
902,ES,low_load,2,1,19417,19417,19417,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
903,ES,low_load,2,2,19420,19420,19420,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
904,ES,low_load,2,4,19423,19422,19422,0.249991236833438,0,-0.0452379210940299,0,0,0,1,1,0,1,safe_best_predicted,0.0452379210940299,0,0,1,1
905,ES,low_load,2,5,19426,19425,19425,0.249991236833438,0,-0.16252364066685,0,0,0,1,1,0,1,safe_best_predicted,0.16252364066685,0,0,1,1
906,ES,low_load,2,6,19429,19428,19428,0.249991236833438,0,-0.0766730742886838,0,0,0,1,1,0,1,safe_best_predicted,0.0766730742886838,0,0,1,1
907,ES,low_load,2,7,19432,19431,19431,0.249991236833438,0,0.00596265663078305,0,0,0,1,1,0,1,safe_best_predicted,-0.00596265663078305,0,0,1,1
908,ES,low_load,2,8,19435,19434,19434,0.249991236833438,0,-0.0857584773101933,0,0,0,1,1,0,1,safe_best_predicted,0.0857584773101933,0,0,1,1
909,ES,low_load,2,10,19438,19437,19437,0.249991236833438,0,-0.0449008715096541,0,0,0,1,1,0,1,safe_best_predicted,0.0449008715096541,0,0,1,1
910,ES,low_load,2,11,19441,19440,19440,0.249991236833438,0,-0.0844550822062276,0,0,0,1,1,0,1,safe_best_predicted,0.0844550822062276,0,0,1,1
911,ES,low_load,2,12,19444,19443,19443,0.249991236833438,0,-0.065240954576316,0,0,0,1,1,0,1,safe_best_predicted,0.065240954576316,0,0,1,1
912,ES,low_load,2,13,19447,19447,19447,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
913,ES,low_load,2,14,19450,19450,19450,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
914,ES,low_load,2,15,19453,19452,19452,0.249991236833438,0,-0.0935026502541457,0,0,0,1,1,0,1,safe_best_predicted,0.0935026502541457,0,0,1,1
915,ES,low_load,2,16,19456,19456,19456,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
916,ES,low_load,2,17,19459,19459,19459,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
917,ES,low_load,2,18,19462,19461,19461,0.249991236833438,0,-0.152070183779282,0,0,0,1,1,0,1,safe_best_predicted,0.152070183779282,0,0,1,1
918,ES,low_load,2,19,19465,19464,19464,0.249991236833438,0,-0.107591944769029,0,0,0,1,1,0,1,safe_best_predicted,0.107591944769029,0,0,1,1
919,ES,low_load,2,20,19468,19467,19467,0.249991236833438,0,-0.125586016917318,0,0,0,1,1,0,1,safe_best_predicted,0.125586016917318,0,0,1,1
920,ES,low_load,2,21,19471,19471,19471,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
940,ES,normal,2,2,19529,19529,19529,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
941,ES,normal,2,7,19532,19531,19531,0.249991236833438,0,-0.0850965625122857,0,0,0,1,1,0,1,safe_best_predicted,0.0850965625122857,0,0,1,1
942,ES,normal,2,21,19535,19535,19535,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
947,ES,degraded_sector,3,10,19549,19549,19549,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
949,ES,low_load,3,1,19554,19554,19554,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
950,ES,low_load,3,2,19557,19557,19557,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
951,ES,low_load,3,3,19560,19559,19559,0.249991236833438,0,-0.094800801266851,0,0,0,1,1,0,1,safe_best_predicted,0.094800801266851,0,0,1,1
952,ES,low_load,3,4,19563,19562,19562,0.249991236833438,0,-0.0142318432876484,0,0,0,1,1,0,1,safe_best_predicted,0.0142318432876484,0,0,1,1
953,ES,low_load,3,5,19566,19565,19565,0.249991236833438,0,-0.0312942160800185,0,0,0,1,1,0,1,safe_best_predicted,0.0312942160800185,0,0,1,1
954,ES,low_load,3,6,19569,19568,19568,0.249991236833438,0,-0.0702978958375201,0,0,0,1,1,0,1,safe_best_predicted,0.0702978958375201,0,0,1,1
955,ES,low_load,3,7,19572,19571,19571,0.249991236833438,0,-0.0478906560625791,0,0,0,1,1,0,1,safe_best_predicted,0.0478906560625791,0,0,1,1
956,ES,low_load,3,8,19575,19574,19574,0.249991236833438,0,-0.128836201351317,0,0,0,1,1,0,1,safe_best_predicted,0.128836201351317,0,0,1,1
957,ES,low_load,3,9,19578,19578,19578,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
958,ES,low_load,3,10,19581,19580,19580,0.249991236833438,0,-0.123027649486507,0,0,0,1,1,0,1,safe_best_predicted,0.123027649486507,0,0,1,1
959,ES,low_load,3,11,19584,19583,19583,0.249991236833438,0,-0.0170761529261658,0,0,0,1,1,0,1,safe_best_predicted,0.0170761529261658,0,0,1,1
960,ES,low_load,3,12,19587,19587,19587,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
961,ES,low_load,3,14,19590,19589,19589,0.249991236833438,0,-0.0165608701966439,0,0,0,1,1,0,1,safe_best_predicted,0.0165608701966439,0,0,1,1
962,ES,low_load,3,15,19593,19592,19592,0.249991236833438,0,0.000276866006738929,0,0,0,1,1,0,1,safe_best_predicted,-0.000276866006738929,0,0,1,1
963,ES,low_load,3,17,19596,19596,19596,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
964,ES,low_load,3,18,19599,19599,19599,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
965,ES,low_load,3,20,19602,19601,19601,0.249991236833438,0,-0.162147811915926,0,0,0,1,1,0,1,safe_best_predicted,0.162147811915926,0,0,1,1
966,ES,low_load,3,21,19605,19605,19605,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
987,ES,outage_sector,3,3,19665,19665,19665,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
988,ES,outage_sector,3,13,19668,19667,19667,0.249991236833438,0,-0.0280383565140799,0,0,0,1,1,0,1,safe_best_predicted,0.0280383565140799,0,0,1,1
989,ES,overload,3,7,19670,19670,19670,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
990,ES,degraded_sector,4,3,19673,19672,19672,0.249991236833438,0,-0.103942361920929,0,0,0,1,1,0,1,safe_best_predicted,0.103942361920929,0,0,1,1
991,ES,degraded_sector,4,9,19676,19675,19675,0.249991236833438,0,-0.183605652301054,0,0,0,1,1,0,1,safe_best_predicted,0.183605652301054,0,0,1,1
1034,ES,normal,4,12,19802,19802,19802,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1082,ES,outage_sector,5,5,19939,19939,19939,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1083,ES,outage_sector,5,11,19942,19941,19941,0.249991236833438,0,-0.112106931957408,0,0,0,1,1,0,1,safe_best_predicted,0.112106931957408,0,0,1,1
1084,ES,outage_sector,5,13,19945,19945,19945,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1172,ES,low_load,8,1,20200,20200,20200,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1173,ES,low_load,8,3,20203,20202,20202,0.249991236833438,0,-0.169472799451129,0,0,0,1,1,0,1,safe_best_predicted,0.169472799451129,0,0,1,1
1174,ES,low_load,8,4,20206,20205,20205,0.249991236833438,0,-0.00340777685450144,0,0,0,1,1,0,1,safe_best_predicted,0.00340777685450144,0,0,1,1
1175,ES,low_load,8,5,20209,20209,20209,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1176,ES,low_load,8,6,20212,20211,20211,0.249991236833438,0,-0.116955379421269,0,0,0,1,1,0,1,safe_best_predicted,0.116955379421269,0,0,1,1
1177,ES,low_load,8,7,20215,20214,20214,0.249991236833438,0,-0.0469251680021001,0,0,0,1,1,0,1,safe_best_predicted,0.0469251680021001,0,0,1,1
1178,ES,low_load,8,8,20218,20218,20218,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1179,ES,low_load,8,10,20221,20221,20221,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1180,ES,low_load,8,11,20223,20223,20223,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1181,ES,low_load,8,13,20225,20225,20225,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1182,ES,low_load,8,14,20228,20227,20227,0.249991236833438,0,-0.125586802338815,0,0,0,1,1,0,1,safe_best_predicted,0.125586802338815,0,0,1,1
1183,ES,low_load,8,15,20231,20231,20231,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1184,ES,low_load,8,16,20234,20234,20234,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1185,ES,low_load,8,17,20237,20236,20236,0.249991236833438,0,-0.131727546561077,0,0,0,1,1,0,1,safe_best_predicted,0.131727546561077,0,0,1,1
1186,ES,low_load,8,18,20240,20240,20240,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1187,ES,low_load,8,20,20243,20242,20242,0.249991236833438,0,-0.184278326554016,0,0,0,1,1,0,1,safe_best_predicted,0.184278326554016,0,0,1,1
1188,ES,low_load,8,21,20246,20246,20246,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1206,ES,normal,8,3,20297,20297,20297,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1207,ES,normal,8,14,20299,20299,20299,0,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,1,1,1
1234,ES,low_load_energy_saving_candidate,9,2,20375,20374,20374,0.249991236833438,0,-0.16640859894043,0,0,0,1,1,0,1,safe_best_predicted,0.16640859894043,0,0,1,1
1235,ES,low_load_energy_saving_candidate,9,3,20378,20378,20378,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1236,ES,low_load_energy_saving_candidate,9,4,20381,20380,20380,0.249991236833438,0,-0.0725716677361685,0,0,0,1,1,0,1,safe_best_predicted,0.0725716677361685,0,0,1,1
1237,ES,low_load_energy_saving_candidate,9,5,20384,20384,20384,0.249991236833438,0.249991236833438,0.25,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,1,1,1
1238,ES,low_load_energy_saving_candidate,9,7,20387,20386,20386,0.249991236833438,0,-0.00860712131362229,0,0,0,1,1,0,1,safe_best_predicted,0.00860712131362229,0,0,1,1
1239,ES,low_load_energy_saving_candidate,9,8,20390,20389,20389,0.249991236833438,0,-0.115722528296712,0,0,0,1,1,0,1,safe_best_predicted,0.115722528296712,0,0,1,1
1240,ES,low_load_energy_saving_candidate,9,9,20393,20392,20392,0.249991236833438,0,-0.0949713053280697,0,0,0,1,1,0,1,safe_best_predicted,0.0949713053280697,0,0,1,1
