final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action
203,37,normal,21,LB/MLB,3,13,0,13,0,0,0,none,0,none,19022,no_op,final_noop,0,1,1,0,1,0,,NaN,,0,0.000249068562106266,0,0,0,0,0,0,0,
204,37,normal,21,LB/MLB,3,18,0,18,0,0,0,none,0,none,19035,no_op,final_noop,0,1,1,0,1,0,,NaN,,0,0.00919845233472257,0,0,0,0,0,0,0,
205,38,handover_stress,1,ES,6,3,3,3,3,3,3,none,3,none,19295,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
206,39,low_load,1,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,19299,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
207,39,low_load,1,ES,6,3,3,3,3,3,3,none,3,none,19301,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
208,39,low_load,1,ES,6,4,4,4,4,4,4,none,4,none,19303,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
209,39,low_load,1,ES,6,5,5,5,5,5,5,none,5,none,19306,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
210,39,low_load,1,ES,6,7,7,7,7,7,7,none,7,none,19309,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
211,39,low_load,1,ES,6,8,8,8,8,8,8,sectors.is_sleeping,8,ES_state,19313,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
212,39,low_load,1,ES,6,9,9,9,9,9,9,sectors.is_sleeping,9,ES_state,19316,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
213,39,low_load,1,ES,6,10,10,10,10,10,10,none,10,none,19318,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
214,39,low_load,1,ES,6,11,11,11,11,11,11,none,11,none,19321,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
215,39,low_load,1,ES,6,14,14,14,14,14,14,none,14,none,19324,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
216,39,low_load,1,ES,6,15,15,15,15,15,15,none,15,none,19327,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
217,39,low_load,1,ES,6,16,16,16,16,16,16,sectors.is_sleeping,16,ES_state,19330,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
218,39,low_load,1,ES,6,17,17,17,17,17,17,none,17,none,19332,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
219,39,low_load,1,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,19336,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
220,39,low_load,1,ES,6,19,19,19,19,19,19,sectors.is_sleeping,19,ES_state,19339,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
221,39,low_load,1,ES,6,20,20,20,20,20,20,none,20,none,19341,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
222,40,handover_stress,2,ES,6,6,6,6,6,6,6,none,6,none,19410,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
223,40,handover_stress,2,ES,6,7,7,7,7,7,7,none,7,none,19413,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
224,41,low_load,2,ES,6,1,1,1,1,1,1,sectors.is_sleeping,1,ES_state,19417,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
225,41,low_load,2,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,19420,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
226,41,low_load,2,ES,6,4,4,4,4,4,4,none,4,none,19422,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
227,41,low_load,2,ES,6,5,5,5,5,5,5,none,5,none,19425,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
228,41,low_load,2,ES,6,6,6,6,6,6,6,none,6,none,19428,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
229,41,low_load,2,ES,6,7,7,7,7,7,7,none,7,none,19431,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
230,41,low_load,2,ES,6,8,8,8,8,8,8,none,8,none,19434,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
231,41,low_load,2,ES,6,10,10,10,10,10,10,none,10,none,19437,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
232,41,low_load,2,ES,6,11,11,11,11,11,11,none,11,none,19440,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
233,41,low_load,2,ES,6,12,12,12,12,12,12,none,12,none,19443,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
234,41,low_load,2,ES,6,13,13,13,13,13,13,sectors.is_sleeping,13,ES_state,19447,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
235,41,low_load,2,ES,6,14,14,14,14,14,14,sectors.is_sleeping,14,ES_state,19450,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
236,41,low_load,2,ES,6,15,15,15,15,15,15,none,15,none,19452,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
237,41,low_load,2,ES,6,16,16,16,16,16,16,sectors.is_sleeping,16,ES_state,19456,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
238,41,low_load,2,ES,6,17,17,17,17,17,17,sectors.is_sleeping,17,ES_state,19459,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
239,41,low_load,2,ES,6,18,18,18,18,18,18,none,18,none,19461,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
240,41,low_load,2,ES,6,19,19,19,19,19,19,none,19,none,19464,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
241,41,low_load,2,ES,6,20,20,20,20,20,20,none,20,none,19467,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
242,41,low_load,2,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,19471,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.249991236833438,0.25,0,0,0,0,0,0,sleep
243,42,normal,2,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,19529,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
244,42,normal,2,ES,6,7,7,7,7,7,7,none,7,none,19531,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
245,42,normal,2,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,19535,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
246,2,degraded_sector,3,ES,6,10,10,10,10,10,10,sectors.is_sleeping,10,ES_state,19549,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
247,43,low_load,3,ES,6,1,1,1,1,1,1,none,1,none,19554,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
248,43,low_load,3,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,19557,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
249,43,low_load,3,ES,6,3,3,3,3,3,3,none,3,none,19559,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
250,43,low_load,3,ES,6,4,4,4,4,4,4,none,4,none,19562,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
251,43,low_load,3,ES,6,5,5,5,5,5,5,none,5,none,19565,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
252,43,low_load,3,ES,6,6,6,6,6,6,6,none,6,none,19568,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
253,43,low_load,3,ES,6,7,7,7,7,7,7,none,7,none,19571,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
254,43,low_load,3,ES,6,8,8,8,8,8,8,none,8,none,19574,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
255,43,low_load,3,ES,6,9,9,9,9,9,9,sectors.is_sleeping,9,ES_state,19578,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
256,43,low_load,3,ES,6,10,10,10,10,10,10,none,10,none,19580,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
257,43,low_load,3,ES,6,11,11,11,11,11,11,none,11,none,19583,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
258,43,low_load,3,ES,6,12,12,12,12,12,12,sectors.is_sleeping,12,ES_state,19587,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
259,43,low_load,3,ES,6,14,14,14,14,14,14,none,14,none,19589,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
260,43,low_load,3,ES,6,15,15,15,15,15,15,none,15,none,19592,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
261,43,low_load,3,ES,6,17,17,17,17,17,17,sectors.is_sleeping,17,ES_state,19596,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
262,43,low_load,3,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,19599,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
263,43,low_load,3,ES,6,20,20,20,20,20,20,none,20,none,19601,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
264,43,low_load,3,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,19605,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
265,44,outage_sector,3,ES,6,3,3,3,3,3,3,none,3,none,19665,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
266,44,outage_sector,3,ES,6,13,13,13,13,13,13,none,13,none,19667,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
267,45,overload,3,ES,6,7,7,7,7,7,7,none,7,none,19670,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
268,21,degraded_sector,4,ES,6,3,3,3,3,3,3,none,3,none,19672,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
269,21,degraded_sector,4,ES,6,9,9,9,9,9,9,none,9,none,19675,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
270,46,normal,4,ES,6,12,12,12,12,12,12,sectors.is_sleeping,12,ES_state,19802,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
271,24,outage_sector,5,ES,6,5,5,5,5,5,5,none,5,none,19939,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
272,24,outage_sector,5,ES,6,11,11,11,11,11,11,none,11,none,19941,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
273,24,outage_sector,5,ES,6,13,13,13,13,13,13,sectors.is_sleeping,13,ES_state,19945,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
274,47,low_load,8,ES,6,1,1,1,1,1,1,none,1,none,20200,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
275,47,low_load,8,ES,6,3,3,3,3,3,3,none,3,none,20202,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
276,47,low_load,8,ES,6,4,4,4,4,4,4,none,4,none,20205,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
277,47,low_load,8,ES,6,5,5,5,5,5,5,sectors.is_sleeping,5,ES_state,20209,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
278,47,low_load,8,ES,6,6,6,6,6,6,6,none,6,none,20211,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
279,47,low_load,8,ES,6,7,7,7,7,7,7,none,7,none,20214,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
280,47,low_load,8,ES,6,8,8,8,8,8,8,sectors.is_sleeping,8,ES_state,20218,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
281,47,low_load,8,ES,6,10,10,10,10,10,10,sectors.is_sleeping,10,ES_state,20221,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
282,47,low_load,8,ES,6,11,11,11,11,11,11,none,11,none,20223,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
283,47,low_load,8,ES,6,13,13,13,13,13,13,none,13,none,20225,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
284,47,low_load,8,ES,6,14,14,14,14,14,14,none,14,none,20227,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
285,47,low_load,8,ES,6,15,15,15,15,15,15,sectors.is_sleeping,15,ES_state,20231,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
286,47,low_load,8,ES,6,16,16,16,16,16,16,sectors.is_sleeping,16,ES_state,20234,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
287,47,low_load,8,ES,6,17,17,17,17,17,17,none,17,none,20236,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
288,47,low_load,8,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,20240,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
289,47,low_load,8,ES,6,20,20,20,20,20,20,none,20,none,20242,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
290,47,low_load,8,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,20246,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.249991236833438,0.25,0,0,0,0,0,0,sleep
291,48,normal,8,ES,6,3,3,3,3,3,3,none,3,none,20297,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
292,48,normal,8,ES,6,14,14,14,14,14,14,none,14,none,20299,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
293,49,low_load_energy_saving_candidate,9,ES,6,2,2,2,2,2,2,none,2,none,20374,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
294,49,low_load_energy_saving_candidate,9,ES,6,3,3,3,3,3,3,sectors.is_sleeping,3,ES_state,20378,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
295,49,low_load_energy_saving_candidate,9,ES,6,4,4,4,4,4,4,none,4,none,20380,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
296,49,low_load_energy_saving_candidate,9,ES,6,5,5,5,5,5,5,sectors.is_sleeping,5,ES_state,20384,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
297,49,low_load_energy_saving_candidate,9,ES,6,7,7,7,7,7,7,none,7,none,20386,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
298,49,low_load_energy_saving_candidate,9,ES,6,8,8,8,8,8,8,none,8,none,20389,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
299,49,low_load_energy_saving_candidate,9,ES,6,9,9,9,9,9,9,none,9,none,20392,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
300,49,low_load_energy_saving_candidate,9,ES,6,10,10,10,10,10,10,sectors.is_sleeping,10,ES_state,20396,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
301,49,low_load_energy_saving_candidate,9,ES,6,11,11,11,11,11,11,none,11,none,20398,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
302,49,low_load_energy_saving_candidate,9,ES,6,12,12,12,12,12,12,sectors.is_sleeping,12,ES_state,20402,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
303,49,low_load_energy_saving_candidate,9,ES,6,13,13,13,13,13,13,none,13,none,20404,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
304,49,low_load_energy_saving_candidate,9,ES,6,14,14,14,14,14,14,none,14,none,20407,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
305,49,low_load_energy_saving_candidate,9,ES,6,15,15,15,15,15,15,none,15,none,20409,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
306,49,low_load_energy_saving_candidate,9,ES,6,16,16,16,16,16,16,none,16,none,20412,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
307,49,low_load_energy_saving_candidate,9,ES,6,17,17,17,17,17,17,sectors.is_sleeping,17,ES_state,20416,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
308,49,low_load_energy_saving_candidate,9,ES,6,18,18,18,18,18,18,none,18,none,20418,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
309,49,low_load_energy_saving_candidate,9,ES,6,20,20,20,20,20,20,sectors.is_sleeping,20,ES_state,20422,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
310,49,low_load_energy_saving_candidate,9,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,20425,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.249991236833438,0.25,0,0,0,0,0,0,sleep
311,50,degraded_sector,10,ES,6,5,5,5,5,5,5,none,5,none,20441,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
312,50,degraded_sector,10,ES,6,10,10,10,10,10,10,none,10,none,20444,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
313,6,mixed_conflict,11,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,20678,sleep,rejected_safety_conflict,0,1,1,0,0,0,ES sleep on a sector also touched by COC/LB/HO-MRO action.,2,es_sleep_overlap,0,0.249991236833438,0.25,0,0,0,0,0,0,sleep
314,51,normal,13,ES,6,19,19,19,19,19,19,sectors.is_sleeping,19,ES_state,20920,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
315,52,low_load_energy_saving_candidate,14,ES,6,1,1,1,1,1,1,none,1,none,20987,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
316,52,low_load_energy_saving_candidate,14,ES,6,2,2,2,2,2,2,none,2,none,20990,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
317,52,low_load_energy_saving_candidate,14,ES,6,3,3,3,3,3,3,none,3,none,20993,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
318,52,low_load_energy_saving_candidate,14,ES,6,4,4,4,4,4,4,none,4,none,20996,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
319,52,low_load_energy_saving_candidate,14,ES,6,5,5,5,5,5,5,none,5,none,20999,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
320,52,low_load_energy_saving_candidate,14,ES,6,6,6,6,6,6,6,sectors.is_sleeping,6,ES_state,21003,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
321,52,low_load_energy_saving_candidate,14,ES,6,7,7,7,7,7,7,none,7,none,21005,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
322,52,low_load_energy_saving_candidate,14,ES,6,8,8,8,8,8,8,none,8,none,21007,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
323,52,low_load_energy_saving_candidate,14,ES,6,9,9,9,9,9,9,none,9,none,21010,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
324,52,low_load_energy_saving_candidate,14,ES,6,10,10,10,10,10,10,none,10,none,21012,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
325,52,low_load_energy_saving_candidate,14,ES,6,11,11,11,11,11,11,none,11,none,21015,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
326,52,low_load_energy_saving_candidate,14,ES,6,13,13,13,13,13,13,none,13,none,21018,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
327,52,low_load_energy_saving_candidate,14,ES,6,14,14,14,14,14,14,sectors.is_sleeping,14,ES_state,21022,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
328,52,low_load_energy_saving_candidate,14,ES,6,15,15,15,15,15,15,none,15,none,21024,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
329,52,low_load_energy_saving_candidate,14,ES,6,16,16,16,16,16,16,none,16,none,21027,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
330,52,low_load_energy_saving_candidate,14,ES,6,17,17,17,17,17,17,sectors.is_sleeping,17,ES_state,21031,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
331,52,low_load_energy_saving_candidate,14,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,21034,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
332,52,low_load_energy_saving_candidate,14,ES,6,21,21,21,21,21,21,none,21,none,21036,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
333,53,handover_stress,15,ES,6,13,13,13,13,13,13,none,13,none,21053,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
334,53,handover_stress,15,ES,6,21,21,21,21,21,21,none,21,none,21056,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
335,54,low_load_energy_saving_candidate,15,ES,6,1,1,1,1,1,1,none,1,none,21118,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
336,54,low_load_energy_saving_candidate,15,ES,6,3,3,3,3,3,3,none,3,none,21121,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
337,54,low_load_energy_saving_candidate,15,ES,6,4,4,4,4,4,4,none,4,none,21124,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
338,54,low_load_energy_saving_candidate,15,ES,6,5,5,5,5,5,5,none,5,none,21127,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
339,54,low_load_energy_saving_candidate,15,ES,6,6,6,6,6,6,6,none,6,none,21130,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
340,54,low_load_energy_saving_candidate,15,ES,6,7,7,7,7,7,7,sectors.is_sleeping,7,ES_state,21134,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
341,54,low_load_energy_saving_candidate,15,ES,6,8,8,8,8,8,8,none,8,none,21136,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
342,54,low_load_energy_saving_candidate,15,ES,6,9,9,9,9,9,9,none,9,none,21139,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
