coordinator_group_id,scenario_name,realization_id,module_name,accepted_action_id,accepted_action_type,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_parameter,accepted_flag,rejected_flag,rejection_reason,module_priority,final_candidate_rank,not_applied_flag,rejection_type
33,overload,15,LB/MLB,16412,cio_bias_to_neighbor,21,19,21,19,21,19,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
34,handover_stress,16,LB/MLB,16435,no_op,12,0,12,0,0,0,none,none,1,0,,3,1,1,
34,handover_stress,16,LB/MLB,16451,cio_bias_to_neighbor,16,20,16,20,16,20,sectors.cio_dB,CIO_bias,1,0,,3,2,1,
35,handover_stress,17,LB/MLB,16888,cio_bias_to_neighbor,12,10,12,10,12,10,sectors.cio_dB,CIO_bias,1,0,,3,1,1,
13,outage_sector,18,LB/MLB,17534,cio_bias_to_neighbor,14,17,14,17,14,17,sectors.cio_dB,CIO_bias,1,0,,3,2,1,
36,mixed_conflict,19,LB/MLB,17790,cio_bias_to_neighbor,3,16,3,16,3,16,sectors.cio_dB,CIO_bias,1,0,,3,1,1,
36,mixed_conflict,19,LB/MLB,17807,cio_bias_to_neighbor,4,1,4,1,4,1,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17816,cio_bias_to_neighbor,5,1,5,1,5,1,sectors.cio_dB,CIO_bias,1,0,,3,2,1,
36,mixed_conflict,19,LB/MLB,17832,cio_bias_to_neighbor,6,16,6,16,6,16,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17850,cio_bias_to_neighbor,7,1,7,1,7,1,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17855,cio_bias_to_neighbor,8,10,8,10,8,10,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17868,cio_bias_to_neighbor,11,10,11,10,11,10,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17889,cio_bias_to_neighbor,12,10,12,10,12,10,sectors.cio_dB,CIO_bias,1,0,,3,3,1,
36,mixed_conflict,19,LB/MLB,17893,cio_bias_to_neighbor,13,2,13,2,13,2,sectors.cio_dB,CIO_bias,1,0,,3,4,1,
36,mixed_conflict,19,LB/MLB,17914,cio_bias_to_neighbor,14,2,14,2,14,2,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17917,no_op,15,0,15,0,0,0,none,none,1,0,,3,5,1,
36,mixed_conflict,19,LB/MLB,17936,cio_bias_to_neighbor,17,16,17,16,17,16,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
36,mixed_conflict,19,LB/MLB,17949,cio_bias_to_neighbor,19,21,19,21,19,21,sectors.cio_dB,CIO_bias,1,0,,3,6,1,
36,mixed_conflict,19,LB/MLB,17962,cio_bias_to_neighbor,20,16,20,16,20,16,sectors.cio_dB,CIO_bias,0,1,Both actions write the same simulator state variable on the same application sector.,3,0,1,duplicate_application_target_parameter
37,normal,21,LB/MLB,19022,no_op,13,0,13,0,0,0,none,none,1,0,,3,1,1,
37,normal,21,LB/MLB,19035,no_op,18,0,18,0,0,0,none,none,1,0,,3,2,1,
38,handover_stress,1,ES,19295,keep_active,3,3,3,3,3,3,none,none,1,0,,6,12,1,
39,low_load,1,ES,19299,sleep,2,2,2,2,2,2,sectors.is_sleeping,ES_state,1,0,,6,1,1,
39,low_load,1,ES,19301,keep_active,3,3,3,3,3,3,none,none,1,0,,6,2,1,
39,low_load,1,ES,19303,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
39,low_load,1,ES,19306,keep_active,5,5,5,5,5,5,none,none,1,0,,6,4,1,
39,low_load,1,ES,19309,keep_active,7,7,7,7,7,7,none,none,1,0,,6,5,1,
39,low_load,1,ES,19313,sleep,8,8,8,8,8,8,sectors.is_sleeping,ES_state,1,0,,6,6,1,
39,low_load,1,ES,19316,sleep,9,9,9,9,9,9,sectors.is_sleeping,ES_state,1,0,,6,7,1,
39,low_load,1,ES,19318,keep_active,10,10,10,10,10,10,none,none,1,0,,6,8,1,
39,low_load,1,ES,19321,keep_active,11,11,11,11,11,11,none,none,1,0,,6,9,1,
39,low_load,1,ES,19324,keep_active,14,14,14,14,14,14,none,none,1,0,,6,10,1,
39,low_load,1,ES,19327,keep_active,15,15,15,15,15,15,none,none,1,0,,6,11,1,
39,low_load,1,ES,19330,sleep,16,16,16,16,16,16,sectors.is_sleeping,ES_state,1,0,,6,12,1,
39,low_load,1,ES,19332,keep_active,17,17,17,17,17,17,none,none,1,0,,6,13,1,
39,low_load,1,ES,19336,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,14,1,
39,low_load,1,ES,19339,sleep,19,19,19,19,19,19,sectors.is_sleeping,ES_state,1,0,,6,15,1,
39,low_load,1,ES,19341,keep_active,20,20,20,20,20,20,none,none,1,0,,6,16,1,
40,handover_stress,2,ES,19410,keep_active,6,6,6,6,6,6,none,none,1,0,,6,12,1,
40,handover_stress,2,ES,19413,keep_active,7,7,7,7,7,7,none,none,1,0,,6,13,1,
41,low_load,2,ES,19417,sleep,1,1,1,1,1,1,sectors.is_sleeping,ES_state,1,0,,6,1,1,
41,low_load,2,ES,19420,sleep,2,2,2,2,2,2,sectors.is_sleeping,ES_state,1,0,,6,2,1,
41,low_load,2,ES,19422,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
41,low_load,2,ES,19425,keep_active,5,5,5,5,5,5,none,none,1,0,,6,4,1,
41,low_load,2,ES,19428,keep_active,6,6,6,6,6,6,none,none,1,0,,6,5,1,
41,low_load,2,ES,19431,keep_active,7,7,7,7,7,7,none,none,1,0,,6,6,1,
41,low_load,2,ES,19434,keep_active,8,8,8,8,8,8,none,none,1,0,,6,7,1,
41,low_load,2,ES,19437,keep_active,10,10,10,10,10,10,none,none,1,0,,6,8,1,
41,low_load,2,ES,19440,keep_active,11,11,11,11,11,11,none,none,1,0,,6,9,1,
41,low_load,2,ES,19443,keep_active,12,12,12,12,12,12,none,none,1,0,,6,10,1,
41,low_load,2,ES,19447,sleep,13,13,13,13,13,13,sectors.is_sleeping,ES_state,1,0,,6,11,1,
41,low_load,2,ES,19450,sleep,14,14,14,14,14,14,sectors.is_sleeping,ES_state,1,0,,6,12,1,
41,low_load,2,ES,19452,keep_active,15,15,15,15,15,15,none,none,1,0,,6,13,1,
41,low_load,2,ES,19456,sleep,16,16,16,16,16,16,sectors.is_sleeping,ES_state,1,0,,6,14,1,
41,low_load,2,ES,19459,sleep,17,17,17,17,17,17,sectors.is_sleeping,ES_state,1,0,,6,15,1,
41,low_load,2,ES,19461,keep_active,18,18,18,18,18,18,none,none,1,0,,6,16,1,
41,low_load,2,ES,19464,keep_active,19,19,19,19,19,19,none,none,1,0,,6,17,1,
41,low_load,2,ES,19467,keep_active,20,20,20,20,20,20,none,none,1,0,,6,18,1,
41,low_load,2,ES,19471,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,19,1,
42,normal,2,ES,19529,sleep,2,2,2,2,2,2,sectors.is_sleeping,ES_state,1,0,,6,1,1,
42,normal,2,ES,19531,keep_active,7,7,7,7,7,7,none,none,1,0,,6,2,1,
42,normal,2,ES,19535,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,3,1,
2,degraded_sector,3,ES,19549,sleep,10,10,10,10,10,10,sectors.is_sleeping,ES_state,1,0,,6,5,1,
43,low_load,3,ES,19554,keep_active,1,1,1,1,1,1,none,none,1,0,,6,1,1,
43,low_load,3,ES,19557,sleep,2,2,2,2,2,2,sectors.is_sleeping,ES_state,1,0,,6,2,1,
43,low_load,3,ES,19559,keep_active,3,3,3,3,3,3,none,none,1,0,,6,3,1,
43,low_load,3,ES,19562,keep_active,4,4,4,4,4,4,none,none,1,0,,6,4,1,
43,low_load,3,ES,19565,keep_active,5,5,5,5,5,5,none,none,1,0,,6,5,1,
43,low_load,3,ES,19568,keep_active,6,6,6,6,6,6,none,none,1,0,,6,6,1,
43,low_load,3,ES,19571,keep_active,7,7,7,7,7,7,none,none,1,0,,6,7,1,
43,low_load,3,ES,19574,keep_active,8,8,8,8,8,8,none,none,1,0,,6,8,1,
43,low_load,3,ES,19578,sleep,9,9,9,9,9,9,sectors.is_sleeping,ES_state,1,0,,6,9,1,
43,low_load,3,ES,19580,keep_active,10,10,10,10,10,10,none,none,1,0,,6,10,1,
43,low_load,3,ES,19583,keep_active,11,11,11,11,11,11,none,none,1,0,,6,11,1,
43,low_load,3,ES,19587,sleep,12,12,12,12,12,12,sectors.is_sleeping,ES_state,1,0,,6,12,1,
43,low_load,3,ES,19589,keep_active,14,14,14,14,14,14,none,none,1,0,,6,13,1,
43,low_load,3,ES,19592,keep_active,15,15,15,15,15,15,none,none,1,0,,6,14,1,
43,low_load,3,ES,19596,sleep,17,17,17,17,17,17,sectors.is_sleeping,ES_state,1,0,,6,15,1,
43,low_load,3,ES,19599,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,16,1,
43,low_load,3,ES,19601,keep_active,20,20,20,20,20,20,none,none,1,0,,6,17,1,
43,low_load,3,ES,19605,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,18,1,
44,outage_sector,3,ES,19665,keep_active,3,3,3,3,3,3,none,none,1,0,,6,1,1,
44,outage_sector,3,ES,19667,keep_active,13,13,13,13,13,13,none,none,1,0,,6,2,1,
45,overload,3,ES,19670,keep_active,7,7,7,7,7,7,none,none,1,0,,6,2,1,
21,degraded_sector,4,ES,19672,keep_active,3,3,3,3,3,3,none,none,1,0,,6,4,1,
21,degraded_sector,4,ES,19675,keep_active,9,9,9,9,9,9,none,none,1,0,,6,5,1,
46,normal,4,ES,19802,sleep,12,12,12,12,12,12,sectors.is_sleeping,ES_state,1,0,,6,1,1,
24,outage_sector,5,ES,19939,keep_active,5,5,5,5,5,5,none,none,1,0,,6,2,1,
24,outage_sector,5,ES,19941,keep_active,11,11,11,11,11,11,none,none,1,0,,6,3,1,
24,outage_sector,5,ES,19945,sleep,13,13,13,13,13,13,sectors.is_sleeping,ES_state,1,0,,6,4,1,
47,low_load,8,ES,20200,keep_active,1,1,1,1,1,1,none,none,1,0,,6,1,1,
47,low_load,8,ES,20202,keep_active,3,3,3,3,3,3,none,none,1,0,,6,2,1,
47,low_load,8,ES,20205,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
47,low_load,8,ES,20209,sleep,5,5,5,5,5,5,sectors.is_sleeping,ES_state,1,0,,6,4,1,
47,low_load,8,ES,20211,keep_active,6,6,6,6,6,6,none,none,1,0,,6,5,1,
47,low_load,8,ES,20214,keep_active,7,7,7,7,7,7,none,none,1,0,,6,6,1,
47,low_load,8,ES,20218,sleep,8,8,8,8,8,8,sectors.is_sleeping,ES_state,1,0,,6,7,1,
47,low_load,8,ES,20221,sleep,10,10,10,10,10,10,sectors.is_sleeping,ES_state,1,0,,6,8,1,
47,low_load,8,ES,20223,keep_active,11,11,11,11,11,11,none,none,1,0,,6,9,1,
47,low_load,8,ES,20225,keep_active,13,13,13,13,13,13,none,none,1,0,,6,10,1,
47,low_load,8,ES,20227,keep_active,14,14,14,14,14,14,none,none,1,0,,6,11,1,
47,low_load,8,ES,20231,sleep,15,15,15,15,15,15,sectors.is_sleeping,ES_state,1,0,,6,12,1,
47,low_load,8,ES,20234,sleep,16,16,16,16,16,16,sectors.is_sleeping,ES_state,1,0,,6,13,1,
47,low_load,8,ES,20236,keep_active,17,17,17,17,17,17,none,none,1,0,,6,14,1,
47,low_load,8,ES,20240,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,15,1,
47,low_load,8,ES,20242,keep_active,20,20,20,20,20,20,none,none,1,0,,6,16,1,
47,low_load,8,ES,20246,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,17,1,
48,normal,8,ES,20297,keep_active,3,3,3,3,3,3,none,none,1,0,,6,1,1,
48,normal,8,ES,20299,keep_active,14,14,14,14,14,14,none,none,1,0,,6,2,1,
49,low_load_energy_saving_candidate,9,ES,20374,keep_active,2,2,2,2,2,2,none,none,1,0,,6,1,1,
49,low_load_energy_saving_candidate,9,ES,20378,sleep,3,3,3,3,3,3,sectors.is_sleeping,ES_state,1,0,,6,2,1,
49,low_load_energy_saving_candidate,9,ES,20380,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
49,low_load_energy_saving_candidate,9,ES,20384,sleep,5,5,5,5,5,5,sectors.is_sleeping,ES_state,1,0,,6,4,1,
49,low_load_energy_saving_candidate,9,ES,20386,keep_active,7,7,7,7,7,7,none,none,1,0,,6,5,1,
49,low_load_energy_saving_candidate,9,ES,20389,keep_active,8,8,8,8,8,8,none,none,1,0,,6,6,1,
49,low_load_energy_saving_candidate,9,ES,20392,keep_active,9,9,9,9,9,9,none,none,1,0,,6,7,1,
49,low_load_energy_saving_candidate,9,ES,20396,sleep,10,10,10,10,10,10,sectors.is_sleeping,ES_state,1,0,,6,8,1,
49,low_load_energy_saving_candidate,9,ES,20398,keep_active,11,11,11,11,11,11,none,none,1,0,,6,9,1,
49,low_load_energy_saving_candidate,9,ES,20402,sleep,12,12,12,12,12,12,sectors.is_sleeping,ES_state,1,0,,6,10,1,
49,low_load_energy_saving_candidate,9,ES,20404,keep_active,13,13,13,13,13,13,none,none,1,0,,6,11,1,
49,low_load_energy_saving_candidate,9,ES,20407,keep_active,14,14,14,14,14,14,none,none,1,0,,6,12,1,
49,low_load_energy_saving_candidate,9,ES,20409,keep_active,15,15,15,15,15,15,none,none,1,0,,6,13,1,
49,low_load_energy_saving_candidate,9,ES,20412,keep_active,16,16,16,16,16,16,none,none,1,0,,6,14,1,
49,low_load_energy_saving_candidate,9,ES,20416,sleep,17,17,17,17,17,17,sectors.is_sleeping,ES_state,1,0,,6,15,1,
49,low_load_energy_saving_candidate,9,ES,20418,keep_active,18,18,18,18,18,18,none,none,1,0,,6,16,1,
49,low_load_energy_saving_candidate,9,ES,20422,sleep,20,20,20,20,20,20,sectors.is_sleeping,ES_state,1,0,,6,17,1,
49,low_load_energy_saving_candidate,9,ES,20425,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,18,1,
50,degraded_sector,10,ES,20441,keep_active,5,5,5,5,5,5,none,none,1,0,,6,1,1,
50,degraded_sector,10,ES,20444,keep_active,10,10,10,10,10,10,none,none,1,0,,6,2,1,
6,mixed_conflict,11,ES,20678,sleep,2,2,2,2,2,2,sectors.is_sleeping,ES_state,0,1,ES sleep on a sector also touched by COC/LB/HO-MRO action.,6,0,1,es_sleep_overlap
51,normal,13,ES,20920,sleep,19,19,19,19,19,19,sectors.is_sleeping,ES_state,1,0,,6,1,1,
52,low_load_energy_saving_candidate,14,ES,20987,keep_active,1,1,1,1,1,1,none,none,1,0,,6,1,1,
52,low_load_energy_saving_candidate,14,ES,20990,keep_active,2,2,2,2,2,2,none,none,1,0,,6,2,1,
52,low_load_energy_saving_candidate,14,ES,20993,keep_active,3,3,3,3,3,3,none,none,1,0,,6,3,1,
52,low_load_energy_saving_candidate,14,ES,20996,keep_active,4,4,4,4,4,4,none,none,1,0,,6,4,1,
52,low_load_energy_saving_candidate,14,ES,20999,keep_active,5,5,5,5,5,5,none,none,1,0,,6,5,1,
52,low_load_energy_saving_candidate,14,ES,21003,sleep,6,6,6,6,6,6,sectors.is_sleeping,ES_state,1,0,,6,6,1,
52,low_load_energy_saving_candidate,14,ES,21005,keep_active,7,7,7,7,7,7,none,none,1,0,,6,7,1,
52,low_load_energy_saving_candidate,14,ES,21007,keep_active,8,8,8,8,8,8,none,none,1,0,,6,8,1,
52,low_load_energy_saving_candidate,14,ES,21010,keep_active,9,9,9,9,9,9,none,none,1,0,,6,9,1,
52,low_load_energy_saving_candidate,14,ES,21012,keep_active,10,10,10,10,10,10,none,none,1,0,,6,10,1,
52,low_load_energy_saving_candidate,14,ES,21015,keep_active,11,11,11,11,11,11,none,none,1,0,,6,11,1,
52,low_load_energy_saving_candidate,14,ES,21018,keep_active,13,13,13,13,13,13,none,none,1,0,,6,12,1,
52,low_load_energy_saving_candidate,14,ES,21022,sleep,14,14,14,14,14,14,sectors.is_sleeping,ES_state,1,0,,6,13,1,
52,low_load_energy_saving_candidate,14,ES,21024,keep_active,15,15,15,15,15,15,none,none,1,0,,6,14,1,
52,low_load_energy_saving_candidate,14,ES,21027,keep_active,16,16,16,16,16,16,none,none,1,0,,6,15,1,
52,low_load_energy_saving_candidate,14,ES,21031,sleep,17,17,17,17,17,17,sectors.is_sleeping,ES_state,1,0,,6,16,1,
52,low_load_energy_saving_candidate,14,ES,21034,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,17,1,
52,low_load_energy_saving_candidate,14,ES,21036,keep_active,21,21,21,21,21,21,none,none,1,0,,6,18,1,
53,handover_stress,15,ES,21053,keep_active,13,13,13,13,13,13,none,none,1,0,,6,1,1,
53,handover_stress,15,ES,21056,keep_active,21,21,21,21,21,21,none,none,1,0,,6,2,1,
54,low_load_energy_saving_candidate,15,ES,21118,keep_active,1,1,1,1,1,1,none,none,1,0,,6,1,1,
54,low_load_energy_saving_candidate,15,ES,21121,keep_active,3,3,3,3,3,3,none,none,1,0,,6,2,1,
54,low_load_energy_saving_candidate,15,ES,21124,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
54,low_load_energy_saving_candidate,15,ES,21127,keep_active,5,5,5,5,5,5,none,none,1,0,,6,4,1,
54,low_load_energy_saving_candidate,15,ES,21130,keep_active,6,6,6,6,6,6,none,none,1,0,,6,5,1,
54,low_load_energy_saving_candidate,15,ES,21134,sleep,7,7,7,7,7,7,sectors.is_sleeping,ES_state,1,0,,6,6,1,
54,low_load_energy_saving_candidate,15,ES,21136,keep_active,8,8,8,8,8,8,none,none,1,0,,6,7,1,
54,low_load_energy_saving_candidate,15,ES,21139,keep_active,9,9,9,9,9,9,none,none,1,0,,6,8,1,
54,low_load_energy_saving_candidate,15,ES,21143,sleep,10,10,10,10,10,10,sectors.is_sleeping,ES_state,1,0,,6,9,1,
54,low_load_energy_saving_candidate,15,ES,21145,keep_active,11,11,11,11,11,11,none,none,1,0,,6,10,1,
54,low_load_energy_saving_candidate,15,ES,21149,sleep,12,12,12,12,12,12,sectors.is_sleeping,ES_state,1,0,,6,11,1,
54,low_load_energy_saving_candidate,15,ES,21152,sleep,13,13,13,13,13,13,sectors.is_sleeping,ES_state,1,0,,6,12,1,
54,low_load_energy_saving_candidate,15,ES,21154,keep_active,14,14,14,14,14,14,none,none,1,0,,6,13,1,
54,low_load_energy_saving_candidate,15,ES,21158,sleep,15,15,15,15,15,15,sectors.is_sleeping,ES_state,1,0,,6,14,1,
54,low_load_energy_saving_candidate,15,ES,21161,sleep,16,16,16,16,16,16,sectors.is_sleeping,ES_state,1,0,,6,15,1,
54,low_load_energy_saving_candidate,15,ES,21163,keep_active,17,17,17,17,17,17,none,none,1,0,,6,16,1,
54,low_load_energy_saving_candidate,15,ES,21167,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,17,1,
54,low_load_energy_saving_candidate,15,ES,21170,sleep,19,19,19,19,19,19,sectors.is_sleeping,ES_state,1,0,,6,18,1,
54,low_load_energy_saving_candidate,15,ES,21172,keep_active,20,20,20,20,20,20,none,none,1,0,,6,19,1,
54,low_load_energy_saving_candidate,15,ES,21175,keep_active,21,21,21,21,21,21,none,none,1,0,,6,20,1,
8,outage_sector,15,ES,21183,keep_active,6,6,6,6,6,6,none,none,1,0,,6,2,1,
8,outage_sector,15,ES,21186,keep_active,15,15,15,15,15,15,none,none,1,0,,6,3,1,
34,handover_stress,16,ES,21191,keep_active,5,5,5,5,5,5,none,none,1,0,,6,3,1,
34,handover_stress,16,ES,21193,keep_active,13,13,13,13,13,13,none,none,1,0,,6,4,1,
34,handover_stress,16,ES,21197,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,5,1,
55,outage_sector,17,ES,21429,keep_active,4,4,4,4,4,4,none,none,1,0,,6,4,1,
55,outage_sector,17,ES,21432,keep_active,5,5,5,5,5,5,none,none,1,0,,6,5,1,
55,outage_sector,17,ES,21435,keep_active,11,11,11,11,11,11,none,none,1,0,,6,6,1,
55,outage_sector,17,ES,21438,keep_active,13,13,13,13,13,13,none,none,1,0,,6,7,1,
55,outage_sector,17,ES,21441,keep_active,14,14,14,14,14,14,none,none,1,0,,6,8,1,
55,outage_sector,17,ES,21444,keep_active,17,17,17,17,17,17,none,none,1,0,,6,9,1,
56,low_load_energy_saving_candidate,18,ES,21513,sleep,1,1,1,1,1,1,sectors.is_sleeping,ES_state,1,0,,6,1,1,
56,low_load_energy_saving_candidate,18,ES,21515,keep_active,2,2,2,2,2,2,none,none,1,0,,6,2,1,
56,low_load_energy_saving_candidate,18,ES,21518,keep_active,3,3,3,3,3,3,none,none,1,0,,6,3,1,
56,low_load_energy_saving_candidate,18,ES,21521,keep_active,4,4,4,4,4,4,none,none,1,0,,6,4,1,
56,low_load_energy_saving_candidate,18,ES,21524,keep_active,5,5,5,5,5,5,none,none,1,0,,6,5,1,
56,low_load_energy_saving_candidate,18,ES,21527,keep_active,6,6,6,6,6,6,none,none,1,0,,6,6,1,
56,low_load_energy_saving_candidate,18,ES,21530,keep_active,7,7,7,7,7,7,none,none,1,0,,6,7,1,
56,low_load_energy_saving_candidate,18,ES,21533,keep_active,9,9,9,9,9,9,none,none,1,0,,6,8,1,
56,low_load_energy_saving_candidate,18,ES,21536,keep_active,10,10,10,10,10,10,none,none,1,0,,6,9,1,
56,low_load_energy_saving_candidate,18,ES,21538,keep_active,11,11,11,11,11,11,none,none,1,0,,6,10,1,
56,low_load_energy_saving_candidate,18,ES,21541,keep_active,12,12,12,12,12,12,none,none,1,0,,6,11,1,
56,low_load_energy_saving_candidate,18,ES,21544,keep_active,13,13,13,13,13,13,none,none,1,0,,6,12,1,
56,low_load_energy_saving_candidate,18,ES,21547,keep_active,14,14,14,14,14,14,none,none,1,0,,6,13,1,
56,low_load_energy_saving_candidate,18,ES,21550,keep_active,15,15,15,15,15,15,none,none,1,0,,6,14,1,
56,low_load_energy_saving_candidate,18,ES,21553,keep_active,16,16,16,16,16,16,none,none,1,0,,6,15,1,
56,low_load_energy_saving_candidate,18,ES,21556,keep_active,17,17,17,17,17,17,none,none,1,0,,6,16,1,
56,low_load_energy_saving_candidate,18,ES,21560,sleep,18,18,18,18,18,18,sectors.is_sleeping,ES_state,1,0,,6,17,1,
56,low_load_energy_saving_candidate,18,ES,21562,keep_active,19,19,19,19,19,19,none,none,1,0,,6,18,1,
56,low_load_energy_saving_candidate,18,ES,21565,keep_active,20,20,20,20,20,20,none,none,1,0,,6,19,1,
56,low_load_energy_saving_candidate,18,ES,21569,sleep,21,21,21,21,21,21,sectors.is_sleeping,ES_state,1,0,,6,20,1,
57,low_load,19,ES,21589,keep_active,1,1,1,1,1,1,none,none,1,0,,6,1,1,
57,low_load,19,ES,21592,keep_active,3,3,3,3,3,3,none,none,1,0,,6,2,1,
57,low_load,19,ES,21595,keep_active,4,4,4,4,4,4,none,none,1,0,,6,3,1,
57,low_load,19,ES,21598,keep_active,5,5,5,5,5,5,none,none,1,0,,6,4,1,
57,low_load,19,ES,21602,sleep,6,6,6,6,6,6,sectors.is_sleeping,ES_state,1,0,,6,5,1,
57,low_load,19,ES,21605,sleep,7,7,7,7,7,7,sectors.is_sleeping,ES_state,1,0,,6,6,1,
57,low_load,19,ES,21608,sleep,8,8,8,8,8,8,sectors.is_sleeping,ES_state,1,0,,6,7,1,
57,low_load,19,ES,21610,keep_active,10,10,10,10,10,10,none,none,1,0,,6,8,1,
57,low_load,19,ES,21612,keep_active,11,11,11,11,11,11,none,none,1,0,,6,9,1,
57,low_load,19,ES,21615,keep_active,12,12,12,12,12,12,none,none,1,0,,6,10,1,
57,low_load,19,ES,21618,keep_active,13,13,13,13,13,13,none,none,1,0,,6,11,1,
57,low_load,19,ES,21622,sleep,15,15,15,15,15,15,sectors.is_sleeping,ES_state,1,0,,6,12,1,
57,low_load,19,ES,21624,keep_active,16,16,16,16,16,16,none,none,1,0,,6,13,1,
57,low_load,19,ES,21627,keep_active,17,17,17,17,17,17,none,none,1,0,,6,14,1,
57,low_load,19,ES,21630,keep_active,18,18,18,18,18,18,none,none,1,0,,6,15,1,
57,low_load,19,ES,21633,keep_active,19,19,19,19,19,19,none,none,1,0,,6,16,1,
57,low_load,19,ES,21637,sleep,20,20,20,20,20,20,sectors.is_sleeping,ES_state,1,0,,6,17,1,
57,low_load,19,ES,21639,keep_active,21,21,21,21,21,21,none,none,1,0,,6,18,1,
58,low_load_energy_saving_candidate,19,ES,21643,sleep,1,1,1,1,1,1,sectors.is_sleeping,ES_state,1,0,,6,1,1,
58,low_load_energy_saving_candidate,19,ES,21645,keep_active,2,2,2,2,2,2,none,none,1,0,,6,2,1,
58,low_load_energy_saving_candidate,19,ES,21648,keep_active,3,3,3,3,3,3,none,none,1,0,,6,3,1,
58,low_load_energy_saving_candidate,19,ES,21651,keep_active,4,4,4,4,4,4,none,none,1,0,,6,4,1,
58,low_load_energy_saving_candidate,19,ES,21655,sleep,5,5,5,5,5,5,sectors.is_sleeping,ES_state,1,0,,6,5,1,
58,low_load_energy_saving_candidate,19,ES,21657,keep_active,6,6,6,6,6,6,none,none,1,0,,6,6,1,
58,low_load_energy_saving_candidate,19,ES,21660,keep_active,7,7,7,7,7,7,none,none,1,0,,6,7,1,
58,low_load_energy_saving_candidate,19,ES,21663,keep_active,8,8,8,8,8,8,none,none,1,0,,6,8,1,
58,low_load_energy_saving_candidate,19,ES,21667,sleep,9,9,9,9,9,9,sectors.is_sleeping,ES_state,1,0,,6,9,1,
58,low_load_energy_saving_candidate,19,ES,21669,keep_active,10,10,10,10,10,10,none,none,1,0,,6,10,1,
58,low_load_energy_saving_candidate,19,ES,21672,keep_active,11,11,11,11,11,11,none,none,1,0,,6,11,1,
58,low_load_energy_saving_candidate,19,ES,21675,keep_active,12,12,12,12,12,12,none,none,1,0,,6,12,1,
58,low_load_energy_saving_candidate,19,ES,21679,sleep,13,13,13,13,13,13,sectors.is_sleeping,ES_state,1,0,,6,13,1,
58,low_load_energy_saving_candidate,19,ES,21681,keep_active,14,14,14,14,14,14,none,none,1,0,,6,14,1,
58,low_load_energy_saving_candidate,19,ES,21684,keep_active,15,15,15,15,15,15,none,none,1,0,,6,15,1,
58,low_load_energy_saving_candidate,19,ES,21687,keep_active,17,17,17,17,17,17,none,none,1,0,,6,16,1,
58,low_load_energy_saving_candidate,19,ES,21690,keep_active,18,18,18,18,18,18,none,none,1,0,,6,17,1,
58,low_load_energy_saving_candidate,19,ES,21694,sleep,19,19,19,19,19,19,sectors.is_sleeping,ES_state,1,0,,6,18,1,
58,low_load_energy_saving_candidate,19,ES,21696,keep_active,20,20,20,20,20,20,none,none,1,0,,6,19,1,
