oracle_group_id,scenario_name,realization_id,source_sector_id,module_name,selected_action_id,selected_action_type,target_sector_id,reward,safety_valid,oracle_selection_reason,is_noop,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,pre_source_load_ratio,post_source_load_ratio,pre_source_RSRP_dBm,post_source_RSRP_dBm,pre_source_SINR_dB,post_source_SINR_dB,pre_source_qos_satisfaction_ratio,post_source_qos_satisfaction_ratio,pre_source_attach_rate,post_source_attach_rate,pre_source_handover_risk_score,post_source_handover_risk_score
1402,low_load,13,18,ES,20857,keep_active,18,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0340251191098555,0.0340251191098555,-90.4420020463084,-90.4420020463084,10.0018061048534,10.0018061048534,1,1,1,1,0.107142857142857,0.107142857142857
1403,low_load,13,19,ES,20860,keep_active,19,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0605964425327475,0.0605964425327475,-91.4980726379195,-91.4980726379195,7.69539648613694,7.69539648613694,1,1,1,1,0.166666666666667,0.166666666666667
1404,low_load,13,20,ES,20864,sleep,20,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-85.9109341074831,-85.9109341074831,6.43186879730632,6.43186879730632,0,0,1,0.975,0.2,0.2
1405,low_load,13,21,ES,20867,sleep,21,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-91.491054164221,-91.491054164221,8.34155041384962,8.34155041384962,0,0,1,0.975,0.19047619047619,0.19047619047619
1406,low_load_energy_saving_candidate,13,1,ES,20869,keep_active,1,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0349245530916904,0.0349245530916904,-86.887339902598,-86.887339902598,7.46054595078707,7.46054595078707,1,1,0.958333333333333,0.958333333333333,0.130434782608696,0.130434782608696
1407,low_load_energy_saving_candidate,13,2,ES,20872,keep_active,2,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0407023192982571,0.0407023192982571,-85.6778478165217,-85.6778478165217,7.41567258001788,7.41567258001788,1,1,0.961538461538462,0.961538461538462,0.2,0.2
1408,low_load_energy_saving_candidate,13,4,ES,20875,keep_active,4,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0463087567249492,0.0463087567249492,-89.5902050566594,-89.5902050566594,11.2806065044572,11.2806065044572,1,1,0.958333333333333,0.958333333333333,0.0869565217391304,0.0869565217391304
1409,low_load_energy_saving_candidate,13,5,ES,20879,sleep,5,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-84.9140575828303,-84.9140575828303,9.29931458751543,9.29931458751543,0,0,0.869565217391304,0.844565217391304,0.2,0.2
1410,low_load_energy_saving_candidate,13,6,ES,20882,sleep,6,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-89.8762941390555,-89.8762941390555,5.9048399460133,5.9048399460133,0,0,0.947368421052632,0.922368421052632,0.222222222222222,0.222222222222222
1411,low_load_energy_saving_candidate,13,7,ES,20884,keep_active,7,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0280139336514511,0.0280139336514511,-87.6811636380148,-87.6811636380148,12.0213666314227,12.0213666314227,1,1,1,1,0.0384615384615385,0.0384615384615385
1412,low_load_energy_saving_candidate,13,8,ES,20887,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0302161543711974,0.0302161543711974,-88.0391876937321,-88.0391876937321,8.83551427661925,8.83551427661925,1,1,1,1,0.111111111111111,0.111111111111111
1413,low_load_energy_saving_candidate,13,10,ES,20890,keep_active,10,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0599476448656618,0.0599476448656618,-88.7659702731251,-88.7659702731251,8.5221610980077,8.5221610980077,1,1,1,1,0.148148148148148,0.148148148148148
1414,low_load_energy_saving_candidate,13,11,ES,20894,sleep,11,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-88.2938330449628,-88.2938330449628,12.8248295666699,12.8248295666699,0,0,0.954545454545455,0.929545454545455,0.0476190476190476,0.0476190476190476
1415,low_load_energy_saving_candidate,13,12,ES,20896,keep_active,12,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0423519482351367,0.0423519482351367,-87.3515536851918,-87.3515536851918,6.84661543636191,6.84661543636191,1,1,0.962962962962963,0.962962962962963,0.153846153846154,0.153846153846154
1416,low_load_energy_saving_candidate,13,14,ES,20900,sleep,14,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-88.7565739661624,-88.7565739661624,10.1292594673527,10.1292594673527,0,0,1,0.975,0.15625,0.15625
1417,low_load_energy_saving_candidate,13,15,ES,20903,sleep,15,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.1452164585368,-90.1452164585368,6.71837058673417,6.71837058673417,0,0,1,0.975,0.24,0.24
1418,low_load_energy_saving_candidate,13,16,ES,20906,sleep,16,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-85.330752799517,-85.330752799517,8.83980060547439,8.83980060547439,0,0,1,0.975,0.0555555555555556,0.0555555555555556
1419,low_load_energy_saving_candidate,13,17,ES,20908,keep_active,17,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0376367728938255,0.0376367728938255,-86.9963607642699,-86.9963607642699,10.8031178100757,10.8031178100757,1,1,1,1,0.15,0.15
1420,low_load_energy_saving_candidate,13,18,ES,20911,keep_active,18,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0258184024066143,0.0258184024066143,-91.4926220716353,-91.4926220716353,6.92613525271582,6.92613525271582,1,1,1,1,0.173913043478261,0.173913043478261
1421,low_load_energy_saving_candidate,13,19,ES,20914,keep_active,19,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0567656896364017,0.0567656896364017,-88.3095417645663,-88.3095417645663,8.17188163268774,8.17188163268774,1,1,1,1,0.285714285714286,0.285714285714286
1422,mixed_conflict,13,13,ES,20917,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-92.277273199012,-92.277273199012,3.94178125380047,3.94178125380047,0,0,1,1,0.25,0.25
1423,normal,13,19,ES,20920,sleep,19,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-87.1567784844033,-87.1567784844033,7.80047205811898,7.80047205811898,0,0,1,0.975,0.1875,0.1875
1424,outage_sector,13,3,ES,20922,keep_active,3,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0550445927138565,0.0550445927138565,-86.0290197330437,-86.0290197330437,8.35937989979038,8.35937989979038,1,1,1,1,0.151515151515152,0.151515151515152
1425,outage_sector,13,9,ES,20925,keep_active,9,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-87.6768919493774,-87.6768919493774,6.67593606828283,6.67593606828283,0,0,0.9375,0.9375,0.2,0.2
1426,outage_sector,13,13,ES,20927,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-140,-140,-20,-20,0,0,0,0,0,0
1427,outage_sector,13,18,ES,20930,sleep,18,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.2971408920206,-90.2971408920206,9.27535159896383,9.27535159896383,0,0,0.92,0.895,0.130434782608696,0.130434782608696
1428,degraded_sector,14,6,ES,20932,keep_active,6,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0470461041788875,0.0470461041788875,-87.838199926445,-87.838199926445,8.66144057221864,8.66144057221864,1,1,1,1,0.210526315789474,0.210526315789474
1429,low_load,14,1,ES,20935,keep_active,1,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0214071699988483,0.0214071699988483,-86.5086135241058,-86.5086135241058,7.84584826587777,7.84584826587777,1,1,1,1,0.294117647058824,0.294117647058824
1430,low_load,14,3,ES,20938,keep_active,3,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-86.8873235848164,-86.8873235848164,6.37552459591395,6.37552459591395,0,0,0.928571428571429,0.928571428571429,0.230769230769231,0.230769230769231
1431,low_load,14,4,ES,20940,keep_active,4,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0575858230259389,0.0575858230259389,-91.1901885346778,-91.1901885346778,10.3985765457141,10.3985765457141,1,1,1,1,0.08,0.08
1432,low_load,14,5,ES,20944,sleep,5,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-84.0870339367883,-84.0870339367883,9.95833558768696,9.95833558768696,0,0,0.931034482758621,0.906034482758621,0,0
1433,low_load,14,7,ES,20946,keep_active,7,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.040522865326926,0.040522865326926,-87.455533973372,-87.455533973372,13.2324969735342,13.2324969735342,1,1,1,1,0.105263157894737,0.105263157894737
1434,low_load,14,8,ES,20949,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0401885211763139,0.0401885211763139,-88.7559541724512,-88.7559541724512,8.25677922177279,8.25677922177279,1,1,0.958333333333333,0.958333333333333,0.217391304347826,0.217391304347826
1435,low_load,14,9,ES,20952,keep_active,9,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0875435547245014,0.0875435547245014,-87.8281810069289,-87.8281810069289,4.82212894060396,4.82212894060396,1,1,0.96,0.96,0.333333333333333,0.333333333333333
1436,low_load,14,10,ES,20955,keep_active,10,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0675087482364149,0.0675087482364149,-88.3318151004482,-88.3318151004482,8.6289345815873,8.6289345815873,1,1,0.947368421052632,0.947368421052632,0.166666666666667,0.166666666666667
1437,low_load,14,11,ES,20958,keep_active,11,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-91.6324698725457,-91.6324698725457,9.23236126155017,9.23236126155017,0,0,1,1,0.176470588235294,0.176470588235294
1438,low_load,14,12,ES,20960,keep_active,12,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.00960792918901156,0.00960792918901156,-81.6233501588074,-81.6233501588074,11.8740218265217,11.8740218265217,1,1,1,1,0.0555555555555556,0.0555555555555556
1439,low_load,14,13,ES,20963,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0814976216921062,0.0814976216921062,-86.8027358531438,-86.8027358531438,7.45357345070313,7.45357345070313,1,1,1,1,0.136363636363636,0.136363636363636
1440,low_load,14,14,ES,20966,keep_active,14,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0215463417372049,0.0215463417372049,-87.5038115584194,-87.5038115584194,11.776657262889,11.776657262889,1,1,1,1,0.157894736842105,0.157894736842105
1441,low_load,14,16,ES,20969,keep_active,16,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0500221285162476,0.0500221285162476,-88.9403713180792,-88.9403713180792,6.11240666268027,6.11240666268027,1,1,1,1,0.227272727272727,0.227272727272727
1442,low_load,14,17,ES,20972,keep_active,17,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0374136475690668,0.0374136475690668,-89.7177325510494,-89.7177325510494,8.42406279646317,8.42406279646317,1,1,1,1,0.173913043478261,0.173913043478261
1443,low_load,14,18,ES,20975,keep_active,18,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0511289165696224,0.0511289165696224,-88.1640841156631,-88.1640841156631,9.95293157658802,9.95293157658802,1,1,1,1,0.125,0.125
1444,low_load,14,19,ES,20979,sleep,19,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.4944016866253,-90.4944016866253,7.4032481011198,7.4032481011198,0,0,1,0.975,0.2,0.2
1445,low_load,14,20,ES,20981,keep_active,20,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0336580662515809,0.0336580662515809,-86.7188494829126,-86.7188494829126,7.35275318306474,7.35275318306474,1,1,0.96551724137931,0.96551724137931,0.142857142857143,0.142857142857143
1446,low_load,14,21,ES,20984,keep_active,21,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0469212903992014,0.0469212903992014,-87.0840839771871,-87.0840839771871,11.6444808881074,11.6444808881074,1,1,1,1,0.0384615384615385,0.0384615384615385
1447,low_load_energy_saving_candidate,14,1,ES,20987,keep_active,1,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0850487452763232,0.0850487452763232,-85.970796928573,-85.970796928573,7.10970324786028,7.10970324786028,1,1,0.956521739130435,0.956521739130435,0.227272727272727,0.227272727272727
1448,low_load_energy_saving_candidate,14,2,ES,20990,keep_active,2,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0381388213849484,0.0381388213849484,-88.9355272341514,-88.9355272341514,5.32941381168855,5.32941381168855,1,1,0.96,0.96,0.125,0.125
1449,low_load_energy_saving_candidate,14,3,ES,20993,keep_active,3,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0312275957313328,0.0312275957313328,-84.4665000870465,-84.4665000870465,9.07989585379798,9.07989585379798,1,1,1,1,0.15,0.15
1450,low_load_energy_saving_candidate,14,4,ES,20996,keep_active,4,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0359169252949123,0.0359169252949123,-88.9308382927479,-88.9308382927479,11.457183533119,11.457183533119,1,1,0.964285714285714,0.964285714285714,0.111111111111111,0.111111111111111
1451,low_load_energy_saving_candidate,14,5,ES,20999,keep_active,5,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0645576889419163,0.0645576889419163,-90.5303125039622,-90.5303125039622,4.54284056766656,4.54284056766656,1,1,0.952380952380952,0.952380952380952,0.2,0.2
1452,low_load_energy_saving_candidate,14,6,ES,21003,sleep,6,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-88.8859146690363,-88.8859146690363,7.3171222813958,7.3171222813958,0,0,0.961538461538462,0.936538461538462,0.24,0.24
1453,low_load_energy_saving_candidate,14,7,ES,21005,keep_active,7,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0223508216323361,0.0223508216323361,-88.1219203678433,-88.1219203678433,14.2564592530831,14.2564592530831,1,1,1,1,0.0769230769230769,0.0769230769230769
1454,low_load_energy_saving_candidate,14,8,ES,21007,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0739874443746363,0.0739874443746363,-88.56473203629,-88.56473203629,7.76407090907218,7.76407090907218,1,1,0.958333333333333,0.958333333333333,0.130434782608696,0.130434782608696
1455,low_load_energy_saving_candidate,14,9,ES,21010,keep_active,9,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-89.2265400702593,-89.2265400702593,5.80545140196634,5.80545140196634,0,0,0.923076923076923,0.923076923076923,0.333333333333333,0.333333333333333
1456,low_load_energy_saving_candidate,14,10,ES,21012,keep_active,10,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0204103841289705,0.0204103841289705,-88.4193762657746,-88.4193762657746,8.73953241893614,8.73953241893614,1,1,1,1,0.260869565217391,0.260869565217391
1457,low_load_energy_saving_candidate,14,11,ES,21015,keep_active,11,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.030512799051389,0.030512799051389,-88.0086581838791,-88.0086581838791,11.7007531040159,11.7007531040159,1,1,0.966666666666667,0.966666666666667,0.0344827586206897,0.0344827586206897
1458,low_load_energy_saving_candidate,14,13,ES,21018,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.071665436674367,0.071665436674367,-88.727222108418,-88.727222108418,5.5176959093271,5.5176959093271,1,1,0.96,0.96,0.25,0.25
1459,low_load_energy_saving_candidate,14,14,ES,21022,sleep,14,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.2588160252246,-90.2588160252246,8.16571918241703,8.16571918241703,0,0,1,0.975,0.0869565217391304,0.0869565217391304
1460,low_load_energy_saving_candidate,14,15,ES,21024,keep_active,15,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0353484859605242,0.0353484859605242,-86.4319923756774,-86.4319923756774,9.66269657945543,9.66269657945543,1,1,0.9375,0.9375,0.133333333333333,0.133333333333333
1461,low_load_energy_saving_candidate,14,16,ES,21027,keep_active,16,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0398969983887444,0.0398969983887444,-87.310329963154,-87.310329963154,8.73102976438632,8.73102976438632,1,1,0.966666666666667,0.966666666666667,0.241379310344828,0.241379310344828
1462,low_load_energy_saving_candidate,14,17,ES,21031,sleep,17,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-86.7726633812839,-86.7726633812839,9.73264888265093,9.73264888265093,0,0,0.88,0.855,0.136363636363636,0.136363636363636
1463,low_load_energy_saving_candidate,14,18,ES,21034,sleep,18,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-87.913833163404,-87.913833163404,12.6390567096908,12.6390567096908,0,0,0.95,0.925,0.0526315789473684,0.0526315789473684
1464,low_load_energy_saving_candidate,14,21,ES,21036,keep_active,21,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0445101562120566,0.0445101562120566,-90.1758926042059,-90.1758926042059,9.8770908476321,9.8770908476321,1,1,1,1,0.0416666666666667,0.0416666666666667
1465,normal,14,14,ES,21039,keep_active,14,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.091541197407712,0.091541197407712,-83.4644473239132,-83.4644473239132,16.5228326865458,16.5228326865458,1,1,1,1,0.1,0.1
1466,outage_sector,14,8,ES,21042,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0854503551183304,0.0854503551183304,-88.4932231045458,-88.4932231045458,7.48278270554197,7.48278270554197,1,1,1,1,0.173913043478261,0.173913043478261
1467,outage_sector,14,14,ES,21045,keep_active,14,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-140,-140,-20,-20,0,0,0,0,0,0
1468,degraded_sector,15,13,ES,21047,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0637027750032546,0.0637027750032546,-85.6614807542962,-85.6614807542962,8.90674774881977,8.90674774881977,1,1,0.888888888888889,0.888888888888889,0.166666666666667,0.166666666666667
1469,degraded_sector,15,20,ES,21050,keep_active,20,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0375463816997906,0.0375463816997906,-87.7090386766476,-87.7090386766476,7.54600628396979,7.54600628396979,1,1,0.947368421052632,0.947368421052632,0.166666666666667,0.166666666666667
1470,handover_stress,15,13,ES,21053,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0329935091746694,0.0329935091746694,-89.4861682751029,-89.4861682751029,6.60604541276259,6.60604541276259,1,1,1,1,0.470588235294118,0.470588235294118
1471,handover_stress,15,21,ES,21056,keep_active,21,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0217777911646901,0.0217777911646901,-86.9540544142957,-86.9540544142957,14.066270550745,14.066270550745,1,1,1,1,0.0666666666666667,0.0666666666666667
1472,low_load,15,1,ES,21059,keep_active,1,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0228732081173052,0.0228732081173052,-86.2537163128526,-86.2537163128526,7.2055660258553,7.2055660258553,1,1,0.944444444444444,0.944444444444444,0.176470588235294,0.176470588235294
1473,low_load,15,2,ES,21062,keep_active,2,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0457447528645792,0.0457447528645792,-86.8473025383463,-86.8473025383463,7.56241793800975,7.56241793800975,1,1,1,1,0.19047619047619,0.19047619047619
1474,low_load,15,3,ES,21065,keep_active,3,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0490165251063856,0.0490165251063856,-87.921189120851,-87.921189120851,4.94949924533158,4.94949924533158,1,1,0.967741935483871,0.967741935483871,0.3,0.3
1475,low_load,15,4,ES,21068,keep_active,4,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0231535604689014,0.0231535604689014,-85.0480075697255,-85.0480075697255,16.5570847179543,16.5570847179543,1,1,1,1,0.08,0.08
1476,low_load,15,5,ES,21072,sleep,5,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-86.8724091980684,-86.8724091980684,5.8806269195926,5.8806269195926,0,0,0.933333333333333,0.908333333333333,0.285714285714286,0.285714285714286
1477,low_load,15,6,ES,21074,keep_active,6,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.06094762795319,0.06094762795319,-88.9738244359293,-88.9738244359293,7.80471562458571,7.80471562458571,1,1,1,1,0.15,0.15
1478,low_load,15,7,ES,21077,keep_active,7,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0870682216037433,0.0870682216037433,-86.4831321222185,-86.4831321222185,12.988855918565,12.988855918565,1,1,1,1,0.0833333333333333,0.0833333333333333
1479,low_load,15,8,ES,21080,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0,0,-84.2205219486067,-84.2205219486067,10.5231611879787,10.5231611879787,0,0,0.9375,0.9375,0.133333333333333,0.133333333333333
1480,low_load,15,9,ES,21082,keep_active,9,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0287392424510441,0.0287392424510441,-89.4483065677707,-89.4483065677707,6.17620823102685,6.17620823102685,1,1,1,1,0.368421052631579,0.368421052631579
1481,low_load,15,10,ES,21085,keep_active,10,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.093201942762659,0.093201942762659,-85.3925769298366,-85.3925769298366,10.6104374654022,10.6104374654022,1,1,0.964285714285714,0.964285714285714,0.111111111111111,0.111111111111111
1482,low_load,15,11,ES,21088,keep_active,11,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0470691049745785,0.0470691049745785,-88.4738002942684,-88.4738002942684,12.5357905889415,12.5357905889415,1,1,1,1,0,0
1483,low_load,15,12,ES,21091,keep_active,12,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0759468981646663,0.0759468981646663,-85.4643885398846,-85.4643885398846,8.74284168684782,8.74284168684782,1,1,0.964285714285714,0.964285714285714,0.111111111111111,0.111111111111111
1484,low_load,15,13,ES,21094,keep_active,13,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0765906307415591,0.0765906307415591,-88.9288251266279,-88.9288251266279,5.88106270307044,5.88106270307044,1,1,0.923076923076923,0.923076923076923,0.291666666666667,0.291666666666667
1485,low_load,15,14,ES,21098,sleep,14,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-86.9955955024619,-86.9955955024619,12.5585835646405,12.5585835646405,0,0,0.970588235294118,0.945588235294118,0,0
1486,low_load,15,15,ES,21101,sleep,15,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.2480079437471,-90.2480079437471,7.99587676683073,7.99587676683073,0,0,0.96,0.935,0.208333333333333,0.208333333333333
1487,low_load,15,16,ES,21103,keep_active,16,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0639738679553072,0.0639738679553072,-86.2147263110854,-86.2147263110854,7.68894804891418,7.68894804891418,1,1,0.894736842105263,0.894736842105263,0.176470588235294,0.176470588235294
1488,low_load,15,17,ES,21106,keep_active,17,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0631419948738541,0.0631419948738541,-86.5735873991487,-86.5735873991487,9.57112274326917,9.57112274326917,1,1,1,1,0.157894736842105,0.157894736842105
1489,low_load,15,18,ES,21109,keep_active,18,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.039352927979359,0.039352927979359,-86.5772570141438,-86.5772570141438,12.2361742937552,12.2361742937552,1,1,1,1,0.0476190476190476,0.0476190476190476
1490,low_load,15,19,ES,21113,sleep,19,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-86.5231221129976,-86.5231221129976,9.46596589963024,9.46596589963024,0,0,1,0.975,0.206896551724138,0.206896551724138
1491,low_load,15,20,ES,21115,keep_active,20,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0446955126060902,0.0446955126060902,-87.020612696143,-87.020612696143,6.38459015383377,6.38459015383377,1,1,1,1,0.222222222222222,0.222222222222222
1492,low_load_energy_saving_candidate,15,1,ES,21118,keep_active,1,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0801551894991818,0.0801551894991818,-86.1917646726333,-86.1917646726333,7.43435729638326,7.43435729638326,1,1,0.947368421052632,0.947368421052632,0.166666666666667,0.166666666666667
1493,low_load_energy_saving_candidate,15,3,ES,21121,keep_active,3,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0527841378245836,0.0527841378245836,-87.7667286074948,-87.7667286074948,5.94810119258294,5.94810119258294,1,1,1,1,0.315789473684211,0.315789473684211
1494,low_load_energy_saving_candidate,15,4,ES,21124,keep_active,4,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0118244611855481,0.0118244611855481,-86.7579791268885,-86.7579791268885,12.552127026149,12.552127026149,1,1,1,1,0.125,0.125
1495,low_load_energy_saving_candidate,15,5,ES,21127,keep_active,5,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0366060550654863,0.0366060550654863,-86.3311344616372,-86.3311344616372,7.81979567226928,7.81979567226928,1,1,1,1,0.185185185185185,0.185185185185185
1496,low_load_energy_saving_candidate,15,6,ES,21130,keep_active,6,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0358723697014399,0.0358723697014399,-88.4917112057419,-88.4917112057419,7.69513251721393,7.69513251721393,1,1,0.966666666666667,0.966666666666667,0.206896551724138,0.206896551724138
1497,low_load_energy_saving_candidate,15,7,ES,21134,sleep,7,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-90.3198351196574,-90.3198351196574,9.93528604981631,9.93528604981631,0,0,1,0.975,0.0769230769230769,0.0769230769230769
1498,low_load_energy_saving_candidate,15,8,ES,21136,keep_active,8,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0351186216817089,0.0351186216817089,-89.1364751706185,-89.1364751706185,8.42880256268281,8.42880256268281,1,1,1,1,0.178571428571429,0.178571428571429
1499,low_load_energy_saving_candidate,15,9,ES,21139,keep_active,9,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0905260867310906,0.0905260867310906,-85.2101862106165,-85.2101862106165,9.06894492092509,9.06894492092509,1,1,1,1,0.227272727272727,0.227272727272727
1500,low_load_energy_saving_candidate,15,10,ES,21143,sleep,10,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-91.4373988523784,-91.4373988523784,6.39812495555848,6.39812495555848,0,0,0.954545454545455,0.929545454545455,0.142857142857143,0.142857142857143
1501,low_load_energy_saving_candidate,15,11,ES,21145,keep_active,11,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0525187683948911,0.0525187683948911,-88.0818552925994,-88.0818552925994,10.6608249657286,10.6608249657286,1,1,1,1,0.166666666666667,0.166666666666667
1502,low_load_energy_saving_candidate,15,12,ES,21149,sleep,12,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-87.0417803242264,-87.0417803242264,6.11793363388655,6.11793363388655,0,0,0.96,0.935,0.208333333333333,0.208333333333333
1503,low_load_energy_saving_candidate,15,13,ES,21152,sleep,13,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-88.8378121509301,-88.8378121509301,8.1141474232896,8.1141474232896,0,0,1,0.975,0.210526315789474,0.210526315789474
1504,low_load_energy_saving_candidate,15,14,ES,21154,keep_active,14,0,1,safe_best_reward,1,0,0,0,0,0,keep_active,0.0770133233479532,0.0770133233479532,-86.5026083765336,-86.5026083765336,13.5934946254392,13.5934946254392,1,1,0.923076923076923,0.923076923076923,0,0
1505,low_load_energy_saving_candidate,15,15,ES,21158,sleep,15,0.25,1,safe_best_reward,0,0,0,0,0,0,sleep,0,0,-89.7430432557163,-89.7430432557163,7.97576857271085,7.97576857271085,0,0,1,0.975,0.2,0.2
