oracle_group_id,scenario_name,realization_id,source_sector_id,module_name,selected_action_id,selected_action_type,target_sector_id,reward,safety_valid,oracle_selection_reason,is_noop,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,pre_source_load_ratio,post_source_load_ratio,pre_source_RSRP_dBm,post_source_RSRP_dBm,pre_source_SINR_dB,post_source_SINR_dB,pre_source_qos_satisfaction_ratio,post_source_qos_satisfaction_ratio,pre_source_attach_rate,post_source_attach_rate,pre_source_handover_risk_score,post_source_handover_risk_score
1,degraded_sector,1,1,COC/OH,1,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.187385783208705,0.187385783208705,-85.1441522109653,-85.1441522109653,7.5540859561149,7.5540859561149,1,1,0.9,0.9,0.111111111111111,0.111111111111111
2,mixed_conflict,1,1,COC/OH,143,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.493338183337569,0.493338183337569,-91.8749925926799,-91.8749925926799,2.57858668628164,2.57858668628164,1,1,1,1,0.2,0.2
3,outage_sector,1,1,COC/OH,323,compensate_neighbor,5,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
4,degraded_sector,2,2,COC/OH,427,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-92.9635470640266,-92.9635470640266,1.54620735193026,1.54620735193026,0,0,1,1,0.625,0.625
5,mixed_conflict,2,2,COC/OH,569,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.773822453236932,0.773822453236932,-89.1669046650142,-89.1669046650142,5.8356892924658,5.8356892924658,1,1,1,1,0.166666666666667,0.166666666666667
6,outage_sector,2,2,COC/OH,749,compensate_neighbor,12,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
7,degraded_sector,3,3,COC/OH,853,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.234905174225454,0.234905174225454,-93.2566605699027,-93.2566605699027,1.29301408417302,1.29301408417302,1,1,1,1,0.583333333333333,0.583333333333333
8,mixed_conflict,3,3,COC/OH,995,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.475718121777718,0.475718121777718,-89.1655056392509,-89.1655056392509,6.10854654476617,6.10854654476617,1,1,1,1,0.0909090909090909,0.0909090909090909
9,outage_sector,3,3,COC/OH,1222,compensate_neighbor,20,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
10,degraded_sector,4,4,COC/OH,1279,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.466007486171755,0.466007486171755,-94.4711398094275,-94.4711398094275,7.53587441367068,7.53587441367068,1,1,0.944444444444444,0.944444444444444,0.117647058823529,0.117647058823529
11,mixed_conflict,4,4,COC/OH,1421,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.377438216194433,0.377438216194433,-94.4380873100306,-94.4380873100306,5.31233858586701,5.31233858586701,1,1,0.666666666666667,0.666666666666667,0.125,0.125
12,outage_sector,4,4,COC/OH,1648,compensate_neighbor,1,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
13,degraded_sector,5,5,COC/OH,1705,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.360186558504309,0.360186558504309,-88.7703963400687,-88.7703963400687,5.00055026352756,5.00055026352756,1,1,0.916666666666667,0.916666666666667,0.181818181818182,0.181818181818182
14,mixed_conflict,5,5,COC/OH,1847,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.637586145200905,0.637586145200905,-90.5644624923234,-90.5644624923234,4.79324321305825,4.79324321305825,1,1,0.9,0.9,0.222222222222222,0.222222222222222
15,outage_sector,5,5,COC/OH,2074,compensate_neighbor,9,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
16,degraded_sector,6,6,COC/OH,2131,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-94.9050072086765,-94.9050072086765,4.18627883984116,4.18627883984116,0,0,1,1,0.166666666666667,0.166666666666667
17,mixed_conflict,6,6,COC/OH,2273,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,0.915532451159511,0.915532451159511,-95.6418723274736,-95.6418723274736,2.56068374850117,2.56068374850117,1,1,0.933333333333333,0.933333333333333,0.571428571428571,0.571428571428571
18,outage_sector,6,6,COC/OH,2453,compensate_neighbor,19,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
19,degraded_sector,7,7,COC/OH,2557,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.0314627778452401,0.0314627778452401,-93.1202012150544,-93.1202012150544,5.32518235736495,5.32518235736495,1,1,0.684210526315789,0.684210526315789,0.230769230769231,0.230769230769231
20,mixed_conflict,7,7,COC/OH,2699,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.11469042816466,1.11469042816466,-96.2006378697531,-96.2006378697531,5.63174098787525,5.63174098787525,1,1,0.875,0.875,0.214285714285714,0.214285714285714
21,outage_sector,7,7,COC/OH,2879,compensate_neighbor,8,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
22,degraded_sector,8,8,COC/OH,2983,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.283980527451724,0.283980527451724,-92.1779722150115,-92.1779722150115,4.81902159656011,4.81902159656011,1,1,0.888888888888889,0.888888888888889,0.25,0.25
23,mixed_conflict,8,8,COC/OH,3125,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.608936962905013,0.608936962905013,-93.0252497197681,-93.0252497197681,4.1866370734133,4.1866370734133,1,1,0.866666666666667,0.866666666666667,0.230769230769231,0.230769230769231
24,outage_sector,8,8,COC/OH,3305,compensate_neighbor,10,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
25,degraded_sector,9,9,COC/OH,3409,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-88.5886228855806,-88.5886228855806,8.73442036860743,8.73442036860743,0,0,1,1,0,0
26,mixed_conflict,9,9,COC/OH,3555,compensate_neighbor,1,-0.00499999999999993,1,safe_best_reward,0,0,-1,0,0,0,,1.08630660982571,1.08630660982571,-91.7610151580076,-91.5610151580076,4.22887553730793,4.30887553730793,1,1,1,1,0.230769230769231,0.230769230769231
27,outage_sector,9,9,COC/OH,3731,compensate_neighbor,1,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
28,degraded_sector,10,10,COC/OH,3835,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-91.744426511328,-91.744426511328,7.05996539329994,7.05996539329994,0,0,0.888888888888889,0.888888888888889,0.125,0.125
29,mixed_conflict,10,10,COC/OH,3977,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.865829269593312,0.865829269593312,-90.573879328684,-90.573879328684,8.04261671708248,8.04261671708248,1,1,1,1,0.176470588235294,0.176470588235294
30,outage_sector,10,10,COC/OH,4157,compensate_neighbor,8,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
31,degraded_sector,11,11,COC/OH,4261,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.446278956279652,0.446278956279652,-97.6674138729977,-97.6674138729977,5.84003961757523,5.84003961757523,1,1,0.727272727272727,0.727272727272727,0.25,0.25
32,mixed_conflict,11,11,COC/OH,4454,compensate_neighbor,8,-0.000928571428571385,1,safe_best_reward,0,0,-1,0,0,0,,1.80372195695652,1.80372195695652,-96.8246521781329,-96.6246521781329,5.37126766561311,5.45126766561311,0,0.00160714285714286,0.857142857142857,0.859285714285714,0.0833333333333333,0.0833333333333333
33,outage_sector,11,11,COC/OH,4583,compensate_neighbor,10,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
34,degraded_sector,12,12,COC/OH,4687,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.434439227212163,0.434439227212163,-91.7551899239958,-91.7551899239958,4.27366326349369,4.27366326349369,1,1,1,1,0.142857142857143,0.142857142857143
35,mixed_conflict,12,12,COC/OH,4829,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.789384661210512,0.789384661210512,-92.2240977752142,-92.2240977752142,3.85746585003887,3.85746585003887,1,1,1,1,0.333333333333333,0.333333333333333
36,outage_sector,12,12,COC/OH,5009,compensate_neighbor,2,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
37,degraded_sector,13,13,COC/OH,5117,compensate_neighbor,2,-0.00499999999999993,1,safe_best_reward,0,0,-1,0,0,0,,0.973159238231616,0.973159238231616,-93.7602000518241,-93.5602000518241,2.0591855345929,2.1391855345929,1,1,1,1,0.2,0.2
38,mixed_conflict,13,13,COC/OH,5255,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-92.277273199012,-92.277273199012,3.94178125380047,3.94178125380047,0,0,1,1,0.25,0.25
39,outage_sector,13,13,COC/OH,5435,compensate_neighbor,2,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
40,degraded_sector,14,14,COC/OH,5539,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.141263959499689,0.141263959499689,-92.2882473183966,-92.2882473183966,6.22362913048591,6.22362913048591,1,1,0.916666666666667,0.916666666666667,0.181818181818182,0.181818181818182
41,mixed_conflict,14,14,COC/OH,5681,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.51442301663836,1.51442301663836,-96.751203328447,-96.751203328447,5.46158844907665,5.46158844907665,0,0,0.842105263157895,0.842105263157895,0.1875,0.1875
42,outage_sector,14,14,COC/OH,5861,compensate_neighbor,13,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
43,degraded_sector,15,15,COC/OH,5965,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.546531972650402,0.546531972650402,-92.4500053323955,-92.4500053323955,5.23452267245836,5.23452267245836,1,1,1,1,0.1,0.1
44,mixed_conflict,15,15,COC/OH,6107,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.34534902679241,1.34534902679241,-93.4040405689172,-93.4040405689172,3.98372337209651,3.98372337209651,0,0,1,1,0.266666666666667,0.266666666666667
45,outage_sector,15,15,COC/OH,6287,compensate_neighbor,17,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
46,degraded_sector,16,16,COC/OH,6391,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.124856498430667,0.124856498430667,-83.5613713929949,-83.5613713929949,6.96573155075922,6.96573155075922,1,1,1,1,0,0
47,mixed_conflict,16,16,COC/OH,6584,compensate_neighbor,3,-0.00499999999999993,1,safe_best_reward,0,0,-1,0,0,0,,1.22397520656973,1.22397520656973,-89.4997451200706,-89.2997451200706,4.25135636272279,4.33135636272279,1,1,1,1,0.416666666666667,0.416666666666667
48,outage_sector,16,16,COC/OH,6713,compensate_neighbor,20,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
49,degraded_sector,17,17,COC/OH,6817,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.166758738549639,0.166758738549639,-92.1589376988016,-92.1589376988016,4.88321413997597,4.88321413997597,1,1,1,1,0.272727272727273,0.272727272727273
50,mixed_conflict,17,17,COC/OH,7057,compensate_neighbor,12,-0.00199999999999993,1,safe_best_reward,0,0,-1,0,0,0,,1.13917148069811,1.13917148069811,-93.6363212096829,-93.4363212096829,4.48740237536575,4.56740237536575,1,1,0.8,0.803,0.25,0.25
51,outage_sector,17,17,COC/OH,7139,compensate_neighbor,15,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
52,degraded_sector,18,18,COC/OH,7243,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.0978507014318644,0.0978507014318644,-94.8604656205207,-94.8604656205207,6.69561458447788,6.69561458447788,1,1,0.888888888888889,0.888888888888889,0.125,0.125
53,mixed_conflict,18,18,COC/OH,7483,compensate_neighbor,15,-0.00499999999999993,1,safe_best_reward,0,0,-1,0,0,0,,1.74404795092657,1.74404795092657,-96.3680624554107,-96.1680624554107,4.22179149203851,4.30179149203851,0,0,1,1,0.25,0.25
54,outage_sector,18,18,COC/OH,7565,compensate_neighbor,16,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
55,degraded_sector,19,19,COC/OH,7669,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0,0,-94.371503739045,-94.371503739045,4.60173846651506,4.60173846651506,0,0,0.909090909090909,0.909090909090909,0.2,0.2
56,mixed_conflict,19,19,COC/OH,7862,compensate_neighbor,21,-0.00720678505634967,1,safe_best_reward,0,0,-1,0,0,0,,1.7682161061804,1.7682161061804,-92.8010075905235,-92.6010075905235,5.9962823559204,6.0762823559204,0,0,1,1,0.235294117647059,0.235294117647059
57,outage_sector,19,19,COC/OH,7991,compensate_neighbor,6,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
58,degraded_sector,20,20,COC/OH,8131,compensate_neighbor,3,0.00395,1,safe_best_reward,0,3,-2,0,0,0,,0,0,-86.3932357664351,-84.6432357664351,9.37310109127132,9.89310109127132,0,0.0135,0.8,0.818,0,0
59,mixed_conflict,20,20,COC/OH,8237,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.05584760794003,1.05584760794003,-89.6489398756456,-89.6489398756456,6.74348571256615,6.74348571256615,1,1,1,1,0.5,0.5
60,outage_sector,20,20,COC/OH,8417,compensate_neighbor,3,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
61,degraded_sector,21,21,COC/OH,8557,compensate_neighbor,19,0.00395000000000002,1,safe_best_reward,0,3,-2,0,0,0,,0,0,-95.8428973898116,-94.0928973898116,5.83476413367113,6.35476413367113,0,0.0135,0.8,0.818,0.333333333333333,0.333333333333333
62,mixed_conflict,21,21,COC/OH,8663,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.680878132748178,0.680878132748178,-91.5809268293156,-91.5809268293156,6.38835142758136,6.38835142758136,1,1,0.941176470588235,0.941176470588235,0.25,0.25
63,outage_sector,21,21,COC/OH,8843,compensate_neighbor,19,0.16095,1,safe_best_reward,0,3,-2,2,0,0,,0,0,-140,-138.25,-20,-19.56,0,0.081,0,0.108,0,0
64,degraded_sector,1,2,LB/MLB,8951,cio_bias_to_neighbor,12,0.06625,1,safe_best_reward,0,0,0,6,0,0,,1.05150223712569,0.80150223712569,-85.1543174061866,-85.1543174061866,7.44492661587832,7.40742661587832,1,1,0.96969696969697,0.96969696969697,0.21875,0.21875
65,handover_stress,1,2,LB/MLB,8960,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.835964078279913,0.835964078279913,-91.2015720903723,-91.2015720903723,2.30108566234588,2.30108566234588,1,1,0.846153846153846,0.846153846153846,0.636363636363636,0.636363636363636
66,handover_stress,1,16,LB/MLB,8977,cio_bias_to_neighbor,20,0.0295284984157146,1,safe_best_reward,0,0,0,6,0,0,,1.01271928773169,0.8,-92.3838576542449,-92.3838576542449,3.3308798760956,3.29897198293585,1,1,0.807692307692308,0.807692307692308,0.571428571428571,0.571428571428571
67,mixed_conflict,1,2,LB/MLB,8997,cio_bias_to_neighbor,1,0.26125,1,safe_best_reward,0,0,0,3,0,0,,2.69097431528736,2.44097431528736,-87.5663496837532,-87.5663496837532,5.28966082400437,5.25216082400437,0,0.0875,0.958333333333333,0.958333333333333,0.304347826086957,0.304347826086957
68,mixed_conflict,1,3,LB/MLB,9005,cio_bias_to_neighbor,20,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.53488447468057,1.54988447468057,-85.9716630892401,-85.9716630892401,6.93110750248947,6.93110750248947,0,0,0.958333333333333,0.958333333333333,0.304347826086957,0.304347826086957
69,mixed_conflict,1,6,LB/MLB,9022,cio_bias_to_neighbor,20,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.7155252102495,1.7305252102495,-86.631881415715,-86.631881415715,8.14667511528665,8.14667511528665,0,0,0.96551724137931,0.96551724137931,0.285714285714286,0.285714285714286
70,mixed_conflict,1,8,LB/MLB,9031,cio_bias_to_neighbor,7,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.55985463275929,1.57485463275929,-87.1681482201931,-87.1681482201931,8.43825835685661,8.43825835685661,0,0,0.975,0.975,0.153846153846154,0.153846153846154
71,mixed_conflict,1,10,LB/MLB,9048,cio_bias_to_neighbor,5,-0.1338,1,safe_best_reward,0,0,0,-3,0,0,,1.1264938916711,1.1414938916711,-87.7158886001798,-87.7158886001798,10.4654764517511,10.4654764517511,1,0.9985,1,1,0.0454545454545455,0.0454545454545455
72,mixed_conflict,1,11,LB/MLB,9051,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.24059556835292,1.24059556835292,-87.5757959346112,-87.5757959346112,11.5930496623366,11.5930496623366,1,1,1,1,0.15625,0.15625
73,mixed_conflict,1,12,LB/MLB,9064,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.55731409154654,1.55731409154654,-88.4592834790955,-88.4592834790955,5.86833188715806,5.86833188715806,0,0,1,1,0.173913043478261,0.173913043478261
74,mixed_conflict,1,13,LB/MLB,9088,cio_bias_to_neighbor,15,0.26125,1,safe_best_reward,0,0,0,3,0,0,,3.30120430263184,3.05120430263184,-89.2754156567391,-89.2754156567391,5.04499650344078,5.00749650344078,0,0.0875,1,1,0.291666666666667,0.291666666666667
75,mixed_conflict,1,14,LB/MLB,9097,cio_bias_to_neighbor,17,0.26125,1,safe_best_reward,0,0,0,3,0,0,,1.56315211031795,1.31315211031795,-91.5058319630357,-91.5058319630357,9.21116816031684,9.17366816031684,0,0.0875,0.933333333333333,0.933333333333333,0.142857142857143,0.142857142857143
76,mixed_conflict,1,16,LB/MLB,9105,cio_bias_to_neighbor,20,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.75383691248863,1.76883691248863,-85.6878979827029,-85.6878979827029,8.44899971198769,8.44899971198769,0,0,0.9,0.9,0.185185185185185,0.185185185185185
77,mixed_conflict,1,19,LB/MLB,9126,cio_bias_to_neighbor,20,-0.1338,1,safe_best_reward,0,0,0,-3,0,0,,1.0198068688763,1.0348068688763,-86.6079347905434,-86.6079347905434,9.71692389124434,9.71692389124434,1,0.9985,0.96,0.96,0.25,0.25
78,mixed_conflict,1,20,LB/MLB,9129,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.882718377490352,0.882718377490352,-89.353034941725,-89.353034941725,6.4989169376815,6.4989169376815,1,1,0.916666666666667,0.916666666666667,0.136363636363636,0.136363636363636
79,mixed_conflict,1,21,LB/MLB,9152,cio_bias_to_neighbor,20,-0.1338,1,safe_best_reward,0,0,0,-3,0,0,,1.15468730278196,1.16968730278196,-89.346728787685,-89.346728787685,11.0923841706951,11.0923841706951,1,0.9985,1,1,0.161290322580645,0.161290322580645
80,normal,1,9,LB/MLB,9155,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.811961563038937,0.811961563038937,-88.9020335461749,-88.9020335461749,6.13264358172247,6.13264358172247,1,1,0.95,0.95,0.368421052631579,0.368421052631579
81,overload,1,2,LB/MLB,9179,cio_bias_to_neighbor,1,0.184543373614499,1,safe_best_reward,0,0,0,3,0,0,,1.36317982251446,1.11317982251446,-88.6382730587551,-88.6382730587551,6.01738799911875,5.97988799911875,0,0.0875,1,1,0.214285714285714,0.214285714285714
82,overload,1,4,LB/MLB,9188,cio_bias_to_neighbor,1,0.184543373614499,1,safe_best_reward,0,0,0,3,0,0,,1.70542942001403,1.45542942001403,-91.944435132431,-91.944435132431,8.94865388079161,8.91115388079161,0,0.0875,0.972972972972973,0.972972972972973,0.0833333333333333,0.0833333333333333
83,overload,1,5,LB/MLB,9197,cio_bias_to_neighbor,1,0.184543373614499,1,safe_best_reward,0,0,0,3,0,0,,1.64792195163683,1.39792195163683,-89.1741654302402,-89.1741654302402,6.8850292514231,6.8475292514231,0,0.0875,1,1,0.15,0.15
84,overload,1,6,LB/MLB,9207,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.19910038588564,1.19910038588564,-85.5122764274646,-85.5122764274646,8.16503838335664,8.16503838335664,1,1,1,1,0.1875,0.1875
85,overload,1,8,LB/MLB,9227,cio_bias_to_neighbor,7,-0.0675551058668644,1,safe_best_reward,0,0,0,3,0,0,,1.28877324457147,1.04438662228573,-89.0109663858152,-89.0109663858152,8.3922105527279,8.35555255938504,0,0.0855353178000072,0.956521739130435,0.956521739130435,0.0909090909090909,0.0909090909090909
86,overload,1,9,LB/MLB,9236,cio_bias_to_neighbor,1,0.184543373614499,1,safe_best_reward,0,0,0,3,0,0,,1.64211816815009,1.39211816815009,-86.2560764978869,-86.2560764978869,8.23874426813399,8.20124426813399,0,0.0875,0.869565217391304,0.869565217391304,0.2,0.2
87,overload,1,10,LB/MLB,9246,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.50775886631882,1.50775886631882,-87.568030454703,-87.568030454703,8.57309572667023,8.57309572667023,0,0,0.9,0.9,0.111111111111111,0.111111111111111
88,overload,1,11,LB/MLB,9259,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.13614951795682,1.13614951795682,-90.8328677208184,-90.8328677208184,8.68388080036586,8.68388080036586,1,1,1,1,0.19047619047619,0.19047619047619
89,overload,1,12,LB/MLB,9272,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.2917714312778,1.2917714312778,-86.4256307667412,-86.4256307667412,7.16824666248267,7.16824666248267,0,0,1,1,0.130434782608696,0.130434782608696
90,overload,1,13,LB/MLB,9285,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,2.10717059730923,2.10717059730923,-87.1068289146359,-87.1068289146359,8.2007350232502,8.2007350232502,0,0,1,1,0.16,0.16
91,overload,1,14,LB/MLB,9305,cio_bias_to_neighbor,17,-0.0294387501523238,1,safe_best_reward,0,0,0,3,0,0,,0.922967004766855,0.861483502383428,-85.8070563077547,-85.8070563077547,13.1878831063899,13.1786605810324,1,1,1,1,0.0555555555555556,0.0555555555555556
92,overload,1,15,LB/MLB,9314,cio_bias_to_neighbor,17,0.26125,1,safe_best_reward,0,0,0,3,0,0,,2.465772854792,2.215772854792,-85.8048126847125,-85.8048126847125,7.05515511451136,7.01765511451136,0,0.0875,0.967741935483871,0.967741935483871,0.166666666666667,0.166666666666667
93,overload,1,16,LB/MLB,9332,cio_bias_to_neighbor,3,0.0428336777262986,1,safe_best_reward,0,0,0,6,0,0,,1.02622708398609,0.8,-88.0071687782348,-88.0071687782348,5.94238129023912,5.90844722764121,1,1,1,1,0.35,0.35
94,overload,1,18,LB/MLB,9337,no_op,0,0,1,safe_best_reward,1,0,0,0,0,0,,0.844876578519925,0.844876578519925,-87.6750672317206,-87.6750672317206,11.5813272964795,11.5813272964795,1,1,1,1,0.0833333333333333,0.0833333333333333
95,overload,1,19,LB/MLB,9350,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.33832718253157,1.33832718253157,-86.9209968439045,-86.9209968439045,9.67086110030976,9.67086110030976,0,0,1,1,0.296296296296296,0.296296296296296
96,overload,1,20,LB/MLB,9366,cio_bias_to_neighbor,3,0.26125,1,safe_best_reward,0,0,0,3,0,0,,1.79911149742361,1.54911149742361,-86.4573793235156,-86.4573793235156,6.67914509465257,6.64164509465257,0,0.0875,0.961538461538462,0.961538461538462,0.32,0.32
97,overload,1,21,LB/MLB,9376,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.19656717551651,1.19656717551651,-89.7528195382893,-89.7528195382893,12.0588778211869,12.0588778211869,1,1,1,1,0,0
98,handover_stress,2,13,LB/MLB,9393,cio_bias_to_neighbor,2,0.00174424208832225,1,safe_best_reward,0,0,0,6,0,0,,0.98451192090185,0.8,-91.3127762741915,-91.3127762741915,3.76742168622131,3.73974489808603,1,1,0.833333333333333,0.833333333333333,0.6,0.6
99,mixed_conflict,2,1,LB/MLB,9402,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,0.936318342103855,0.936318342103855,-89.2951524280113,-89.2951524280113,5.49122569420181,5.49122569420181,1,1,0.967741935483871,0.967741935483871,0.2,0.2
100,mixed_conflict,2,3,LB/MLB,9425,cio_bias_to_neighbor,2,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.3490695000119,1.3640695000119,-92.589729507588,-92.589729507588,2.11512565412269,2.11512565412269,0,0,1,1,0.5,0.5
101,mixed_conflict,2,4,LB/MLB,9438,cio_bias_to_neighbor,19,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.41291213876767,1.42791213876767,-90.8437649230774,-90.8437649230774,8.68355094925947,8.68355094925947,0,0,1,1,0.117647058823529,0.117647058823529
102,mixed_conflict,2,5,LB/MLB,9441,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,0.957571362082057,0.957571362082057,-84.2200268666565,-84.2200268666565,9.1782910508713,9.1782910508713,1,1,1,1,0.136363636363636,0.136363636363636
103,mixed_conflict,2,6,LB/MLB,9456,cio_bias_to_neighbor,19,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.83175978613162,1.84675978613162,-90.3860545185518,-90.3860545185518,6.78235251588961,6.78235251588961,0,0,1,1,0.227272727272727,0.227272727272727
104,mixed_conflict,2,7,LB/MLB,9467,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,0.948349664723275,0.948349664723275,-89.2697570568739,-89.2697570568739,9.21812481532057,9.21812481532057,1,1,1,1,0.173913043478261,0.173913043478261
105,mixed_conflict,2,8,LB/MLB,9480,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.63259945486778,1.63259945486778,-89.6172389634756,-89.6172389634756,8.72158192508196,8.72158192508196,0,0,0.961538461538462,0.961538461538462,0.2,0.2
106,mixed_conflict,2,9,LB/MLB,9493,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.34491259445921,1.34491259445921,-89.6285978468715,-89.6285978468715,5.67082503177918,5.67082503177918,0,0,0.909090909090909,0.909090909090909,0.2,0.2
107,mixed_conflict,2,10,LB/MLB,9506,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.41462604019058,1.41462604019058,-88.2906408395043,-88.2906408395043,8.11836486746649,8.11836486746649,0,0,1,1,0.0909090909090909,0.0909090909090909
108,mixed_conflict,2,11,LB/MLB,9529,cio_bias_to_neighbor,2,-0.1275,1,safe_best_reward,0,0,0,-3,0,0,,1.25532637682092,1.27032637682092,-89.9642791029556,-89.9642791029556,11.7132687034898,11.7132687034898,0,0,1,1,0.1,0.1
