scenario_id,scenario_name,traffic_mode,impaired_sector_id,impaired_site_id,impaired_sector_status,num_sites,num_sectors,num_ues,attached_ues,unattached_ues,attach_rate,active_ues,total_offered_traffic_Mbps,total_served_traffic_Mbps,total_unserved_traffic_Mbps,qos_satisfaction_ratio_active,overloaded_sector_count,mean_sector_load,max_sector_load,mean_best_RSRP_dBm,mean_best_SINR_dB,coverage_ratio,boundary_ue_count,boundary_ue_ratio,handover_risk_score,es_candidate_sector_count
1,normal,normal,0,0,normal,7,21,500,485,15,0.97,75,360.525014362012,343.956482071314,16.5685322906981,0.96,0,0.404562989679067,0.784626912438788,-88.6356354739576,8.26155770621961,0.978067387158296,85,0.175257731958763,0.175257731958763,0
2,low_load,low_load,0,0,normal,7,21,500,485,15,0.97,25,43.5840298604244,42.3237820368783,1.26024782354609,0.96,0,0.0508894990541751,0.16278230857193,-88.6356354739576,8.26155770621961,0.978067387158296,85,0.175257731958763,0.175257731958763,0
3,overload,overload,0,0,normal,7,21,500,485,15,0.97,150,1050.95216193294,801.720295381163,249.23186655178,0.54,17,1.13495529695336,1.81315308482166,-88.6356354739576,8.26155770621961,0.978067387158296,85,0.175257731958763,0.175257731958763,0
4,degraded_sector,normal,11,4,degraded,7,21,500,480,20,0.96,75,360.525014362012,349.144735208771,11.3802791532417,0.973333333333333,1,0.413932357578689,0.818994420823474,-88.979293463146,8.17921813580067,0.968531468531469,86,0.179166666666667,0.179166666666667,0
5,outage_sector,normal,11,4,outage,7,21,500,477,23,0.954,75,360.525014362012,342.864979367179,17.6600349948336,0.96,0,0.403432571524959,0.765406058236059,-89.1379153311089,8.25783602367102,0.945009535918627,83,0.174004192872117,0.174004192872117,0
6,low_load_energy_saving_candidate,low_load,0,0,normal,7,21,500,485,15,0.97,25,43.5840298604244,42.3237820368783,1.26024782354609,0.96,0,0.0508894990541751,0.16278230857193,-88.6356354739576,8.26155770621961,0.978067387158296,85,0.175257731958763,0.175257731958763,18
7,handover_stress,normal,0,0,normal,7,21,500,473,27,0.946,75,360.525014362012,337.222946428715,23.3020679332974,0.946666666666667,2,0.40216889960619,0.900049093378805,-89.5844410815271,7.45425465421501,0.978067387158296,194,0.41014799154334,0.41014799154334,0
8,mixed_conflict,overload,11,4,degraded,7,21,500,480,20,0.96,150,1050.95216193294,802.446751227907,248.505410705037,0.54,18,1.15396869210451,1.81243221556595,-88.979293463146,8.17921813580067,0.968531468531469,86,0.179166666666667,0.179166666666667,0
